int_mentality_id,int_player_id,int_aggression,int_interceptions,int_positioning,int_vision,int_penalties,int_composure
1687,1687,70,72,57,64,32,68
1688,1688,68,70,70,76,66,75
1689,1689,65,45,76,77,74,76
1690,1690,74,72,65,68,59,65
1691,1691,88,80,74,77,53,70
1692,1692,65,65,63,66,41,71
1693,1693,22,16,14,69,18,64
1694,1694,31,19,15,43,23,32
1695,1695,67,74,69,65,38,70
1696,1696,37,41,59,70,45,67
1697,1697,45,42,70,77,69,71
1698,1698,61,33,81,68,63,76
1699,1699,55,37,78,65,61,68
1700,1700,35,25,70,80,58,74
1701,1701,71,74,69,76,63,72
1702,1702,74,75,39,71,36,68
1703,1703,39,29,18,48,29,63
1704,1704,74,75,59,65,48,75
1705,1705,75,23,71,71,50,60
1706,1706,35,19,13,45,25,57
1707,1707,59,65,59,72,61,83
1708,1708,78,67,65,69,52,68
1709,1709,82,72,50,48,47,65
1710,1710,59,37,75,70,67,74
1711,1711,65,49,74,69,65,78
1712,1712,64,71,68,69,42,67
1713,1713,79,71,62,76,56,75
1714,1714,38,25,12,32,44,59
1715,1715,76,21,74,72,77,71
1716,1716,63,50,74,75,62,77
1717,1717,71,70,68,65,43,69
1718,1718,55,65,70,70,53,74
1719,1719,52,37,69,74,55,74
1720,1720,28,23,18,58,25,58
1721,1721,77,69,70,65,38,68
1722,1722,71,36,72,72,64,66
1723,1723,72,74,52,60,54,72
1724,1724,21,22,14,58,17,55
1725,1725,37,27,69,71,57,62
1726,1726,78,78,52,50,33,64
1727,1727,36,19,8,52,42,52
1728,1728,51,41,73,73,56,74
1729,1729,78,45,72,66,61,72
1730,1730,58,72,61,67,44,70
1731,1731,26,13,10,39,25,57
1732,1732,80,63,59,68,62,73
1733,1733,68,40,71,65,61,71
1734,1734,81,76,62,64,61,66
1735,1735,71,75,30,48,39,65
1736,1736,27,15,12,11,19,55
1737,1737,60,67,74,72,61,80
1738,1738,67,72,59,66,47,68
1739,1739,25,26,19,42,28,61
1740,1740,72,76,55,77,61,67
1741,1741,69,75,73,65,50,75
1742,1742,74,71,71,70,50,64
1743,1743,49,50,73,67,59,69
1744,1744,27,19,11,60,39,52
1745,1745,75,75,30,48,45,72
1746,1746,65,76,66,79,76,74
1747,1747,78,70,74,74,63,74
1748,1748,61,36,72,78,84,78
1749,1749,84,72,74,77,62,79
1750,1750,72,48,78,74,74,75
1751,1751,55,28,73,69,63,72
1752,1752,43,29,68,72,61,70
1753,1753,31,23,17,47,19,57
1754,1754,72,67,67,65,87,68
1755,1755,82,78,60,67,52,76
1756,1756,83,73,67,73,74,78
1757,1757,71,73,76,72,63,65
1758,1758,57,32,74,71,52,72
1759,1759,84,67,69,76,49,76
1760,1760,54,44,76,69,69,74
1761,1761,75,74,53,41,51,69
1762,1762,74,73,61,57,69,67
1763,1763,69,68,74,73,56,76
1764,1764,39,14,10,69,17,66
1765,1765,78,73,45,62,41,68
1766,1766,22,14,9,37,15,56
1767,1767,75,36,77,65,78,72
1768,1768,74,76,41,56,62,74
1769,1769,82,67,79,72,53,80
1770,1770,40,29,75,70,68,75
1771,1771,67,78,43,58,54,79
1772,1772,70,26,78,45,68,73
1773,1773,76,76,55,35,48,59
1774,1774,83,76,49,39,44,66
1775,1775,56,49,68,75,59,70
1776,1776,83,72,56,57,46,67
1777,1777,75,81,32,61,50,72
1778,1778,79,64,73,72,72,77
1779,1779,52,23,75,56,56,78
1780,1780,67,59,72,72,65,75
1781,1781,54,72,68,75,62,79
1782,1782,67,75,61,72,58,75
1783,1783,77,28,75,66,65,68
1784,1784,46,23,79,60,68,68
1785,1785,67,72,74,74,62,72
1786,1786,23,17,15,66,23,45
1787,1787,84,75,40,36,42,70
1788,1788,65,58,57,82,55,75
1789,1789,81,42,82,66,68,77
1790,1790,62,38,75,73,74,75
1791,1791,74,78,63,65,65,73
1792,1792,82,76,27,45,48,74
1793,1793,87,76,53,57,55,68
1794,1794,67,72,54,49,49,73
1795,1795,54,56,71,80,70,78
1796,1796,80,67,76,63,48,66
1797,1797,83,72,41,59,41,71
1798,1798,70,75,66,75,73,80
1799,1799,60,39,73,73,73,82
1800,1800,72,22,79,77,77,80
1801,1801,85,74,62,65,43,75
1802,1802,78,75,73,73,57,72
1803,1803,72,75,41,56,46,72
1804,1804,23,20,10,22,16,32
1805,1805,64,53,68,71,58,70
1806,1806,85,78,42,54,50,62
1807,1807,80,74,67,59,50,70
1808,1808,61,42,76,76,74,73
1809,1809,77,24,75,72,59,75
1810,1810,78,73,37,49,48,68
1811,1811,59,40,73,75,68,64
1812,1812,50,29,72,73,65,73
1813,1813,80,74,58,62,50,78
1814,1814,72,74,71,71,74,78
1815,1815,79,71,77,78,64,71
1816,1816,67,75,72,45,43,70
1817,1817,86,76,42,39,45,64
1818,1818,55,45,66,72,67,66
1819,1819,67,78,50,70,42,70
1820,1820,62,14,80,56,68,72
1821,1821,47,76,69,75,49,73
1822,1822,79,72,55,56,41,70
1823,1823,57,31,70,72,52,74
1824,1824,67,68,69,69,80,70
1825,1825,87,77,48,56,54,74
1826,1826,82,74,75,75,58,68
1827,1827,76,74,68,69,57,67
1828,1828,75,60,73,72,74,73
1829,1829,80,75,28,50,39,73
1830,1830,70,45,83,76,71,82
1831,1831,44,24,14,57,23,60
1832,1832,51,31,76,69,70,72
1833,1833,79,82,30,36,31,78
1834,1834,84,73,75,74,37,67
1835,1835,60,66,72,77,72,73
1836,1836,68,66,73,72,39,71
1837,1837,56,64,75,77,55,78
1838,1838,82,76,42,44,55,65
1839,1839,62,69,67,64,37,62
1840,1840,40,24,69,77,70,77
1841,1841,46,71,81,63,58,66
1842,1842,38,29,79,66,70,59
1843,1843,80,76,55,62,48,71
1844,1844,44,24,77,71,58,69
1845,1845,75,76,50,65,43,78
1846,1846,75,74,25,49,40,74
1847,1847,42,32,73,70,69,66
1848,1848,75,72,75,77,57,81
1849,1849,65,70,62,51,38,61
1850,1850,63,70,67,69,51,74
1851,1851,88,74,47,51,68,86
1852,1852,63,36,73,78,63,69
1853,1853,48,49,74,69,67,60
1854,1854,77,76,54,63,54,64
1855,1855,40,30,78,58,66,74
1856,1856,73,74,50,59,47,57
1857,1857,70,72,65,68,55,72
1858,1858,80,44,77,60,72,61
1859,1859,67,72,70,76,61,66
1860,1860,78,41,80,77,75,82
1861,1861,71,74,73,70,69,74
1862,1862,58,38,65,70,69,68
1863,1863,45,55,77,77,62,78
1864,1864,36,13,12,58,20,60
1865,1865,79,76,65,62,50,65
1866,1866,74,76,68,70,48,75
1867,1867,54,31,70,77,61,74
1868,1868,57,24,75,60,58,69
1869,1869,76,70,52,59,39,71
1870,1870,44,22,13,48,22,54
1871,1871,73,21,78,62,66,74
1872,1872,72,38,78,65,71,69
1873,1873,35,11,17,53,28,65
1874,1874,53,22,73,69,57,66
1875,1875,74,75,68,69,64,70
1876,1876,71,22,74,59,74,69
1877,1877,77,79,50,65,47,75
1878,1878,35,33,76,69,70,72
1879,1879,75,73,65,58,40,69
1880,1880,78,77,22,54,30,63
1881,1881,36,22,11,71,19,67
1882,1882,42,21,11,34,40,58
1883,1883,68,75,73,76,78,66
1884,1884,47,19,71,73,69,72
1885,1885,37,45,70,54,55,56
1886,1886,66,59,59,83,60,72
1887,1887,66,77,36,36,38,68
1888,1888,61,62,68,56,64,70
1889,1889,86,79,74,72,57,73
1890,1890,95,72,57,64,42,73
1891,1891,44,38,73,71,63,74
1892,1892,72,65,67,59,44,65
1893,1893,85,72,53,49,69,65
1894,1894,77,67,59,73,63,83
1895,1895,88,58,76,76,75,80
1896,1896,56,45,79,63,82,66
1897,1897,40,44,69,73,58,74
1898,1898,68,74,59,63,44,79
1899,1899,72,78,44,62,57,67
1900,1900,71,69,68,69,49,72
1901,1901,22,11,8,15,19,21
1902,1902,78,35,75,70,65,70
1903,1903,71,84,38,55,60,74
1904,1904,68,77,68,74,58,71
1905,1905,52,37,72,71,75,73
1906,1906,85,79,53,70,57,82
1907,1907,73,56,67,65,54,63
1908,1908,74,72,60,72,68,76
1909,1909,84,73,53,57,45,71
1910,1910,79,77,69,67,72,69
1911,1911,36,25,14,42,30,58
1912,1912,57,29,75,75,59,81
1913,1913,88,77,75,72,64,80
1914,1914,80,15,76,62,78,77
1915,1915,55,24,78,74,67,67
1916,1916,71,74,61,49,53,65
1917,1917,37,37,68,72,52,58
1918,1918,78,75,29,68,37,69
1919,1919,51,45,72,72,68,74
1920,1920,72,77,40,57,38,74
1921,1921,79,25,80,65,78,77
1922,1922,80,78,24,44,38,74
1923,1923,43,22,70,73,57,74
1924,1924,68,77,47,56,42,67
1925,1925,42,28,72,74,56,68
1926,1926,31,21,70,80,63,68
1927,1927,64,67,74,73,57,76
1928,1928,52,66,72,74,62,69
1929,1929,78,73,75,75,84,80
1930,1930,60,28,75,65,72,70
1931,1931,57,65,66,77,65,77
1932,1932,70,75,64,72,60,75
1933,1933,70,68,53,59,44,71
1934,1934,75,76,22,22,35,62
1935,1935,69,56,78,69,71,75
1936,1936,19,21,15,62,21,65
1937,1937,71,68,69,66,64,64
1938,1938,35,20,11,47,25,55
1939,1939,75,71,64,67,70,73
1940,1940,36,16,12,35,19,62
1941,1941,19,17,12,63,19,63
1942,1942,66,77,35,49,38,72
1943,1943,84,72,62,64,41,68
1944,1944,76,75,66,70,49,72
1945,1945,80,74,52,43,31,68
1946,1946,82,73,58,56,48,67
1947,1947,27,28,12,53,28,57
1948,1948,62,41,70,72,68,76
1949,1949,74,71,73,72,61,71
1950,1950,74,72,52,72,44,73
1951,1951,73,71,63,55,42,69
1952,1952,33,17,13,32,22,58
1953,1953,80,74,54,78,52,75
1954,1954,68,33,73,73,65,69
1955,1955,82,73,66,62,41,72
1956,1956,70,72,44,53,48,68
1957,1957,74,28,77,59,65,72
1958,1958,44,44,74,78,61,79
1959,1959,43,36,69,68,68,72
1960,1960,41,25,69,69,58,60
1961,1961,50,30,62,68,72,70
1962,1962,80,68,60,52,46,66
1963,1963,68,19,78,62,74,72
1964,1964,59,29,74,68,66,71
1965,1965,82,76,60,65,61,80
1966,1966,74,74,65,58,42,68
1967,1967,63,32,70,65,63,65
1968,1968,81,73,65,69,51,75
1969,1969,70,29,74,65,80,68
1970,1970,68,76,63,77,49,66
1971,1971,51,45,73,77,74,72
1972,1972,80,69,68,66,64,75
1973,1973,58,31,74,73,67,75
1974,1974,55,24,70,69,72,69
1975,1975,29,27,10,56,24,60
1976,1976,75,31,76,61,85,75
1977,1977,39,19,14,43,14,61
1978,1978,71,72,74,78,68,74
1979,1979,83,68,62,34,42,66
1980,1980,65,65,71,81,61,66
1981,1981,29,18,11,35,30,36
1982,1982,26,13,6,34,22,33
1983,1983,40,31,71,66,49,69
1984,1984,73,48,71,67,65,69
1985,1985,39,49,73,75,66,71
1986,1986,40,32,63,74,69,75
1987,1987,67,69,69,75,53,65
1988,1988,71,73,42,39,58,72
1989,1989,76,31,73,68,65,75
1990,1990,75,70,65,65,59,69
1991,1991,83,69,58,60,55,67
1992,1992,55,26,76,66,66,68
1993,1993,48,61,70,74,53,72
1994,1994,82,72,48,54,34,65
1995,1995,73,55,71,74,64,73
1996,1996,40,19,80,55,78,67
1997,1997,83,19,80,70,81,74
1998,1998,73,73,58,58,39,68
1999,1999,71,74,72,67,67,68
2000,2000,67,64,62,75,74,74
2001,2001,65,30,75,60,66,69
2002,2002,30,14,8,44,16,58
2003,2003,79,76,26,33,40,67
2004,2004,75,70,61,71,60,74
2005,2005,71,72,65,78,79,76
2006,2006,22,19,11,60,19,56
2007,2007,78,73,24,44,48,74
2008,2008,42,26,70,75,67,81
2009,2009,75,75,55,69,68,73
2010,2010,74,67,66,62,38,70
2011,2011,29,14,11,55,25,65
2012,2012,82,76,49,59,52,64
2013,2013,79,32,79,66,72,69
2014,2014,49,21,74,75,57,72
2015,2015,79,76,29,45,42,70
2016,2016,87,74,49,68,47,69
2017,2017,71,36,77,75,83,79
2018,2018,75,66,73,74,66,71
2019,2019,88,71,34,43,51,74
2020,2020,55,32,71,68,44,73
2021,2021,76,75,64,73,41,81
2022,2022,60,40,70,65,70,70
2023,2023,27,14,11,48,18,26
2024,2024,59,38,74,75,69,74
2025,2025,84,72,69,69,54,72
2026,2026,45,22,74,68,59,69
2027,2027,58,62,74,76,66,76
2028,2028,64,33,73,69,60,68
2029,2029,70,68,69,73,59,72
2030,2030,64,68,70,58,46,62
2031,2031,75,75,64,75,50,74
2032,2032,58,32,77,71,76,66
2033,2033,24,17,11,48,42,32
2034,2034,38,18,10,22,25,32
2035,2035,87,68,63,62,66,77
2036,2036,11,23,15,40,21,63
2037,2037,71,65,59,66,62,66
2038,2038,87,79,75,77,71,74
2039,2039,80,42,76,64,72,68
2040,2040,68,71,64,65,61,66
2041,2041,43,48,73,75,65,68
2042,2042,70,72,36,26,38,71
2043,2043,70,77,39,61,47,70
2044,2044,81,31,75,61,76,76
2045,2045,28,22,14,51,25,49
2046,2046,73,52,72,70,57,69
2047,2047,54,28,65,65,64,65
2048,2048,78,73,29,26,45,71
2049,2049,59,77,61,61,43,72
2050,2050,38,29,73,66,54,65
2051,2051,76,78,34,43,35,76
2052,2052,60,39,70,68,62,72
2053,2053,66,67,69,67,38,69
2054,2054,73,76,64,71,59,74
2055,2055,64,62,77,77,72,71
2056,2056,58,33,72,73,64,68
2057,2057,54,37,70,74,62,65
2058,2058,78,72,54,62,44,75
2059,2059,63,44,77,79,76,71
2060,2060,62,34,78,68,81,74
2061,2061,59,58,69,78,70,71
2062,2062,69,62,70,66,55,72
2063,2063,38,24,14,50,44,60
2064,2064,66,66,70,63,70,69
2065,2065,80,65,64,58,62,67
2066,2066,75,73,54,38,31,64
2067,2067,27,39,71,70,58,72
2068,2068,40,30,6,48,23,53
2069,2069,73,66,72,71,74,74
2070,2070,52,38,67,74,63,65
2071,2071,30,30,70,67,57,71
2072,2072,50,72,47,60,54,63
2073,2073,36,44,77,74,73,81
2074,2074,50,55,74,70,65,66
2075,2075,72,76,58,67,54,75
2076,2076,41,25,72,69,76,62
2077,2077,45,27,13,63,24,69
2078,2078,29,13,15,59,28,57
2079,2079,78,72,64,69,69,79
2080,2080,47,39,70,69,65,82
2081,2081,64,35,72,72,69,75
2082,2082,68,67,71,77,51,73
2083,2083,32,21,78,72,69,75
2084,2084,74,74,66,65,50,75
2085,2085,69,74,29,53,38,63
2086,2086,77,73,75,73,60,80
2087,2087,64,51,74,77,75,74
2088,2088,47,39,68,67,71,66
2089,2089,75,68,69,76,68,73
2090,2090,50,50,73,76,75,76
2091,2091,76,77,33,52,52,64
2092,2092,74,71,70,72,56,73
2093,2093,38,28,74,65,66,68
2094,2094,66,70,67,65,40,69
2095,2095,72,72,52,60,54,72
2096,2096,38,12,9,42,15,64
2097,2097,84,79,65,67,54,83
2098,2098,80,70,46,58,39,70
2099,2099,80,74,36,35,42,68
2100,2100,77,75,38,43,42,70
2101,2101,32,21,15,42,24,58
2102,2102,69,78,64,60,59,68
2103,2103,65,75,66,77,72,82
2104,2104,71,67,68,76,76,71
2105,2105,63,73,61,65,43,69
2106,2106,81,57,73,76,69,78
2107,2107,82,73,50,64,45,72
2108,2108,74,69,65,68,65,67
2109,2109,73,23,71,57,69,62
2110,2110,48,67,64,72,42,67
2111,2111,74,64,71,65,63,72
2112,2112,80,76,27,33,49,70
2113,2113,79,76,66,69,76,75
2114,2114,33,16,13,19,11,31
2115,2115,71,73,67,62,52,70
2116,2116,77,73,57,65,44,71
2117,2117,45,29,75,57,66,70
2118,2118,87,73,28,39,32,66
2119,2119,80,74,28,30,30,66
2120,2120,74,36,76,62,69,67
2121,2121,36,21,72,66,67,67
2122,2122,73,47,76,74,77,86
2123,2123,33,26,17,50,33,55
2124,2124,23,13,11,72,18,47
2125,2125,80,76,35,34,37,73
2126,2126,71,43,76,69,72,74
2127,2127,75,70,70,73,41,68
2128,2128,72,12,84,66,78,75
2129,2129,59,63,67,79,62,70
2130,2130,64,73,72,78,66,76
2131,2131,25,27,15,55,14,49
2132,2132,13,26,18,36,19,53
2133,2133,33,18,14,49,25,58
2134,2134,88,45,76,66,73,75
2135,2135,53,32,71,73,59,74
2136,2136,43,46,71,75,81,77
2137,2137,84,73,36,42,65,67
2138,2138,80,25,81,76,67,80
2139,2139,72,71,42,45,67,73
2140,2140,68,74,66,74,66,75
2141,2141,82,75,69,73,60,74
2142,2142,70,69,69,60,57,65
2143,2143,71,78,58,69,53,69
2144,2144,73,43,65,71,66,63
2145,2145,59,21,74,69,63,76
2146,2146,48,53,72,75,73,66
2147,2147,71,35,74,61,72,78
2148,2148,76,68,57,74,32,70
2149,2149,33,26,14,51,22,56
2150,2150,55,30,74,72,73,70
2151,2151,54,70,66,75,38,74
2152,2152,67,66,70,69,63,69
2153,2153,72,69,56,60,48,74
2154,2154,56,17,64,65,65,70
2155,2155,68,42,72,73,58,75
2156,2156,69,37,80,67,76,74
2157,2157,42,38,72,72,61,63
2158,2158,78,77,35,38,38,68
2159,2159,68,48,74,71,73,75
2160,2160,75,76,60,70,59,70
2161,2161,40,26,16,15,25,21
2162,2162,87,75,65,71,61,72
2163,2163,31,52,72,77,72,71
2164,2164,72,26,76,73,70,79
2165,2165,45,21,78,51,65,69
2166,2166,71,73,56,64,42,78
2167,2167,18,21,13,34,28,56
2168,2168,76,27,86,66,62,79
2169,2169,68,38,72,68,64,66
2170,2170,88,71,39,47,48,61
2171,2171,68,76,66,76,64,73
2172,2172,34,45,75,76,76,67
2173,2173,62,48,70,69,72,68
2174,2174,66,67,66,53,39,68
2175,2175,50,29,63,80,70,71
2176,2176,30,26,11,54,23,59
2177,2177,61,58,71,76,68,70
2178,2178,65,22,76,76,68,75
2179,2179,75,80,26,33,43,69
2180,2180,45,25,73,68,63,63
2181,2181,82,75,63,60,59,70
2182,2182,86,72,69,68,64,71
2183,2183,70,42,69,73,61,65
2184,2184,70,78,55,63,62,78
2185,2185,73,72,60,74,49,68
2186,2186,52,33,72,74,81,65
2187,2187,79,47,69,74,60,65
2188,2188,58,66,66,73,51,72
2189,2189,61,74,59,74,65,74
2190,2190,82,68,74,67,51,72
2191,2191,77,74,38,60,44,67
2192,2192,74,75,49,62,55,65
2193,2193,77,75,74,72,65,75
2194,2194,70,71,57,76,49,64
2195,2195,66,37,75,69,69,71
2196,2196,75,73,55,36,37,69
2197,2197,64,65,70,76,85,75
2198,2198,82,72,65,69,60,68
2199,2199,70,68,59,66,55,58
2200,2200,75,78,56,55,30,65
2201,2201,82,70,57,56,58,66
2202,2202,48,30,67,71,58,74
2203,2203,76,73,51,53,24,66
2204,2204,57,25,76,76,78,76
2205,2205,75,75,62,62,49,65
2206,2206,23,19,11,56,22,50
2207,2207,88,66,34,51,46,65
2208,2208,82,75,50,56,53,72
2209,2209,82,72,36,44,66,69
2210,2210,72,72,61,74,61,73
2211,2211,70,45,74,70,71,74
2212,2212,80,72,42,44,77,75
2213,2213,67,78,59,66,42,70
2214,2214,72,70,64,65,53,65
2215,2215,40,73,44,76,49,70
2216,2216,85,77,23,30,35,73
2217,2217,76,74,52,60,49,70
2218,2218,78,72,71,75,61,81
2219,2219,69,26,74,70,64,73
2220,2220,70,33,77,67,74,72
2221,2221,69,70,62,56,51,69
2222,2222,63,74,62,61,52,68
2223,2223,78,74,71,77,73,66
2224,2224,77,18,76,74,72,75
2225,2225,30,16,69,72,56,69
2226,2226,29,35,74,80,64,66
2227,2227,74,74,69,56,77,66
2228,2228,31,16,71,68,65,73
2229,2229,44,44,74,55,72,77
2230,2230,45,41,68,69,58,71
2231,2231,42,20,75,71,66,69
2232,2232,65,28,74,65,70,70
2233,2233,83,47,75,73,73,76
2234,2234,50,23,64,65,55,67
2235,2235,76,74,58,70,68,72
2236,2236,66,66,57,39,39,60
2237,2237,74,72,62,58,43,70
2238,2238,67,53,67,75,68,67
2239,2239,51,30,80,65,79,74
2240,2240,28,20,13,46,25,54
2241,2241,46,35,80,48,73,75
2242,2242,55,73,72,80,73,78
2243,2243,63,34,73,72,62,68
2244,2244,45,20,13,61,23,68
2245,2245,50,24,75,58,56,66
2246,2246,87,77,46,53,37,62
2247,2247,63,65,70,74,62,73
2248,2248,67,40,72,69,74,83
2249,2249,72,76,75,74,62,74
2250,2250,80,32,76,68,73,68
2251,2251,78,74,48,66,49,68
2252,2252,69,76,65,74,65,74
2253,2253,80,77,23,51,46,67
2254,2254,75,74,71,68,51,70
2255,2255,25,22,10,34,20,23
2256,2256,67,67,66,76,42,81
2257,2257,76,75,35,37,41,72
2258,2258,48,28,70,67,58,64
2259,2259,66,44,83,60,65,77
2260,2260,45,39,69,68,47,61
2261,2261,62,71,68,64,53,64
2262,2262,76,71,73,75,62,69
2263,2263,54,27,77,63,71,77
2264,2264,69,73,64,61,33,68
2265,2265,79,77,25,31,45,68
2266,2266,86,66,53,54,67,74
2267,2267,75,58,75,68,52,76
2268,2268,31,41,67,68,68,65
2269,2269,75,77,36,46,51,69
2270,2270,71,78,57,46,33,75
2271,2271,68,72,70,71,58,70
2272,2272,63,25,66,69,66,74
2273,2273,67,68,70,65,46,67
2274,2274,70,75,51,47,48,65
2275,2275,67,69,61,53,50,73
2276,2276,70,42,79,73,72,77
2277,2277,65,31,68,75,54,70
2278,2278,51,70,70,54,38,79
2279,2279,84,34,77,55,64,67
2280,2280,73,65,69,58,48,63
2281,2281,32,20,7,38,20,56
2282,2282,58,45,70,76,59,76
2283,2283,74,76,23,30,50,62
2284,2284,88,61,74,77,73,79
2285,2285,64,34,71,65,56,62
2286,2286,23,20,13,36,22,41
2287,2287,66,72,58,60,31,72
2288,2288,62,59,72,73,75,84
2289,2289,65,67,63,63,43,64
2290,2290,77,69,63,65,59,73
2291,2291,80,76,54,52,46,72
2292,2292,79,70,60,65,57,78
2293,2293,83,71,65,58,49,66
2294,2294,88,71,25,23,31,63
2295,2295,80,48,69,73,68,73
2296,2296,79,72,62,59,48,68
2297,2297,40,19,78,42,72,71
2298,2298,84,73,64,64,59,66
2299,2299,75,75,74,75,64,78
2300,2300,55,65,72,70,50,65
2301,2301,40,22,13,60,24,59
2302,2302,79,45,84,67,80,80
2303,2303,72,70,53,66,69,72
2304,2304,72,71,47,59,37,69
2305,2305,82,73,31,43,35,70
2306,2306,76,75,47,61,35,75
2307,2307,61,40,73,71,60,78
2308,2308,29,29,10,43,23,62
2309,2309,67,66,75,75,66,75
2310,2310,58,35,73,70,75,73
2311,2311,33,12,79,55,69,69
2312,2312,57,36,68,69,64,63
2313,2313,65,71,59,58,38,61
2314,2314,70,29,77,66,76,72
2315,2315,65,72,72,67,66,66
2316,2316,67,44,70,72,65,74
2317,2317,85,70,43,49,64,66
2318,2318,78,73,37,58,45,65
2319,2319,65,73,51,74,60,65
2320,2320,57,68,74,80,55,66
2321,2321,86,79,68,67,44,76
2322,2322,69,73,68,74,35,65
2323,2323,68,79,32,56,34,69
2324,2324,72,74,32,55,34,62
2325,2325,55,70,70,77,73,79
2326,2326,22,21,12,49,21,23
2327,2327,71,70,58,56,56,62
2328,2328,80,55,79,73,62,77
2329,2329,74,70,74,70,52,72
2330,2330,56,30,72,74,59,69
2331,2331,67,50,73,71,60,73
2332,2332,64,67,58,76,66,76
2333,2333,27,14,9,61,37,60
2334,2334,76,33,73,76,74,82
2335,2335,79,72,32,58,51,78
2336,2336,77,71,52,58,42,67
2337,2337,54,56,75,74,76,80
2338,2338,36,27,70,65,69,59
2339,2339,67,75,62,76,52,69
2340,2340,70,36,73,45,70,69
2341,2341,74,79,27,31,33,68
2342,2342,32,23,67,65,70,68
2343,2343,84,73,68,69,67,79
2344,2344,82,78,40,49,47,71
2345,2345,88,72,32,66,36,72
2346,2346,24,10,6,35,13,36
2347,2347,49,44,79,62,71,70
2348,2348,63,33,77,71,69,69
2349,2349,81,76,49,59,43,71
2350,2350,18,10,10,60,21,64
2351,2351,75,23,77,59,71,74
2352,2352,74,77,19,34,46,76
2353,2353,61,61,72,64,58,74
2354,2354,87,76,75,74,69,69
2355,2355,68,33,83,74,80,77
2356,2356,87,70,66,65,65,69
2357,2357,76,72,70,73,59,73
2358,2358,63,78,35,54,47,75
2359,2359,66,22,74,69,60,65
2360,2360,85,65,41,41,46,68
2361,2361,68,78,30,38,31,73
2362,2362,72,62,73,77,62,72
2363,2363,57,74,66,68,34,65
2364,2364,70,45,76,71,70,74
2365,2365,70,69,64,59,47,65
2366,2366,81,47,71,72,62,69
2367,2367,59,53,74,70,50,67
2368,2368,79,71,70,69,49,68
2369,2369,66,70,72,74,70,70
2370,2370,64,71,69,64,62,65
2371,2371,65,31,76,74,68,79
2372,2372,74,65,68,68,59,70
2373,2373,79,36,72,76,70,69
2374,2374,68,70,59,56,48,67
2375,2375,55,49,73,72,65,73
2376,2376,75,37,74,65,60,73
2377,2377,66,52,74,76,69,73
2378,2378,73,59,73,68,44,66
2379,2379,70,75,58,58,65,70
2380,2380,16,12,12,19,18,26
2381,2381,78,74,53,68,50,63
2382,2382,41,25,21,72,16,62
2383,2383,62,69,70,63,59,69
2384,2384,77,71,48,46,55,69
2385,2385,84,71,52,51,35,69
2386,2386,79,73,55,58,41,70
2387,2387,74,32,73,66,80,75
2388,2388,44,22,74,56,70,62
2389,2389,67,69,63,49,53,70
2390,2390,73,70,74,76,70,70
2391,2391,78,70,65,64,49,68
2392,2392,36,12,5,37,34,58
2393,2393,49,33,74,68,59,66
2394,2394,64,30,71,67,65,70
2395,2395,69,73,67,55,59,71
2396,2396,67,76,68,72,60,70
2397,2397,56,30,77,70,72,74
2398,2398,60,66,67,78,67,76
2399,2399,73,71,67,73,65,67
2400,2400,79,72,53,55,58,71
2401,2401,78,76,44,52,54,68
2402,2402,71,24,79,67,73,69
2403,2403,74,75,29,35,37,65
2404,2404,75,79,54,37,41,63
2405,2405,76,83,25,42,48,75
2406,2406,44,23,67,71,42,65
2407,2407,82,69,60,72,40,64
2408,2408,17,20,11,26,22,58
2409,2409,82,77,25,44,56,70
2410,2410,54,62,66,76,72,72
2411,2411,78,74,45,35,45,72
2412,2412,45,22,11,27,14,61
2413,2413,58,44,72,77,64,64
2414,2414,63,64,73,75,76,77
2415,2415,67,32,73,75,62,72
2416,2416,70,75,59,69,50,65
2417,2417,66,43,64,62,60,70
2418,2418,72,67,72,58,57,76
2419,2419,60,55,66,82,71,73
2420,2420,73,74,66,68,61,72
2421,2421,78,74,43,54,38,75
2422,2422,74,74,70,73,51,71
2423,2423,83,48,77,74,77,79
2424,2424,43,31,76,68,67,66
2425,2425,69,44,69,64,54,71
2426,2426,69,76,66,73,60,71
2427,2427,55,34,67,67,62,70
2428,2428,45,66,51,51,55,76
2429,2429,84,74,46,65,27,71
2430,2430,75,71,50,65,47,67
2431,2431,79,32,78,68,64,76
2432,2432,40,20,75,69,58,67
2433,2433,62,72,66,63,41,64
2434,2434,67,74,68,75,46,74
2435,2435,77,69,77,67,66,71
2436,2436,59,32,72,73,70,74
2437,2437,42,22,9,30,30,53
2438,2438,48,30,74,75,59,65
2439,2439,68,75,45,42,44,70
2440,2440,82,80,72,76,64,71
2441,2441,76,72,65,58,51,70
2442,2442,75,49,76,66,44,71
2443,2443,82,73,64,71,54,71
2444,2444,79,76,68,76,50,70
2445,2445,20,8,4,39,11,62
2446,2446,76,72,66,56,55,62
2447,2447,49,36,74,71,77,73
2448,2448,48,24,73,76,58,75
2449,2449,71,57,70,75,55,76
2450,2450,54,23,76,51,61,69
2451,2451,63,12,75,68,65,64
2452,2452,89,68,62,64,57,72
2453,2453,58,77,49,60,50,66
2454,2454,72,41,76,69,54,73
2455,2455,66,64,75,76,75,72
2456,2456,66,86,56,58,68,70
2457,2457,65,72,67,76,67,73
2458,2458,55,72,70,66,36,72
2459,2459,35,25,19,66,30,64
2460,2460,79,79,61,73,58,73
2461,2461,13,26,11,52,14,48
