int_defending_id,int_player_id,int_defensive_awareness,int_standing_tackle,int_sliding_tackle
2483,2483,14,14,13
2484,2484,72,73,70
2485,2485,74,76,72
2486,2486,23,15,11
2487,2487,72,79,73
2488,2488,44,33,37
2489,2489,27,32,34
2490,2490,74,73,68
2491,2491,76,77,78
2492,2492,42,53,32
2493,2493,71,72,72
2494,2494,25,33,31
2495,2495,71,74,72
2496,2496,74,76,70
2497,2497,68,72,68
2498,2498,56,68,63
2499,2499,36,36,28
2500,2500,71,74,73
2501,2501,62,72,72
2502,2502,74,75,73
2503,2503,78,74,73
2504,2504,43,23,21
2505,2505,68,69,69
2506,2506,27,23,24
2507,2507,12,11,12
2508,2508,21,25,26
2509,2509,59,51,45
2510,2510,38,56,55
2511,2511,53,54,62
2512,2512,60,62,64
2513,2513,76,73,75
2514,2514,70,71,71
2515,2515,28,19,21
2516,2516,13,14,12
2517,2517,46,54,38
2518,2518,67,70,66
2519,2519,59,79,79
2520,2520,27,15,14
2521,2521,66,64,62
2522,2522,73,62,58
2523,2523,44,42,47
2524,2524,30,28,20
2525,2525,67,75,76
2526,2526,18,18,18
2527,2527,73,74,74
2528,2528,62,64,63
2529,2529,68,65,69
2530,2530,70,71,72
2531,2531,67,70,66
2532,2532,75,71,73
2533,2533,55,55,53
2534,2534,28,27,29
2535,2535,62,72,69
2536,2536,70,68,69
2537,2537,39,34,35
2538,2538,69,77,73
2539,2539,25,32,31
2540,2540,67,70,70
2541,2541,24,20,17
2542,2542,38,31,33
2543,2543,23,56,48
2544,2544,67,72,70
2545,2545,71,73,64
2546,2546,37,25,19
2547,2547,77,72,68
2548,2548,58,58,52
2549,2549,20,13,15
2550,2550,70,69,63
2551,2551,74,77,74
2552,2552,48,35,33
2553,2553,24,42,28
2554,2554,40,64,56
2555,2555,22,35,26
2556,2556,26,26,23
2557,2557,47,39,38
2558,2558,69,73,74
2559,2559,69,73,71
2560,2560,55,59,42
2561,2561,42,52,50
2562,2562,38,37,34
2563,2563,15,15,14
2564,2564,72,78,65
2565,2565,24,24,18
2566,2566,23,29,21
2567,2567,71,73,74
2568,2568,77,76,74
2569,2569,68,70,72
2570,2570,75,72,76
2571,2571,69,71,70
2572,2572,62,59,49
2573,2573,67,70,69
2574,2574,17,22,13
2575,2575,50,54,50
2576,2576,75,73,74
2577,2577,25,13,12
2578,2578,20,21,15
2579,2579,73,72,68
2580,2580,67,67,71
2581,2581,36,26,23
2582,2582,79,74,72
2583,2583,37,31,30
2584,2584,72,73,66
2585,2585,22,17,18
2586,2586,6,11,10
2587,2587,15,20,17
2588,2588,68,67,64
2589,2589,68,74,72
2590,2590,52,40,42
2591,2591,66,71,72
2592,2592,37,18,19
2593,2593,72,73,71
2594,2594,69,74,69
2595,2595,70,67,67
2596,2596,17,14,10
2597,2597,71,75,72
2598,2598,61,62,61
2599,2599,68,68,64
2600,2600,19,23,19
2601,2601,40,38,17
2602,2602,30,33,32
2603,2603,21,18,19
2604,2604,23,13,11
2605,2605,64,58,56
2606,2606,28,23,20
2607,2607,14,13,12
2608,2608,47,38,33
2609,2609,63,71,73
2610,2610,68,69,67
2611,2611,79,71,63
2612,2612,71,73,74
2613,2613,33,42,36
2614,2614,50,36,28
2615,2615,21,25,24
2616,2616,68,72,69
2617,2617,43,29,26
2618,2618,63,65,63
2619,2619,68,72,70
2620,2620,72,75,74
2621,2621,33,31,27
2622,2622,70,75,75
2623,2623,50,20,25
2624,2624,43,43,39
2625,2625,33,18,20
2626,2626,29,40,37
2627,2627,37,36,34
2628,2628,68,68,69
2629,2629,76,66,71
2630,2630,42,38,29
2631,2631,72,73,73
2632,2632,78,75,74
2633,2633,30,29,25
2634,2634,75,75,74
2635,2635,73,72,71
2636,2636,69,70,72
2637,2637,74,76,75
2638,2638,69,73,73
2639,2639,67,73,68
2640,2640,20,19,17
2641,2641,67,70,65
2642,2642,74,77,75
2643,2643,58,61,60
2644,2644,35,42,41
2645,2645,36,55,51
2646,2646,70,76,75
2647,2647,24,11,14
2648,2648,50,59,53
2649,2649,23,22,11
2650,2650,38,36,38
2651,2651,73,69,72
2652,2652,74,76,76
2653,2653,51,53,43
2654,2654,78,75,74
2655,2655,68,71,73
2656,2656,68,47,39
2657,2657,12,14,14
2658,2658,41,33,39
2659,2659,59,53,50
2660,2660,64,69,63
2661,2661,10,15,13
2662,2662,25,26,35
2663,2663,31,34,23
2664,2664,21,25,20
2665,2665,73,75,74
2666,2666,72,67,67
2667,2667,75,74,73
2668,2668,33,42,43
2669,2669,37,33,35
2670,2670,77,71,70
2671,2671,67,71,67
2672,2672,53,59,57
2673,2673,19,12,12
2674,2674,69,74,72
2675,2675,72,74,73
2676,2676,55,63,58
2677,2677,77,74,66
2678,2678,30,32,23
2679,2679,59,72,73
2680,2680,38,27,29
2681,2681,24,22,19
2682,2682,12,15,12
2683,2683,24,39,29
2684,2684,74,76,75
2685,2685,42,16,19
2686,2686,75,72,71
2687,2687,63,66,61
2688,2688,14,13,12
2689,2689,27,37,32
2690,2690,77,76,75
2691,2691,22,16,21
2692,2692,78,76,74
2693,2693,63,65,63
2694,2694,74,76,72
2695,2695,58,52,46
2696,2696,65,73,73
2697,2697,68,70,71
2698,2698,21,19,20
2699,2699,70,75,71
2700,2700,49,61,50
2701,2701,65,73,65
2702,2702,76,75,72
2703,2703,65,76,81
2704,2704,71,78,73
2705,2705,74,72,70
2706,2706,75,76,77
2707,2707,70,73,74
2708,2708,71,65,61
2709,2709,78,78,74
2710,2710,31,25,34
2711,2711,46,26,24
2712,2712,74,71,70
2713,2713,35,45,34
2714,2714,74,68,71
2715,2715,74,75,76
2716,2716,71,73,73
2717,2717,33,24,33
2718,2718,17,11,12
2719,2719,42,39,37
2720,2720,68,66,67
2721,2721,69,71,67
2722,2722,20,21,18
2723,2723,13,13,13
2724,2724,25,24,22
2725,2725,23,23,22
2726,2726,69,72,69
2727,2727,16,31,32
2728,2728,63,64,61
2729,2729,28,28,24
2730,2730,59,59,55
2731,2731,75,68,60
2732,2732,67,71,69
2733,2733,68,71,69
2734,2734,73,77,71
2735,2735,59,28,21
2736,2736,67,69,58
2737,2737,35,12,11
2738,2738,33,33,20
2739,2739,15,12,13
2740,2740,63,72,71
2741,2741,73,74,75
2742,2742,72,67,68
2743,2743,63,65,51
2744,2744,39,20,19
2745,2745,62,71,72
2746,2746,46,55,51
2747,2747,51,67,69
2748,2748,20,15,11
2749,2749,68,72,70
2750,2750,72,70,68
2751,2751,43,39,40
2752,2752,64,64,61
2753,2753,60,59,41
2754,2754,75,76,74
2755,2755,73,76,72
2756,2756,25,26,28
2757,2757,52,46,40
2758,2758,22,20,19
2759,2759,67,70,72
2760,2760,22,49,24
2761,2761,72,74,73
2762,2762,70,71,70
2763,2763,35,29,13
2764,2764,57,52,40
2765,2765,73,75,72
2766,2766,19,24,20
2767,2767,50,54,55
2768,2768,63,66,58
2769,2769,23,14,13
2770,2770,41,27,26
2771,2771,73,72,70
2772,2772,15,12,20
2773,2773,33,48,40
2774,2774,71,67,61
2775,2775,13,14,14
2776,2776,72,74,71
2777,2777,72,72,68
2778,2778,73,73,71
2779,2779,76,75,70
2780,2780,19,15,14
2781,2781,67,73,70
2782,2782,71,74,72
2783,2783,78,74,76
2784,2784,30,20,11
2785,2785,72,71,66
2786,2786,77,77,69
2787,2787,25,36,38
2788,2788,60,64,57
2789,2789,79,72,68
2790,2790,45,55,54
2791,2791,22,23,18
2792,2792,20,14,15
2793,2793,29,39,34
2794,2794,49,43,40
2795,2795,29,42,25
2796,2796,15,20,20
2797,2797,71,75,74
2798,2798,68,72,70
2799,2799,65,69,69
2800,2800,43,43,37
2801,2801,12,10,10
2802,2802,49,23,25
2803,2803,68,68,62
2804,2804,78,75,68
2805,2805,35,45,43
2806,2806,70,73,73
2807,2807,71,74,72
2808,2808,75,75,76
2809,2809,64,67,67
2810,2810,21,15,14
2811,2811,68,75,68
2812,2812,26,9,9
2813,2813,17,16,15
2814,2814,39,45,35
2815,2815,72,74,72
2816,2816,70,72,68
2817,2817,69,72,53
2818,2818,71,68,69
2819,2819,21,25,23
2820,2820,71,71,73
2821,2821,34,28,23
2822,2822,69,74,71
2823,2823,39,22,20
2824,2824,25,25,24
2825,2825,70,75,72
2826,2826,71,74,72
2827,2827,67,70,70
2828,2828,53,23,24
2829,2829,18,29,21
2830,2830,28,15,16
2831,2831,65,68,70
2832,2832,26,36,32
2833,2833,40,30,28
2834,2834,46,53,56
2835,2835,75,77,72
2836,2836,27,46,13
2837,2837,75,76,75
2838,2838,28,36,46
2839,2839,78,76,70
2840,2840,15,14,10
2841,2841,76,75,72
2842,2842,73,75,74
2843,2843,44,25,19
2844,2844,75,75,73
2845,2845,23,22,23
2846,2846,63,67,65
2847,2847,74,75,74
2848,2848,65,72,71
2849,2849,63,70,70
2850,2850,73,70,63
2851,2851,73,76,75
2852,2852,44,20,24
2853,2853,38,44,46
2854,2854,72,72,65
2855,2855,38,24,23
2856,2856,64,72,73
2857,2857,46,39,35
2858,2858,77,76,76
2859,2859,68,69,67
2860,2860,23,14,16
2861,2861,66,74,73
2862,2862,32,12,14
2863,2863,13,18,20
2864,2864,36,23,25
2865,2865,52,39,20
2866,2866,55,58,53
2867,2867,74,79,73
2868,2868,21,23,27
2869,2869,13,15,18
2870,2870,66,37,35
2871,2871,28,36,37
2872,2872,70,73,67
2873,2873,60,34,26
2874,2874,73,72,68
2875,2875,16,14,17
2876,2876,76,77,75
2877,2877,72,74,74
2878,2878,71,73,76
2879,2879,73,74,71
2880,2880,70,74,73
2881,2881,74,72,73
2882,2882,73,76,72
2883,2883,62,68,67
2884,2884,31,61,66
2885,2885,35,25,24
2886,2886,71,71,70
2887,2887,59,23,36
2888,2888,38,47,37
2889,2889,63,75,75
2890,2890,72,80,78
2891,2891,76,77,75
2892,2892,75,76,73
2893,2893,10,13,13
2894,2894,29,27,24
2895,2895,73,77,74
2896,2896,67,69,68
2897,2897,12,14,13
2898,2898,72,75,75
2899,2899,65,67,68
2900,2900,67,71,71
2901,2901,63,64,65
2902,2902,23,19,19
2903,2903,78,76,71
2904,2904,26,28,22
2905,2905,17,25,20
2906,2906,71,71,70
2907,2907,76,76,73
2908,2908,70,70,72
2909,2909,55,48,39
2910,2910,25,23,17
2911,2911,64,72,65
2912,2912,70,72,70
2913,2913,65,67,63
2914,2914,17,29,19
2915,2915,72,75,74
2916,2916,12,15,18
2917,2917,59,35,24
2918,2918,70,74,73
2919,2919,65,70,68
2920,2920,56,50,43
2921,2921,40,47,35
2922,2922,80,69,65
2923,2923,67,72,70
2924,2924,70,70,68
2925,2925,66,74,65
2926,2926,22,45,31
2927,2927,67,71,71
2928,2928,21,11,12
2929,2929,70,74,71
2930,2930,52,13,18
2931,2931,75,75,74
2932,2932,36,24,17
2933,2933,68,70,61
2934,2934,24,24,26
2935,2935,39,34,23
2936,2936,67,70,68
2937,2937,55,32,24
2938,2938,66,72,68
2939,2939,47,30,26
2940,2940,34,42,46
2941,2941,64,67,65
2942,2942,20,21,20
2943,2943,70,74,72
2944,2944,12,20,19
2945,2945,72,74,69
2946,2946,71,69,65
2947,2947,65,68,69
2948,2948,49,38,34
2949,2949,37,28,34
2950,2950,69,68,67
2951,2951,13,18,10
2952,2952,66,75,73
2953,2953,70,71,66
2954,2954,31,42,43
2955,2955,74,72,69
2956,2956,71,70,71
2957,2957,76,76,77
2958,2958,78,68,73
2959,2959,70,63,65
2960,2960,24,13,15
2961,2961,69,77,71
2962,2962,37,37,33
2963,2963,39,36,42
2964,2964,14,13,10
2965,2965,75,80,72
2966,2966,70,74,71
2967,2967,76,72,70
2968,2968,76,76,73
2969,2969,20,38,34
2970,2970,44,39,25
2971,2971,25,24,23
2972,2972,68,70,71
2973,2973,44,31,32
2974,2974,73,74,72
2975,2975,69,61,54
2976,2976,65,66,71
2977,2977,35,25,31
2978,2978,71,73,74
2979,2979,71,70,70
2980,2980,69,73,72
2981,2981,24,20,22
2982,2982,38,35,33
2983,2983,15,17,20
2984,2984,21,11,11
2985,2985,54,61,58
2986,2986,63,74,70
2987,2987,67,63,61
2988,2988,54,55,50
2989,2989,28,23,22
2990,2990,57,63,57
2991,2991,69,75,74
2992,2992,22,45,30
2993,2993,28,54,41
2994,2994,75,75,76
2995,2995,75,75,68
2996,2996,11,13,12
2997,2997,76,74,73
2998,2998,38,17,15
2999,2999,65,73,76
3000,3000,61,56,51
3001,3001,56,63,62
3002,3002,14,15,14
3003,3003,67,70,68
3004,3004,54,58,56
3005,3005,72,78,77
3006,3006,74,77,75
3007,3007,38,58,40
3008,3008,65,68,66
3009,3009,71,73,72
3010,3010,58,34,28
3011,3011,68,76,70
3012,3012,25,31,28
3013,3013,76,75,71
3014,3014,21,35,38
3015,3015,74,71,68
3016,3016,55,53,41
3017,3017,36,42,30
3018,3018,65,66,66
3019,3019,73,73,67
3020,3020,37,35,36
3021,3021,70,71,71
3022,3022,72,66,76
3023,3023,34,19,22
3024,3024,70,73,72
3025,3025,40,54,32
3026,3026,12,9,19
3027,3027,30,14,19
3028,3028,78,76,75
3029,3029,65,70,64
3030,3030,74,76,73
3031,3031,45,33,35
3032,3032,28,17,14
3033,3033,55,49,44
3034,3034,22,31,31
3035,3035,72,72,66
3036,3036,40,50,44
3037,3037,68,74,69
3038,3038,73,72,77
3039,3039,77,75,74
3040,3040,41,24,20
3041,3041,70,80,67
3042,3042,67,78,62
3043,3043,37,50,47
3044,3044,68,52,40
3045,3045,37,22,29
3046,3046,49,34,28
3047,3047,59,71,70
3048,3048,75,72,68
3049,3049,41,45,40
3050,3050,26,15,11
3051,3051,50,31,33
3052,3052,76,75,76
3053,3053,31,30,26
3054,3054,40,37,28
3055,3055,69,75,74
3056,3056,64,72,71
3057,3057,66,63,52
3058,3058,24,24,25
3059,3059,72,75,74
3060,3060,76,77,75
3061,3061,73,75,74
3062,3062,73,73,70
3063,3063,31,36,35
3064,3064,67,74,62
3065,3065,25,12,14
3066,3066,76,78,73
3067,3067,52,48,40
3068,3068,74,72,74
3069,3069,72,72,73
3070,3070,73,75,73
3071,3071,45,39,40
3072,3072,61,63,65
3073,3073,57,64,58
3074,3074,54,54,54
3075,3075,58,64,60
3076,3076,42,21,17
3077,3077,66,66,58
3078,3078,71,73,65
3079,3079,8,12,12
3080,3080,67,76,75
3081,3081,70,70,71
3082,3082,73,75,74
3083,3083,72,71,72
3084,3084,65,61,54
3085,3085,74,75,76
3086,3086,24,18,13
3087,3087,65,71,71
3088,3088,70,73,72
3089,3089,71,77,67
3090,3090,70,73,64
3091,3091,21,38,33
3092,3092,71,73,72
3093,3093,46,33,28
3094,3094,13,17,12
3095,3095,69,75,78
3096,3096,71,72,73
3097,3097,56,62,50
3098,3098,71,76,72
3099,3099,71,74,77
3100,3100,60,61,56
3101,3101,50,36,29
3102,3102,72,75,71
3103,3103,41,49,42
3104,3104,31,17,15
3105,3105,60,58,53
3106,3106,75,77,73
3107,3107,62,70,70
3108,3108,12,11,18
3109,3109,24,21,18
3110,3110,12,15,19
3111,3111,42,41,33
3112,3112,21,22,28
3113,3113,62,54,47
3114,3114,41,43,51
3115,3115,69,77,77
3116,3116,66,73,69
3117,3117,68,76,72
3118,3118,51,38,30
3119,3119,65,69,68
3120,3120,59,67,69
3121,3121,72,74,69
3122,3122,73,71,72
3123,3123,12,10,10
3124,3124,72,72,72
3125,3125,74,79,72
3126,3126,66,76,68
3127,3127,73,74,72
3128,3128,16,19,18
3129,3129,64,66,68
3130,3130,73,72,74
3131,3131,23,27,31
3132,3132,72,73,71
3133,3133,29,41,32
3134,3134,60,65,55
3135,3135,32,26,19
3136,3136,62,74,72
3137,3137,65,70,68
3138,3138,17,23,12
3139,3139,61,64,57
3140,3140,62,71,69
3141,3141,41,33,34
3142,3142,28,51,44
3143,3143,32,50,49
3144,3144,63,65,60
3145,3145,70,75,73
3146,3146,66,72,68
3147,3147,75,74,71
3148,3148,64,60,48
3149,3149,20,37,28
3150,3150,37,39,34
3151,3151,31,40,30
3152,3152,58,26,25
3153,3153,31,31,19
3154,3154,72,69,67
3155,3155,24,37,37
3156,3156,32,23,17
3157,3157,49,67,59
3158,3158,75,71,71
3159,3159,65,70,68
3160,3160,30,33,33
3161,3161,65,73,71
3162,3162,67,70,72
3163,3163,76,73,71
3164,3164,64,67,64
3165,3165,38,11,12
3166,3166,58,59,52
3167,3167,31,27,30
3168,3168,18,18,13
3169,3169,77,77,73
3170,3170,76,75,73
3171,3171,71,72,64
3172,3172,62,70,70
3173,3173,17,32,30
3174,3174,58,49,49
3175,3175,56,56,35
3176,3176,12,19,15
3177,3177,69,66,59
3178,3178,39,44,42
3179,3179,23,40,35
3180,3180,75,73,72
3181,3181,72,72,71
3182,3182,68,71,72
3183,3183,70,76,72
3184,3184,59,75,70
3185,3185,11,16,14
3186,3186,68,72,69
3187,3187,37,41,26
3188,3188,70,69,68
3189,3189,40,23,26
3190,3190,69,73,67
3191,3191,69,66,65
3192,3192,26,27,15
3193,3193,50,48,33
3194,3194,76,75,68
3195,3195,36,27,29
3196,3196,79,64,67
3197,3197,72,76,73
3198,3198,22,28,20
3199,3199,38,48,31
3200,3200,74,75,71
3201,3201,15,14,19
3202,3202,77,77,70
3203,3203,21,16,14
3204,3204,38,38,27
3205,3205,77,73,73
3206,3206,39,26,16
3207,3207,55,65,61
3208,3208,46,67,63
3209,3209,73,73,73
3210,3210,66,72,63
3211,3211,74,74,70
3212,3212,12,37,37
3213,3213,20,13,14
3214,3214,72,74,72
3215,3215,66,69,69
3216,3216,67,71,73
3217,3217,43,49,53
3218,3218,46,46,42
3219,3219,49,47,58
3220,3220,65,75,77
3221,3221,35,39,21
3222,3222,63,76,74
3223,3223,70,70,67
3224,3224,10,21,20
3225,3225,68,70,73
3226,3226,36,30,32
3227,3227,66,73,68
3228,3228,67,69,69
3229,3229,41,37,35
3230,3230,73,72,73
3231,3231,74,70,74
3232,3232,76,77,68
3233,3233,37,22,20
3234,3234,59,59,63
3235,3235,72,73,71
3236,3236,26,23,22
3237,3237,55,59,47
3238,3238,42,16,14
3239,3239,22,24,15
3240,3240,63,72,68
3241,3241,19,10,11
3242,3242,30,27,32
3243,3243,48,38,35
3244,3244,73,75,70
3245,3245,20,12,15
3246,3246,69,71,71
3247,3247,59,66,60
3248,3248,19,11,10
3249,3249,48,44,23
3250,3250,74,73,69
3251,3251,24,26,29
3252,3252,58,36,34
3253,3253,60,67,64
3254,3254,16,15,15
3255,3255,72,74,67
3256,3256,67,68,71
3257,3257,36,41,39
3258,3258,26,54,42
3259,3259,28,33,29
3260,3260,54,56,45
3261,3261,31,36,38
3262,3262,68,72,70
3263,3263,11,21,19
3264,3264,32,15,12
3265,3265,70,73,75
3266,3266,10,47,44
3267,3267,72,75,73
3268,3268,27,34,30
3269,3269,69,72,68
3270,3270,10,33,31
3271,3271,63,71,70
3272,3272,75,73,69
3273,3273,10,19,11
3274,3274,46,49,38
3275,3275,78,78,72
3276,3276,64,66,65
3277,3277,44,42,37
3278,3278,72,72,72
3279,3279,72,70,68
3280,3280,30,15,16
3281,3281,69,62,64
3282,3282,32,59,53
3283,3283,73,78,74
3284,3284,70,71,65
3285,3285,67,67,68
3286,3286,62,70,72
3287,3287,23,33,28
3288,3288,69,69,70
3289,3289,73,74,67
3290,3290,12,13,12
3291,3291,65,70,69
3292,3292,65,65,60
3293,3293,73,73,69
3294,3294,30,21,29
3295,3295,56,64,63
3296,3296,70,70,68
3297,3297,76,73,65
3298,3298,26,33,32
3299,3299,22,31,25
3300,3300,72,73,69
3301,3301,69,66,67
3302,3302,71,74,70
3303,3303,52,49,52
3304,3304,72,75,72
3305,3305,51,24,21
3306,3306,70,70,68
3307,3307,61,57,50
3308,3308,59,60,55
3309,3309,65,73,71
3310,3310,45,51,60
3311,3311,63,62,55
3312,3312,71,70,65
3313,3313,70,75,77
3314,3314,44,39,47
3315,3315,55,57,48
3316,3316,67,70,69
3317,3317,72,72,73
3318,3318,71,67,72
3319,3319,29,29,22
3320,3320,65,70,70
3321,3321,62,70,72
3322,3322,58,32,26
3323,3323,33,20,18
3324,3324,62,54,52
3325,3325,64,66,61
3326,3326,31,16,16
3327,3327,11,9,10
3328,3328,67,71,69
3329,3329,35,46,42
3330,3330,66,69,68
3331,3331,31,21,22
3332,3332,68,70,71
3333,3333,65,68,68
3334,3334,66,70,66
3335,3335,70,73,69
3336,3336,67,72,69
3337,3337,15,21,18
3338,3338,34,53,51
3339,3339,67,77,73
3340,3340,30,39,34
3341,3341,40,14,13
3342,3342,73,72,71
3343,3343,20,37,22
3344,3344,80,70,74
3345,3345,68,69,67
3346,3346,45,35,34
3347,3347,68,75,76
3348,3348,70,73,73
3349,3349,32,36,25
3350,3350,75,73,75
3351,3351,66,62,60
3352,3352,55,61,59
3353,3353,34,39,38
3354,3354,25,30,28
3355,3355,69,73,73
3356,3356,72,62,57
3357,3357,23,13,15
3358,3358,71,70,69
3359,3359,50,52,42
3360,3360,22,12,13
3361,3361,69,71,69
3362,3362,74,70,63
3363,3363,67,76,73
3364,3364,75,71,63
3365,3365,13,18,10
3366,3366,72,75,71
3367,3367,49,45,47
3368,3368,65,70,66
3369,3369,46,50,50
3370,3370,29,22,19
3371,3371,71,72,69
3372,3372,9,15,14
3373,3373,73,75,71
3374,3374,29,26,21
3375,3375,71,73,71
3376,3376,63,69,65
3377,3377,66,72,71
3378,3378,66,72,71
3379,3379,74,74,72
3380,3380,68,67,69
3381,3381,33,25,22
3382,3382,72,73,69
3383,3383,36,47,43
3384,3384,65,73,74
3385,3385,67,70,65
3386,3386,16,12,12
3387,3387,17,13,13
3388,3388,28,37,40
3389,3389,32,38,33
3390,3390,64,67,70
3391,3391,69,72,71
3392,3392,68,70,72
3393,3393,38,43,52
3394,3394,26,27,26
3395,3395,77,75,73
3396,3396,50,64,60
3397,3397,41,46,36
3398,3398,68,68,41
3399,3399,54,58,59
3400,3400,20,28,22
3401,3401,66,69,71
3402,3402,74,75,75
3403,3403,63,73,74
3404,3404,24,13,19
3405,3405,13,15,19
3406,3406,22,22,15
3407,3407,58,58,42
3408,3408,43,33,30
3409,3409,72,71,72
3410,3410,43,26,24
3411,3411,70,72,67
3412,3412,68,72,68
3413,3413,35,21,14
3414,3414,72,72,69
3415,3415,67,67,70
3416,3416,18,31,20
3417,3417,75,76,66
3418,3418,72,75,72
3419,3419,65,65,68
3420,3420,31,27,21
3421,3421,70,74,73
3422,3422,72,62,59
3423,3423,74,69,70
3424,3424,69,71,73
3425,3425,64,68,70
3426,3426,53,62,54
3427,3427,15,12,17
3428,3428,67,68,68
3429,3429,27,30,23
3430,3430,72,73,72
3431,3431,67,70,66
3432,3432,43,39,30
3433,3433,21,19,18
3434,3434,67,71,70
3435,3435,48,54,52
3436,3436,34,42,31
3437,3437,16,13,12
3438,3438,14,49,34
3439,3439,71,71,70
3440,3440,69,73,70
3441,3441,15,12,12
3442,3442,45,33,41
3443,3443,74,77,73
3444,3444,73,76,74
3445,3445,66,67,68
3446,3446,68,72,68
3447,3447,32,52,41
3448,3448,69,66,64
3449,3449,78,78,77
3450,3450,24,8,7
3451,3451,70,72,72
3452,3452,72,74,70
3453,3453,18,23,15
3454,3454,68,70,68
3455,3455,70,75,73
3456,3456,61,74,77
3457,3457,35,22,29
3458,3458,34,24,21
3459,3459,69,69,72
3460,3460,34,58,57
3461,3461,62,68,64
3462,3462,50,63,59
3463,3463,70,74,74
3464,3464,32,28,28
3465,3465,36,30,34
3466,3466,7,13,15
3467,3467,62,70,72
3468,3468,78,74,76
3469,3469,30,22,24
3470,3470,71,75,71
3471,3471,41,19,11
3472,3472,64,74,69
3473,3473,22,11,10
3474,3474,64,65,61
3475,3475,37,40,37
3476,3476,28,25,23
3477,3477,28,28,29
3478,3478,18,14,14
3479,3479,75,73,72
3480,3480,73,70,72
3481,3481,22,40,38
3482,3482,15,15,19
3483,3483,55,54,45
3484,3484,23,36,35
3485,3485,63,74,75
3486,3486,69,80,63
3487,3487,69,78,74
3488,3488,65,32,36
3489,3489,69,72,73
3490,3490,40,44,38
3491,3491,68,69,57
3492,3492,71,76,72
3493,3493,40,38,26
3494,3494,35,43,40
3495,3495,69,73,69
3496,3496,64,72,66
3497,3497,73,73,71
3498,3498,15,44,45
3499,3499,16,14,17
3500,3500,32,35,37
3501,3501,14,12,16
3502,3502,65,73,70
3503,3503,73,74,71
3504,3504,65,64,70
3505,3505,68,73,72
3506,3506,66,73,69
3507,3507,74,73,68
3508,3508,40,30,19
3509,3509,10,18,14
3510,3510,72,75,71
3511,3511,32,18,20
3512,3512,70,70,70
3513,3513,70,74,73
3514,3514,65,76,69
3515,3515,72,72,72
3516,3516,15,24,18
3517,3517,38,19,17
3518,3518,35,15,24
3519,3519,34,22,30
3520,3520,68,74,70
3521,3521,66,68,66
3522,3522,27,33,32
3523,3523,36,34,24
3524,3524,69,70,74
3525,3525,71,74,68
3526,3526,72,73,69
3527,3527,71,72,70
3528,3528,41,38,35
3529,3529,20,24,18
3530,3530,55,63,62
3531,3531,37,30,24
3532,3532,12,16,14
3533,3533,69,74,68
3534,3534,28,20,24
3535,3535,67,70,69
3536,3536,37,29,53
3537,3537,40,25,23
3538,3538,60,59,53
3539,3539,49,56,59
3540,3540,76,77,76
3541,3541,74,72,74
3542,3542,70,72,67
3543,3543,65,66,57
3544,3544,69,71,69
3545,3545,29,34,32
3546,3546,30,12,18
3547,3547,56,67,54
3548,3548,28,22,23
3549,3549,65,65,64
3550,3550,33,22,23
3551,3551,73,76,71
3552,3552,75,75,73
3553,3553,64,66,66
3554,3554,72,73,69
3555,3555,70,71,71
3556,3556,72,73,71
3557,3557,69,75,71
3558,3558,34,21,28
3559,3559,72,77,73
3560,3560,71,67,64
3561,3561,65,75,69
3562,3562,61,60,57
3563,3563,33,48,36
3564,3564,65,63,69
3565,3565,20,12,13
3566,3566,61,67,62
3567,3567,73,71,72
3568,3568,34,39,42
3569,3569,71,72,67
3570,3570,74,72,70
3571,3571,75,68,64
3572,3572,67,73,72
3573,3573,47,33,29
3574,3574,69,73,73
3575,3575,30,35,22
3576,3576,73,70,63
3577,3577,67,73,70
3578,3578,68,72,71
3579,3579,53,54,51
3580,3580,29,28,27
3581,3581,27,35,22
3582,3582,65,69,71
3583,3583,60,65,67
3584,3584,41,31,34
3585,3585,59,50,49
3586,3586,72,75,73
3587,3587,25,20,21
3588,3588,25,14,12
3589,3589,67,73,70
3590,3590,50,54,51
3591,3591,21,30,25
3592,3592,70,70,71
3593,3593,69,73,68
3594,3594,21,9,8
3595,3595,68,73,69
3596,3596,72,74,73
3597,3597,73,71,76
3598,3598,74,75,74
3599,3599,66,65,63
3600,3600,22,14,13
3601,3601,76,78,75
3602,3602,70,74,71
3603,3603,73,69,68
3604,3604,67,75,70
3605,3605,67,70,71
3606,3606,28,35,36
3607,3607,20,14,13
3608,3608,42,52,27
3609,3609,72,74,71
3610,3610,68,67,67
3611,3611,75,69,67
3612,3612,55,57,54
3613,3613,68,74,72
3614,3614,47,21,21
3615,3615,40,41,31
3616,3616,58,64,61
3617,3617,65,69,69
3618,3618,70,65,60
3619,3619,71,74,72
3620,3620,53,41,36
3621,3621,66,68,58
3622,3622,32,37,38
3623,3623,73,74,73
3624,3624,32,42,39
3625,3625,22,19,15
3626,3626,69,76,64
3627,3627,30,31,29
3628,3628,30,26,27
3629,3629,35,43,35
3630,3630,26,21,11
3631,3631,31,46,31
3632,3632,68,69,67
3633,3633,53,71,60
3634,3634,20,20,21
3635,3635,67,59,57
3636,3636,53,21,19
3637,3637,68,68,61
3638,3638,58,55,43
3639,3639,50,60,46
3640,3640,68,70,66
3641,3641,63,76,78
3642,3642,73,73,70
3643,3643,43,30,38
3644,3644,41,56,54
3645,3645,34,23,18
