int_movement_id,int_player_id,int_acceleration,int_sprint_speed,int_agility,int_reactions,int_balance
2748,2748,40,42,60,75,50
2749,2749,74,75,73,67,70
2750,2750,73,77,71,74,61
2751,2751,75,69,72,64,74
2752,2752,73,68,75,71,72
2753,2753,71,63,73,71,67
2754,2754,46,50,40,69,42
2755,2755,56,74,62,68,57
2756,2756,76,75,74,74,72
2757,2757,81,81,80,67,86
2758,2758,73,71,63,60,62
2759,2759,76,77,75,68,67
2760,2760,80,78,80,60,74
2761,2761,77,73,71,71,75
2762,2762,44,52,67,67,73
2763,2763,76,73,62,66,67
2764,2764,72,69,79,71,80
2765,2765,43,70,55,73,58
2766,2766,75,73,77,72,80
2767,2767,72,75,77,67,80
2768,2768,61,62,52,73,71
2769,2769,26,22,41,63,33
2770,2770,71,65,63,71,74
2771,2771,66,65,73,67,73
2772,2772,37,43,59,67,43
2773,2773,88,88,86,68,71
2774,2774,52,54,65,76,73
2775,2775,30,25,53,70,36
2776,2776,73,74,68,68,50
2777,2777,71,72,71,71,64
2778,2778,67,63,66,69,76
2779,2779,34,42,32,64,38
2780,2780,53,47,50,66,59
2781,2781,71,65,75,72,76
2782,2782,71,71,68,70,71
2783,2783,48,56,44,70,36
2784,2784,67,62,77,73,87
2785,2785,52,62,45,71,43
2786,2786,32,32,33,66,34
2787,2787,76,73,79,70,72
2788,2788,81,81,79,68,79
2789,2789,65,61,65,71,58
2790,2790,72,69,80,76,73
2791,2791,84,77,75,68,69
2792,2792,44,45,32,71,51
2793,2793,78,77,71,66,68
2794,2794,55,53,66,72,64
2795,2795,73,74,82,70,77
2796,2796,29,34,40,67,38
2797,2797,45,53,34,71,51
2798,2798,84,81,77,61,74
2799,2799,74,79,77,67,69
2800,2800,89,85,80,70,72
2801,2801,49,46,48,69,43
2802,2802,78,74,75,69,75
2803,2803,70,68,77,62,79
2804,2804,64,64,66,70,70
2805,2805,88,84,93,60,95
2806,2806,73,70,79,67,75
2807,2807,68,66,37,69,43
2808,2808,60,66,67,65,51
2809,2809,68,65,73,70,68
2810,2810,38,43,32,70,28
2811,2811,73,72,72,74,74
2812,2812,41,37,45,69,51
2813,2813,35,35,67,66,48
2814,2814,74,69,71,72,71
2815,2815,63,55,64,71,52
2816,2816,80,75,81,72,73
2817,2817,67,65,62,74,54
2818,2818,86,87,84,69,83
2819,2819,89,91,66,70,57
2820,2820,68,63,72,72,72
2821,2821,80,76,78,70,78
2822,2822,65,53,62,73,65
2823,2823,91,93,93,73,91
2824,2824,70,64,77,73,75
2825,2825,41,55,56,66,49
2826,2826,73,76,66,70,68
2827,2827,70,74,72,70,68
2828,2828,86,89,73,72,63
2829,2829,71,65,75,78,59
2830,2830,78,75,75,73,77
2831,2831,86,94,67,67,56
2832,2832,83,80,74,71,69
2833,2833,79,75,78,70,68
2834,2834,76,77,75,70,73
2835,2835,48,50,52,69,41
2836,2836,36,42,62,78,64
2837,2837,65,59,61,57,59
2838,2838,85,85,79,71,73
2839,2839,31,31,30,67,38
2840,2840,54,43,35,69,52
2841,2841,63,74,52,73,55
2842,2842,59,64,51,68,64
2843,2843,68,69,56,69,47
2844,2844,74,72,69,71,55
2845,2845,87,89,86,68,82
2846,2846,83,83,72,70,74
2847,2847,60,66,48,66,59
2848,2848,72,79,73,71,70
2849,2849,55,57,67,73,55
2850,2850,68,61,66,73,70
2851,2851,71,68,63,72,62
2852,2852,80,79,81,63,71
2853,2853,79,71,74,72,68
2854,2854,58,61,59,66,46
2855,2855,83,90,76,70,72
2856,2856,77,72,65,71,67
2857,2857,82,77,79,68,78
2858,2858,71,77,54,73,51
2859,2859,76,73,75,74,76
2860,2860,46,47,47,69,33
2861,2861,88,85,73,70,77
2862,2862,83,80,79,67,81
2863,2863,57,54,55,66,33
2864,2864,93,88,87,73,90
2865,2865,68,74,65,74,63
2866,2866,70,68,71,70,70
2867,2867,64,67,63,69,64
2868,2868,79,79,82,69,68
2869,2869,44,47,52,67,54
2870,2870,67,69,77,70,74
2871,2871,77,84,77,70,66
2872,2872,55,55,42,70,45
2873,2873,66,66,74,68,69
2874,2874,71,71,73,68,81
2875,2875,43,39,42,68,48
2876,2876,73,75,66,69,69
2877,2877,61,64,58,74,62
2878,2878,65,67,68,69,62
2879,2879,70,75,66,72,73
2880,2880,41,44,47,66,33
2881,2881,44,46,49,71,34
2882,2882,65,73,65,73,69
2883,2883,66,68,71,70,68
2884,2884,81,83,77,75,76
2885,2885,90,87,78,60,73
2886,2886,76,76,77,72,78
2887,2887,89,85,90,67,87
2888,2888,77,75,76,68,67
2889,2889,58,72,49,68,54
2890,2890,58,52,52,73,42
2891,2891,57,61,63,72,66
2892,2892,63,59,54,72,57
2893,2893,31,15,39,72,28
2894,2894,69,69,72,69,69
2895,2895,52,52,64,72,57
2896,2896,69,64,71,70,75
2897,2897,51,53,54,73,58
2898,2898,65,65,60,68,60
2899,2899,84,86,72,67,72
2900,2900,75,77,67,71,59
2901,2901,78,73,87,76,83
2902,2902,45,49,34,76,57
2903,2903,71,81,64,72,66
2904,2904,88,82,89,70,89
2905,2905,69,77,70,66,47
2906,2906,70,67,77,66,82
2907,2907,58,67,34,67,59
2908,2908,62,60,64,72,76
2909,2909,77,80,72,68,72
2910,2910,67,68,63,73,60
2911,2911,57,55,59,75,34
2912,2912,72,78,62,66,46
2913,2913,64,66,77,72,78
2914,2914,83,85,78,69,63
2915,2915,55,62,55,74,64
2916,2916,27,20,21,67,21
2917,2917,51,58,65,75,53
2918,2918,76,66,76,72,77
2919,2919,76,77,72,70,62
2920,2920,78,77,81,72,90
2921,2921,69,71,87,71,91
2922,2922,43,50,50,73,61
2923,2923,81,75,79,65,71
2924,2924,54,50,62,74,67
2925,2925,75,73,72,75,78
2926,2926,81,79,82,65,72
2927,2927,83,79,73,62,65
2928,2928,27,27,41,64,46
2929,2929,74,75,73,70,68
2930,2930,72,73,71,73,65
2931,2931,29,31,28,67,44
2932,2932,79,79,77,69,77
2933,2933,55,60,60,72,64
2934,2934,76,77,85,69,67
2935,2935,75,84,65,74,76
2936,2936,83,84,69,65,69
2937,2937,41,54,61,74,35
2938,2938,55,63,65,71,62
2939,2939,82,78,81,66,84
2940,2940,89,87,83,70,80
2941,2941,84,79,79,71,74
2942,2942,31,33,22,66,32
2943,2943,68,65,65,75,64
2944,2944,50,52,62,67,49
2945,2945,72,68,71,68,66
2946,2946,55,61,66,71,71
2947,2947,81,84,65,66,74
2948,2948,64,58,74,72,73
2949,2949,79,78,78,73,72
2950,2950,72,72,80,71,68
2951,2951,47,54,42,72,32
2952,2952,65,64,60,71,58
2953,2953,66,61,61,69,71
2954,2954,78,73,85,73,82
2955,2955,83,79,81,68,79
2956,2956,67,73,74,70,56
2957,2957,52,49,55,75,61
2958,2958,79,77,69,67,74
2959,2959,87,86,88,74,85
2960,2960,61,58,57,71,57
2961,2961,46,34,67,77,73
2962,2962,73,82,90,73,77
2963,2963,78,73,86,70,92
2964,2964,19,23,22,57,24
2965,2965,67,66,74,64,67
2966,2966,69,70,69,74,64
2967,2967,61,64,55,64,48
2968,2968,40,47,52,67,50
2969,2969,65,62,76,70,86
2970,2970,64,60,66,74,70
2971,2971,72,69,75,63,73
2972,2972,75,75,70,70,66
2973,2973,85,89,77,62,78
2974,2974,41,39,46,73,60
2975,2975,62,66,72,78,70
2976,2976,79,79,71,62,53
2977,2977,31,35,30,77,28
2978,2978,77,72,72,63,75
2979,2979,73,69,74,71,69
2980,2980,71,72,66,66,66
2981,2981,85,78,90,63,81
2982,2982,79,78,75,70,68
2983,2983,77,78,79,68,74
2984,2984,26,27,38,61,41
2985,2985,77,71,79,69,77
2986,2986,90,92,90,66,74
2987,2987,40,55,57,67,42
2988,2988,79,78,76,70,75
2989,2989,91,84,91,68,81
2990,2990,68,64,73,70,81
2991,2991,72,73,72,65,83
2992,2992,71,73,74,71,62
2993,2993,77,74,71,72,56
2994,2994,58,60,65,70,59
2995,2995,44,49,44,73,40
2996,2996,54,42,63,72,43
2997,2997,33,31,40,71,34
2998,2998,67,70,56,66,56
2999,2999,79,78,78,72,66
3000,3000,80,84,85,68,82
3001,3001,68,67,68,74,69
3002,3002,49,47,42,74,43
3003,3003,77,81,80,69,71
3004,3004,65,64,72,65,71
3005,3005,37,34,51,60,63
3006,3006,63,68,75,71,76
3007,3007,74,85,68,60,52
3008,3008,76,67,90,66,83
3009,3009,53,32,62,72,41
3010,3010,76,66,79,73,77
3011,3011,63,68,44,68,49
3012,3012,85,85,74,66,74
3013,3013,48,53,30,65,38
3014,3014,87,86,86,66,66
3015,3015,68,80,71,74,61
3016,3016,74,69,80,74,78
3017,3017,85,80,90,70,81
3018,3018,82,84,79,71,66
3019,3019,74,76,78,71,81
3020,3020,79,75,80,69,65
3021,3021,72,76,71,67,64
3022,3022,72,60,64,71,72
3023,3023,65,69,67,67,55
3024,3024,71,70,72,70,71
3025,3025,81,80,80,72,79
3026,3026,41,43,45,69,41
3027,3027,41,45,30,72,44
3028,3028,31,32,40,75,51
3029,3029,65,60,70,76,84
3030,3030,71,72,64,62,60
3031,3031,91,90,85,73,90
3032,3032,78,78,65,68,61
3033,3033,67,59,67,72,75
3034,3034,89,85,89,72,93
3035,3035,63,64,73,74,69
3036,3036,82,80,87,70,83
3037,3037,86,88,75,69,71
3038,3038,74,69,69,69,70
3039,3039,55,60,64,65,54
3040,3040,76,71,84,72,83
3041,3041,60,55,44,69,52
3042,3042,80,69,89,75,92
3043,3043,67,52,76,73,77
3044,3044,59,61,65,65,66
3045,3045,53,61,72,72,65
3046,3046,61,53,64,80,72
3047,3047,74,75,77,68,76
3048,3048,52,48,54,70,48
3049,3049,80,75,87,68,67
3050,3050,44,49,43,72,58
3051,3051,78,78,80,70,75
3052,3052,63,59,58,73,58
3053,3053,91,91,89,64,90
3054,3054,72,74,76,71,72
3055,3055,64,66,69,70,71
3056,3056,55,52,73,71,72
3057,3057,68,69,79,69,78
3058,3058,80,82,80,68,75
3059,3059,62,54,61,70,57
3060,3060,49,52,53,68,55
3061,3061,57,64,51,68,64
3062,3062,29,36,54,67,45
3063,3063,78,72,71,63,72
3064,3064,68,72,70,73,71
3065,3065,83,72,81,72,68
3066,3066,65,58,64,78,66
3067,3067,68,59,91,72,91
3068,3068,65,72,63,73,59
3069,3069,71,70,70,70,72
3070,3070,64,66,63,73,51
3071,3071,54,49,55,77,72
3072,3072,85,82,83,72,77
3073,3073,76,79,72,69,77
3074,3074,84,90,91,69,77
3075,3075,74,68,86,72,78
3076,3076,70,64,79,70,61
3077,3077,68,66,70,73,75
3078,3078,54,55,55,74,61
3079,3079,49,39,38,70,27
3080,3080,66,67,73,73,70
3081,3081,80,79,84,65,78
3082,3082,57,39,66,72,77
3083,3083,73,70,73,74,70
3084,3084,58,57,67,71,69
3085,3085,58,54,65,65,56
3086,3086,30,32,34,60,38
3087,3087,78,77,77,72,71
3088,3088,71,69,68,71,61
3089,3089,66,67,61,72,61
3090,3090,86,82,74,68,76
3091,3091,76,78,81,70,74
3092,3092,74,71,79,71,77
3093,3093,86,85,88,72,82
3094,3094,58,55,61,67,53
3095,3095,53,67,65,69,50
3096,3096,69,75,67,70,68
3097,3097,66,68,74,73,77
3098,3098,63,59,70,68,69
3099,3099,64,64,68,72,63
3100,3100,68,70,80,75,73
3101,3101,82,77,78,69,81
3102,3102,42,36,52,72,48
3103,3103,75,75,76,70,86
3104,3104,90,92,82,70,68
3105,3105,77,83,67,70,67
3106,3106,47,47,50,73,47
3107,3107,70,69,72,67,78
3108,3108,53,48,45,67,49
3109,3109,64,54,68,74,66
3110,3110,48,48,49,70,59
3111,3111,67,71,63,72,70
3112,3112,74,73,79,62,74
3113,3113,66,46,85,73,83
3114,3114,80,80,72,63,66
3115,3115,77,72,77,74,79
3116,3116,69,69,60,71,63
3117,3117,61,62,65,70,65
3118,3118,80,76,73,68,78
3119,3119,68,65,78,69,68
3120,3120,77,71,74,75,67
3121,3121,56,71,58,72,59
3122,3122,79,77,80,68,86
3123,3123,25,27,28,72,29
3124,3124,65,55,44,67,53
3125,3125,64,68,60,62,54
3126,3126,70,72,66,69,56
3127,3127,62,63,58,68,57
3128,3128,42,37,43,68,40
3129,3129,91,88,77,64,70
3130,3130,55,48,44,73,51
3131,3131,94,94,84,68,80
3132,3132,51,34,54,72,62
3133,3133,77,75,85,64,71
3134,3134,75,77,68,68,79
3135,3135,75,83,76,69,55
3136,3136,73,74,71,66,74
3137,3137,64,55,59,72,57
3138,3138,73,73,72,65,73
3139,3139,76,77,72,69,78
3140,3140,75,80,76,70,77
3141,3141,91,92,82,69,82
3142,3142,75,84,80,67,84
3143,3143,83,78,83,68,75
3144,3144,69,76,72,71,68
3145,3145,67,70,59,66,60
3146,3146,56,54,53,67,51
3147,3147,60,60,68,72,66
3148,3148,68,73,66,71,65
3149,3149,87,85,84,70,83
3150,3150,34,34,52,75,51
3151,3151,71,68,76,70,74
3152,3152,94,94,80,67,76
3153,3153,60,67,64,65,55
3154,3154,68,68,79,70,79
3155,3155,85,85,83,64,76
3156,3156,86,85,86,65,80
3157,3157,89,79,91,65,89
3158,3158,44,35,62,67,65
3159,3159,77,76,66,69,62
3160,3160,71,66,71,68,72
3161,3161,82,83,80,64,64
3162,3162,73,71,70,68,78
3163,3163,62,72,60,72,36
3164,3164,60,69,66,73,83
3165,3165,67,70,70,68,63
3166,3166,76,75,82,64,77
3167,3167,81,78,74,70,81
3168,3168,55,43,43,63,53
3169,3169,52,45,51,72,73
3170,3170,51,58,48,70,47
3171,3171,55,51,53,68,49
3172,3172,67,69,70,69,76
3173,3173,68,64,75,74,86
3174,3174,75,78,85,70,83
3175,3175,62,60,71,66,77
3176,3176,45,46,43,61,55
3177,3177,70,75,69,72,73
3178,3178,77,74,72,73,72
3179,3179,54,36,61,73,72
3180,3180,67,64,73,66,69
3181,3181,59,64,45,70,34
3182,3182,79,78,69,66,69
3183,3183,52,55,48,67,50
3184,3184,76,79,77,69,71
3185,3185,40,43,35,72,54
3186,3186,78,75,64,68,70
3187,3187,77,63,86,62,69
3188,3188,72,72,73,67,70
3189,3189,58,62,56,65,51
3190,3190,69,72,75,73,58
3191,3191,66,68,81,68,69
3192,3192,78,74,78,67,79
3193,3193,85,84,80,71,78
3194,3194,64,67,69,69,72
3195,3195,89,89,86,67,83
3196,3196,74,69,75,76,74
3197,3197,63,44,47,70,44
3198,3198,27,32,45,70,30
3199,3199,89,82,85,66,74
3200,3200,33,33,51,68,34
3201,3201,45,41,50,65,57
3202,3202,67,68,60,70,62
3203,3203,77,75,77,69,75
3204,3204,88,92,76,63,74
3205,3205,71,75,70,61,68
3206,3206,70,68,77,68,69
3207,3207,74,75,73,68,75
3208,3208,64,62,70,73,77
3209,3209,65,64,63,70,61
3210,3210,74,71,78,73,85
3211,3211,57,65,60,74,57
3212,3212,79,79,64,75,57
3213,3213,37,39,43,71,53
3214,3214,55,53,34,63,45
3215,3215,79,76,76,70,80
3216,3216,70,75,68,65,68
3217,3217,77,80,82,67,76
3218,3218,87,86,87,70,81
3219,3219,75,74,72,70,69
3220,3220,59,77,34,64,37
3221,3221,54,55,62,78,62
3222,3222,64,64,51,61,47
3223,3223,72,68,77,70,78
3224,3224,43,47,38,70,37
3225,3225,42,36,56,70,45
3226,3226,78,76,83,70,86
3227,3227,91,80,84,65,84
3228,3228,74,72,75,69,77
3229,3229,84,82,90,66,92
3230,3230,72,68,56,72,60
3231,3231,58,63,43,69,46
3232,3232,61,67,47,73,49
3233,3233,57,63,60,70,58
3234,3234,78,78,75,71,74
3235,3235,38,44,36,71,65
3236,3236,90,89,85,65,88
3237,3237,73,77,83,70,71
3238,3238,73,77,65,75,62
3239,3239,76,78,76,69,74
3240,3240,59,55,67,69,68
3241,3241,53,43,55,67,31
3242,3242,81,79,82,67,76
3243,3243,76,73,76,67,69
3244,3244,69,63,66,68,72
3245,3245,38,46,36,72,37
3246,3246,70,74,67,69,73
3247,3247,66,67,75,70,81
3248,3248,62,63,66,71,50
3249,3249,92,92,91,65,92
3250,3250,63,68,53,73,56
3251,3251,88,85,87,64,70
3252,3252,65,69,69,70,51
3253,3253,54,54,66,65,59
3254,3254,42,43,44,68,52
3255,3255,68,68,47,64,48
3256,3256,77,81,76,69,90
3257,3257,79,74,87,64,71
3258,3258,68,70,73,65,70
3259,3259,66,63,51,72,45
3260,3260,65,60,76,78,67
3261,3261,92,94,95,59,91
3262,3262,67,70,52,70,55
3263,3263,77,75,65,73,65
3264,3264,70,69,61,72,67
3265,3265,48,54,47,68,41
3266,3266,61,63,66,71,61
3267,3267,66,69,62,57,66
3268,3268,76,78,71,65,65
3269,3269,66,67,74,66,83
3270,3270,40,51,76,76,85
3271,3271,76,82,73,68,66
3272,3272,66,74,62,73,72
3273,3273,40,42,46,66,49
3274,3274,75,71,73,68,72
3275,3275,32,34,35,68,38
3276,3276,90,89,85,65,84
3277,3277,72,76,65,67,70
3278,3278,43,51,58,66,60
3279,3279,71,71,71,71,66
3280,3280,91,87,90,64,86
3281,3281,79,86,80,70,87
3282,3282,81,83,75,69,73
3283,3283,54,50,52,73,48
3284,3284,54,47,55,67,51
3285,3285,83,85,75,67,76
3286,3286,87,84,80,63,75
3287,3287,79,82,79,73,75
3288,3288,78,80,65,69,59
3289,3289,63,62,57,69,59
3290,3290,55,53,59,68,51
3291,3291,79,81,75,69,73
3292,3292,76,77,69,72,69
3293,3293,85,85,82,72,75
3294,3294,84,78,91,66,90
3295,3295,75,60,84,76,93
3296,3296,81,79,82,64,80
3297,3297,43,48,69,73,63
3298,3298,80,82,70,68,73
3299,3299,86,85,88,70,78
3300,3300,83,77,76,64,77
3301,3301,79,77,76,72,77
3302,3302,65,69,47,73,42
3303,3303,82,80,86,65,69
3304,3304,61,63,57,73,53
3305,3305,91,91,93,66,83
3306,3306,81,80,73,65,70
3307,3307,65,68,75,70,75
3308,3308,68,72,73,74,65
3309,3309,73,76,74,69,76
3310,3310,76,80,58,75,45
3311,3311,74,75,80,72,82
3312,3312,78,71,74,63,73
3313,3313,69,60,68,64,56
3314,3314,89,85,89,65,90
3315,3315,67,75,72,70,55
3316,3316,78,79,71,70,80
3317,3317,72,67,61,72,74
3318,3318,72,76,69,64,76
3319,3319,64,77,53,70,47
3320,3320,76,71,68,67,66
3321,3321,83,90,82,63,77
3322,3322,78,79,83,67,90
3323,3323,83,86,75,63,68
3324,3324,85,83,90,74,78
3325,3325,69,67,67,73,72
3326,3326,70,60,73,74,67
3327,3327,38,47,38,68,51
3328,3328,72,74,75,71,75
3329,3329,73,67,67,65,63
3330,3330,83,85,73,68,72
3331,3331,77,69,72,77,65
3332,3332,73,74,71,65,66
3333,3333,79,70,82,69,91
3334,3334,54,58,63,72,64
3335,3335,65,72,58,69,71
3336,3336,55,58,65,68,63
3337,3337,45,45,43,69,44
3338,3338,86,84,93,65,94
3339,3339,64,66,70,71,69
3340,3340,45,51,66,62,56
3341,3341,92,88,86,69,79
3342,3342,69,74,69,70,63
3343,3343,50,50,62,74,52
3344,3344,73,74,67,70,73
3345,3345,82,88,92,74,85
3346,3346,84,88,78,69,80
3347,3347,78,76,72,67,71
3348,3348,74,77,69,62,66
3349,3349,65,72,69,70,82
3350,3350,54,68,53,68,52
3351,3351,72,64,83,71,77
3352,3352,88,80,83,63,82
3353,3353,84,82,89,73,81
3354,3354,68,73,63,69,66
3355,3355,68,66,68,65,73
3356,3356,67,68,82,74,73
3357,3357,55,47,49,73,50
3358,3358,73,63,71,68,77
3359,3359,78,78,74,70,64
3360,3360,55,57,63,64,44
3361,3361,78,74,66,67,67
3362,3362,75,70,73,72,81
3363,3363,65,64,49,62,62
3364,3364,31,38,40,69,36
3365,3365,53,53,68,67,56
3366,3366,53,62,55,73,59
3367,3367,77,75,75,67,78
3368,3368,66,67,71,71,62
3369,3369,81,77,79,68,74
3370,3370,73,66,76,70,85
3371,3371,64,67,68,70,67
3372,3372,30,36,30,69,27
3373,3373,49,56,53,71,56
3374,3374,90,86,82,82,77
3375,3375,73,72,66,71,67
3376,3376,67,67,68,69,74
3377,3377,64,69,70,72,54
3378,3378,76,78,75,70,84
3379,3379,68,69,66,68,49
3380,3380,85,84,74,68,68
3381,3381,66,85,76,67,66
3382,3382,67,64,71,73,67
3383,3383,75,72,76,68,72
3384,3384,72,73,70,70,74
3385,3385,79,82,77,70,81
3386,3386,78,76,69,75,77
3387,3387,52,55,25,73,30
3388,3388,74,75,69,71,73
3389,3389,86,87,88,70,82
3390,3390,78,83,75,65,76
3391,3391,71,75,67,70,65
3392,3392,73,72,72,71,75
3393,3393,86,77,75,64,88
3394,3394,81,78,88,71,85
3395,3395,58,66,62,61,54
3396,3396,62,63,76,72,84
3397,3397,76,74,72,67,49
3398,3398,64,53,66,74,66
3399,3399,67,69,71,81,72
3400,3400,87,88,80,65,77
3401,3401,70,72,83,63,81
3402,3402,62,61,61,70,63
3403,3403,68,69,51,65,77
3404,3404,85,77,82,73,85
3405,3405,41,41,46,67,47
3406,3406,49,61,58,60,50
3407,3407,66,66,68,73,61
3408,3408,78,76,74,70,77
3409,3409,73,68,70,69,78
3410,3410,63,69,69,68,59
3411,3411,79,84,71,67,65
3412,3412,84,79,76,67,73
3413,3413,60,65,67,71,45
3414,3414,35,45,54,69,36
3415,3415,74,72,70,72,72
3416,3416,65,67,58,68,55
3417,3417,60,51,66,72,62
3418,3418,51,52,60,65,56
3419,3419,75,73,69,69,58
3420,3420,68,71,60,70,64
3421,3421,69,66,68,65,70
3422,3422,68,70,78,70,81
3423,3423,72,66,66,71,62
3424,3424,74,73,76,64,75
3425,3425,82,81,72,66,79
3426,3426,67,68,65,70,79
3427,3427,59,59,33,67,44
3428,3428,84,86,83,70,78
3429,3429,75,64,90,70,78
3430,3430,60,61,65,67,52
3431,3431,77,80,70,70,53
3432,3432,75,71,82,68,87
3433,3433,51,38,60,68,34
3434,3434,76,77,72,67,71
3435,3435,76,69,84,65,81
3436,3436,81,74,86,70,69
3437,3437,49,55,66,70,44
3438,3438,70,88,85,76,79
3439,3439,54,65,64,67,59
3440,3440,77,79,71,68,61
3441,3441,47,44,35,68,39
3442,3442,65,71,68,65,65
3443,3443,59,54,54,71,48
3444,3444,63,66,56,73,67
3445,3445,66,63,72,70,72
3446,3446,72,70,71,68,70
3447,3447,75,74,67,74,72
3448,3448,66,64,60,70,66
3449,3449,53,52,52,78,47
3450,3450,35,31,33,67,41
3451,3451,70,72,63,67,56
3452,3452,39,32,61,63,61
3453,3453,69,74,64,69,72
3454,3454,69,67,68,65,63
3455,3455,32,32,49,68,58
3456,3456,72,74,69,59,61
3457,3457,93,93,85,78,93
3458,3458,73,80,78,59,64
3459,3459,78,76,67,71,63
3460,3460,87,81,79,81,75
3461,3461,85,90,80,73,86
3462,3462,75,68,79,69,79
3463,3463,63,62,65,68,56
3464,3464,58,64,69,63,68
3465,3465,68,75,79,56,63
3466,3466,52,49,58,72,46
3467,3467,74,76,73,63,76
3468,3468,72,62,76,72,74
3469,3469,88,86,80,69,75
3470,3470,34,34,37,66,31
3471,3471,66,69,69,69,44
3472,3472,77,79,69,69,68
3473,3473,41,34,38,70,35
3474,3474,78,85,88,69,66
3475,3475,89,80,90,71,89
3476,3476,74,75,76,73,85
3477,3477,76,77,77,72,65
3478,3478,48,43,41,65,31
3479,3479,60,61,57,69,59
3480,3480,67,64,62,69,61
3481,3481,88,87,82,72,70
3482,3482,46,46,40,68,51
3483,3483,75,72,79,71,74
3484,3484,81,76,77,70,74
3485,3485,69,67,68,73,76
3486,3486,49,50,52,68,48
3487,3487,55,52,43,69,54
3488,3488,79,75,84,74,78
3489,3489,67,74,66,69,56
3490,3490,83,78,81,70,84
3491,3491,73,78,78,65,78
3492,3492,39,39,32,63,32
3493,3493,65,61,62,74,70
3494,3494,49,55,67,65,38
3495,3495,61,67,77,68,68
3496,3496,86,88,77,71,60
3497,3497,68,76,75,68,61
3498,3498,59,52,63,77,54
3499,3499,37,43,59,67,68
3500,3500,91,89,88,63,90
3501,3501,39,43,25,70,29
3502,3502,78,81,65,67,61
3503,3503,68,66,82,77,91
3504,3504,69,69,69,65,67
3505,3505,78,79,72,69,64
3506,3506,62,66,58,66,52
3507,3507,66,66,62,69,64
3508,3508,67,65,61,70,65
3509,3509,40,42,68,74,69
3510,3510,62,65,51,67,51
3511,3511,81,78,80,74,74
3512,3512,72,65,75,68,75
3513,3513,59,64,64,69,62
3514,3514,74,65,78,66,78
3515,3515,67,68,69,67,65
3516,3516,50,50,60,68,45
3517,3517,75,78,70,68,67
3518,3518,69,69,60,68,36
3519,3519,82,79,76,67,52
3520,3520,64,70,69,68,71
3521,3521,72,82,70,65,62
3522,3522,88,85,88,81,83
3523,3523,83,82,70,64,74
3524,3524,78,80,80,60,81
3525,3525,57,63,36,66,38
3526,3526,63,64,49,64,54
3527,3527,66,63,60,68,57
3528,3528,73,69,89,66,85
3529,3529,72,75,74,65,68
3530,3530,72,71,72,72,72
3531,3531,74,77,73,68,70
3532,3532,86,87,78,75,62
3533,3533,49,48,52,67,61
3534,3534,79,72,87,70,80
3535,3535,75,76,65,67,73
3536,3536,84,94,86,69,69
3537,3537,77,75,73,70,62
3538,3538,83,74,70,70,64
3539,3539,69,63,61,77,61
3540,3540,69,68,70,68,65
3541,3541,63,65,59,65,59
3542,3542,54,66,67,67,59
3543,3543,74,65,75,71,61
3544,3544,60,65,58,63,57
3545,3545,91,92,89,75,84
3546,3546,82,78,77,65,75
3547,3547,72,62,79,69,77
3548,3548,78,79,90,67,91
3549,3549,78,82,75,70,66
3550,3550,74,77,64,73,69
3551,3551,46,47,52,68,55
3552,3552,33,34,31,70,61
3553,3553,79,80,77,68,75
3554,3554,69,67,54,68,49
3555,3555,50,50,31,65,34
3556,3556,73,73,73,70,74
3557,3557,62,60,64,72,57
3558,3558,81,80,77,68,77
3559,3559,58,64,48,74,50
3560,3560,56,59,55,68,60
3561,3561,68,76,59,73,62
3562,3562,73,65,83,72,79
3563,3563,64,73,46,72,31
3564,3564,82,77,80,68,79
3565,3565,43,41,36,62,40
3566,3566,83,85,78,64,78
3567,3567,47,46,33,68,36
3568,3568,77,82,69,70,54
3569,3569,63,47,66,76,72
3570,3570,65,56,71,65,69
3571,3571,34,34,30,63,34
3572,3572,68,70,66,66,67
3573,3573,73,88,88,66,87
3574,3574,66,67,64,67,65
3575,3575,76,77,76,70,64
3576,3576,64,66,72,72,74
3577,3577,64,63,72,68,85
3578,3578,74,80,61,65,62
3579,3579,78,73,81,68,73
3580,3580,77,61,84,71,81
3581,3581,66,67,63,74,63
3582,3582,72,79,68,65,71
3583,3583,79,78,78,72,76
3584,3584,70,72,70,70,74
3585,3585,67,69,69,67,75
3586,3586,30,31,29,66,27
3587,3587,58,61,56,67,58
3588,3588,57,45,49,68,62
3589,3589,63,65,66,70,65
3590,3590,86,75,87,67,91
3591,3591,88,88,78,62,68
3592,3592,78,76,79,66,82
3593,3593,55,61,65,67,58
3594,3594,33,35,38,71,49
3595,3595,66,62,71,74,68
3596,3596,59,63,60,67,58
3597,3597,66,76,68,67,62
3598,3598,83,88,81,78,86
3599,3599,78,77,81,71,79
3600,3600,42,47,47,69,42
3601,3601,64,53,56,72,68
3602,3602,72,70,76,68,69
3603,3603,71,75,70,68,71
3604,3604,56,55,49,67,43
3605,3605,63,66,65,66,70
3606,3606,72,65,62,67,63
3607,3607,43,45,51,64,43
3608,3608,64,60,70,66,76
3609,3609,64,49,66,72,69
3610,3610,79,80,75,66,74
3611,3611,64,69,63,74,59
3612,3612,80,71,82,62,83
3613,3613,74,74,62,57,85
3614,3614,85,83,82,71,68
3615,3615,67,65,73,70,65
3616,3616,69,73,73,75,70
3617,3617,68,67,64,69,63
3618,3618,74,70,76,72,80
3619,3619,64,65,69,68,62
