int_goalkeeping_id,int_player_id,int_diving,int_handling,int_kicking,int_positioning,int_reflexes
1972,1972,12,13,16,8,10
1973,1973,13,15,7,6,9
1974,1974,11,7,10,15,13
1975,1975,72,70,82,75,78
1976,1976,12,14,12,12,9
1977,1977,76,74,68,73,75
1978,1978,12,13,11,14,9
1979,1979,8,9,12,15,10
1980,1980,13,11,10,9,12
1981,1981,77,72,67,73,76
1982,1982,75,72,66,73,79
1983,1983,14,7,6,7,11
1984,1984,13,9,7,15,11
1985,1985,12,6,12,11,11
1986,1986,10,10,13,10,6
1987,1987,12,6,11,15,14
1988,1988,7,11,8,7,8
1989,1989,8,9,12,14,6
1990,1990,16,8,6,8,15
1991,1991,8,14,12,11,8
1992,1992,9,10,6,8,13
1993,1993,12,7,9,11,7
1994,1994,6,7,7,11,15
1995,1995,9,12,13,15,12
1996,1996,10,10,6,11,5
1997,1997,13,7,11,15,16
1998,1998,8,13,10,10,9
1999,1999,6,8,7,10,15
2000,2000,10,11,16,11,13
2001,2001,13,8,11,7,15
2002,2002,73,78,68,72,74
2003,2003,9,8,8,9,6
2004,2004,7,14,16,16,16
2005,2005,13,12,9,13,15
2006,2006,72,71,74,75,77
2007,2007,5,3,5,5,3
2008,2008,8,8,6,14,9
2009,2009,7,16,14,10,15
2010,2010,7,15,7,11,11
2011,2011,75,70,67,79,78
2012,2012,9,9,13,10,7
2013,2013,15,9,8,14,8
2014,2014,11,14,15,14,13
2015,2015,14,12,7,14,12
2016,2016,6,11,9,10,7
2017,2017,10,9,16,9,9
2018,2018,12,15,14,13,11
2019,2019,9,7,13,9,12
2020,2020,15,8,10,8,14
2021,2021,12,13,16,16,8
2022,2022,10,6,7,7,8
2023,2023,74,74,68,75,79
2024,2024,10,7,16,13,7
2025,2025,10,13,16,7,15
2026,2026,6,10,6,8,16
2027,2027,14,15,10,12,11
2028,2028,12,9,9,14,10
2029,2029,15,13,12,10,11
2030,2030,9,5,10,5,7
2031,2031,11,11,9,8,12
2032,2032,13,14,12,6,15
2033,2033,79,74,70,73,77
2034,2034,74,70,64,74,79
2035,2035,9,12,15,16,8
2036,2036,72,77,68,78,73
2037,2037,12,7,15,6,14
2038,2038,8,14,9,7,11
2039,2039,11,13,10,11,10
2040,2040,12,10,13,6,13
2041,2041,16,10,15,14,11
2042,2042,7,9,12,8,14
2043,2043,7,10,6,8,11
2044,2044,13,10,16,11,13
2045,2045,76,72,70,72,78
2046,2046,14,6,7,10,6
2047,2047,11,13,13,5,7
2048,2048,12,13,11,7,7
2049,2049,11,14,10,12,12
2050,2050,8,9,9,10,9
2051,2051,9,16,12,7,13
2052,2052,8,9,8,13,12
2053,2053,12,13,6,8,9
2054,2054,9,13,16,12,11
2055,2055,12,15,10,13,13
2056,2056,10,6,9,16,6
2057,2057,9,10,9,7,8
2058,2058,15,10,7,6,11
2059,2059,14,7,11,9,14
2060,2060,14,12,15,9,13
2061,2061,11,11,8,6,13
2062,2062,14,13,12,9,10
2063,2063,74,74,70,75,71
2064,2064,7,12,13,7,8
2065,2065,5,15,12,11,14
2066,2066,6,12,15,10,13
2067,2067,13,8,12,7,13
2068,2068,73,72,64,71,78
2069,2069,11,6,8,13,14
2070,2070,10,12,7,9,6
2071,2071,12,15,9,15,7
2072,2072,10,10,12,12,7
2073,2073,7,6,11,6,11
2074,2074,9,7,8,12,11
2075,2075,15,8,13,13,10
2076,2076,7,14,8,11,10
2077,2077,74,72,66,75,77
2078,2078,73,71,85,76,74
2079,2079,12,16,11,14,8
2080,2080,8,15,14,7,12
2081,2081,9,15,12,11,7
2082,2082,13,10,11,11,7
2083,2083,8,14,9,14,13
2084,2084,14,6,10,11,7
2085,2085,10,13,13,15,14
2086,2086,13,6,11,11,14
2087,2087,14,11,6,11,8
2088,2088,6,7,13,10,7
2089,2089,7,14,13,11,6
2090,2090,5,12,8,11,10
2091,2091,14,14,11,7,11
2092,2092,15,7,12,14,8
2093,2093,15,14,12,9,10
2094,2094,11,15,7,7,12
2095,2095,8,13,15,14,7
2096,2096,76,67,68,75,74
2097,2097,12,16,11,8,9
2098,2098,11,16,16,12,13
2099,2099,12,9,8,13,8
2100,2100,6,8,12,7,13
2101,2101,73,69,70,74,75
2102,2102,12,14,9,13,11
2103,2103,8,7,12,10,12
2104,2104,11,14,6,8,8
2105,2105,6,12,14,11,8
2106,2106,6,14,15,15,13
2107,2107,15,12,11,16,6
2108,2108,5,13,10,14,7
2109,2109,13,7,6,16,9
2110,2110,10,11,13,7,15
2111,2111,13,12,10,13,9
2112,2112,14,7,14,9,13
2113,2113,6,11,10,6,6
2114,2114,77,68,68,72,79
2115,2115,8,7,15,7,8
2116,2116,12,12,10,8,13
2117,2117,12,16,7,7,6
2118,2118,11,7,13,14,6
2119,2119,6,7,8,10,7
2120,2120,16,13,12,15,9
2121,2121,8,12,7,16,13
2122,2122,15,11,15,9,9
2123,2123,77,69,76,68,79
2124,2124,82,73,73,74,69
2125,2125,12,11,7,8,14
2126,2126,6,8,12,16,10
2127,2127,7,6,14,15,8
2128,2128,12,7,6,14,11
2129,2129,14,7,10,7,9
2130,2130,12,15,8,11,14
2131,2131,74,71,66,79,75
2132,2132,76,72,65,74,77
2133,2133,73,72,73,74,75
2134,2134,14,14,12,10,6
2135,2135,11,14,13,11,6
2136,2136,13,14,14,15,10
2137,2137,10,7,9,7,8
2138,2138,14,13,11,6,13
2139,2139,16,13,10,12,8
2140,2140,13,14,9,6,12
2141,2141,15,13,11,13,13
2142,2142,15,6,10,5,7
2143,2143,12,10,5,12,9
2144,2144,11,10,7,12,11
2145,2145,10,12,15,11,9
2146,2146,9,13,12,13,13
2147,2147,9,8,9,11,12
2148,2148,12,9,5,9,5
2149,2149,73,75,71,71,74
2150,2150,12,9,14,8,15
2151,2151,14,10,10,8,7
2152,2152,15,14,7,10,10
2153,2153,14,9,12,10,8
2154,2154,14,8,12,9,8
2155,2155,13,11,9,7,7
2156,2156,11,12,8,8,6
2157,2157,9,6,9,7,13
2158,2158,3,5,3,5,3
2159,2159,6,16,6,7,14
2160,2160,9,14,12,14,15
2161,2161,71,79,81,75,69
2162,2162,12,15,16,10,12
2163,2163,12,8,17,8,15
2164,2164,5,11,9,14,6
2165,2165,13,8,10,7,9
2166,2166,6,7,10,7,13
2167,2167,77,71,67,73,78
2168,2168,7,12,6,9,11
2169,2169,13,8,8,10,12
2170,2170,10,13,6,10,14
2171,2171,12,13,8,12,10
2172,2172,9,9,8,8,16
2173,2173,6,10,11,10,10
2174,2174,6,14,15,9,10
2175,2175,11,12,12,8,14
2176,2176,74,72,69,72,77
2177,2177,9,14,6,11,6
2178,2178,16,11,18,16,15
2179,2179,12,5,7,6,8
2180,2180,7,14,15,13,14
2181,2181,6,7,6,13,8
2182,2182,12,14,10,10,7
2183,2183,12,14,7,7,11
2184,2184,13,9,15,14,7
2185,2185,12,9,15,8,8
2186,2186,12,11,15,11,9
2187,2187,8,6,8,7,12
2188,2188,14,12,11,14,14
2189,2189,11,15,14,12,6
2190,2190,12,7,8,11,12
2191,2191,11,15,11,10,12
2192,2192,52,61,69,66,46
2193,2193,14,13,10,11,6
2194,2194,9,8,7,16,6
2195,2195,10,7,8,13,10
2196,2196,14,7,14,15,16
2197,2197,16,14,12,16,6
2198,2198,14,11,14,8,14
2199,2199,6,7,12,13,6
2200,2200,6,7,7,15,14
2201,2201,12,7,11,11,7
2202,2202,16,8,12,7,8
2203,2203,11,10,9,11,7
2204,2204,15,7,10,10,9
2205,2205,14,6,10,16,7
2206,2206,75,72,63,72,76
2207,2207,11,7,8,10,16
2208,2208,12,8,11,11,11
2209,2209,12,11,10,11,7
2210,2210,5,5,14,6,11
2211,2211,15,10,12,15,6
2212,2212,7,15,13,7,11
2213,2213,7,12,14,13,15
2214,2214,11,12,10,12,10
2215,2215,15,6,9,8,11
2216,2216,13,11,13,11,6
2217,2217,10,12,6,16,7
2218,2218,8,11,13,10,14
2219,2219,11,10,9,11,10
2220,2220,11,16,11,9,14
2221,2221,15,6,8,12,5
2222,2222,11,9,12,7,8
2223,2223,13,13,14,13,9
2224,2224,15,9,10,15,16
2225,2225,9,8,14,6,11
2226,2226,10,8,9,14,8
2227,2227,14,14,7,7,10
2228,2228,6,8,14,13,13
2229,2229,7,7,9,8,10
2230,2230,13,13,10,15,12
2231,2231,6,8,10,12,8
2232,2232,5,14,7,7,9
2233,2233,14,9,6,15,12
2234,2234,14,13,11,15,5
2235,2235,9,13,6,7,12
2236,2236,6,14,15,9,10
2237,2237,15,12,13,14,12
2238,2238,7,14,6,13,8
2239,2239,8,10,12,13,12
2240,2240,74,71,70,77,73
2241,2241,10,7,16,8,8
2242,2242,5,8,6,13,6
2243,2243,7,6,13,6,8
2244,2244,74,71,66,73,79
2245,2245,8,13,11,6,8
2246,2246,17,16,15,18,17
2247,2247,7,15,6,6,5
2248,2248,7,11,7,11,14
2249,2249,15,15,7,14,9
2250,2250,16,9,14,12,12
2251,2251,9,15,14,10,8
2252,2252,12,15,9,10,14
2253,2253,12,16,8,14,7
2254,2254,8,14,15,10,13
2255,2255,77,71,62,70,79
2256,2256,7,16,13,7,9
2257,2257,15,12,10,10,8
2258,2258,8,12,8,8,8
2259,2259,12,13,13,10,6
2260,2260,9,12,14,14,10
2261,2261,13,12,16,7,16
2262,2262,6,14,10,13,7
2263,2263,11,14,10,14,12
2264,2264,13,8,7,8,8
2265,2265,15,11,11,10,11
2266,2266,11,11,10,7,12
2267,2267,6,8,8,15,13
2268,2268,9,15,11,6,13
2269,2269,7,11,10,14,13
2270,2270,9,14,11,15,10
2271,2271,6,12,9,7,8
2272,2272,5,6,14,7,12
2273,2273,15,7,14,5,7
2274,2274,7,15,8,15,14
2275,2275,12,12,8,11,16
2276,2276,12,6,7,6,10
2277,2277,9,9,16,12,11
2278,2278,14,7,5,5,13
2279,2279,7,15,11,9,11
2280,2280,13,15,10,15,8
2281,2281,75,72,66,73,75
2282,2282,16,6,14,9,10
2283,2283,16,7,9,14,13
2284,2284,11,7,11,12,11
2285,2285,14,12,12,10,9
2286,2286,75,71,64,73,75
2287,2287,14,14,13,7,6
2288,2288,14,8,9,13,15
2289,2289,13,7,6,5,14
2290,2290,15,11,13,12,6
2291,2291,14,10,15,9,8
2292,2292,9,15,8,10,9
2293,2293,8,7,11,7,9
2294,2294,11,6,9,13,6
2295,2295,14,14,8,11,8
2296,2296,7,11,16,9,15
2297,2297,14,11,10,13,7
2298,2298,16,15,8,12,10
2299,2299,15,11,16,7,8
2300,2300,11,14,11,15,16
2301,2301,76,74,68,69,75
2302,2302,15,16,14,7,10
2303,2303,6,16,16,12,11
2304,2304,10,6,12,7,14
2305,2305,9,8,8,15,16
2306,2306,9,12,14,7,8
2307,2307,13,8,14,10,12
2308,2308,74,73,64,72,75
2309,2309,12,6,12,11,14
2310,2310,8,10,14,13,15
2311,2311,6,14,11,11,10
2312,2312,11,8,10,6,11
2313,2313,14,13,8,7,8
2314,2314,11,8,12,12,8
2315,2315,9,6,16,13,9
2316,2316,12,10,8,8,13
2317,2317,12,14,6,14,9
2318,2318,9,6,6,9,11
2319,2319,16,15,6,7,15
2320,2320,13,6,12,14,13
2321,2321,9,8,8,6,8
2322,2322,13,9,14,11,13
2323,2323,12,15,11,12,15
2324,2324,13,15,14,16,11
2325,2325,12,9,10,8,12
2326,2326,74,69,61,75,77
2327,2327,16,11,13,10,9
2328,2328,10,7,15,16,9
2329,2329,11,7,5,12,14
2330,2330,9,15,12,14,6
2331,2331,14,11,8,11,12
2332,2332,9,11,13,9,6
2333,2333,76,71,66,70,74
2334,2334,8,10,9,7,8
2335,2335,15,12,13,9,6
2336,2336,13,13,14,14,8
2337,2337,13,8,11,16,10
2338,2338,6,9,10,12,14
2339,2339,13,14,9,14,16
2340,2340,5,8,10,14,8
2341,2341,11,14,13,11,13
2342,2342,13,11,8,9,7
2343,2343,6,8,13,15,12
2344,2344,11,7,11,7,11
2345,2345,8,11,12,10,7
2346,2346,75,65,80,72,76
2347,2347,14,13,10,12,9
2348,2348,12,12,8,9,15
2349,2349,15,7,13,13,12
2350,2350,73,74,70,77,73
2351,2351,8,9,15,16,8
2352,2352,6,5,5,11,7
2353,2353,11,8,8,9,6
2354,2354,10,14,9,10,9
2355,2355,15,12,15,12,11
2356,2356,6,7,8,9,6
2357,2357,7,13,11,6,7
2358,2358,9,12,12,14,13
2359,2359,14,15,10,15,10
2360,2360,11,7,15,10,14
2361,2361,15,10,11,6,9
2362,2362,10,6,7,13,10
2363,2363,11,11,9,13,10
2364,2364,8,15,14,15,14
2365,2365,14,5,13,9,12
2366,2366,7,12,13,14,10
2367,2367,8,10,15,10,9
2368,2368,12,10,12,10,8
2369,2369,14,8,15,10,8
2370,2370,13,15,14,9,8
2371,2371,6,8,14,9,7
2372,2372,13,11,9,8,8
2373,2373,9,6,7,11,10
2374,2374,14,9,7,7,14
2375,2375,16,14,10,9,11
2376,2376,10,6,7,6,6
2377,2377,14,8,12,12,7
2378,2378,14,6,11,11,11
2379,2379,6,8,14,11,12
2380,2380,72,72,70,75,72
2381,2381,16,14,14,10,9
2382,2382,71,72,73,75,76
2383,2383,13,7,10,9,7
2384,2384,11,14,11,14,15
2385,2385,12,11,10,11,13
2386,2386,15,11,15,9,7
2387,2387,12,13,14,6,11
2388,2388,12,14,13,6,16
2389,2389,6,9,6,7,10
2390,2390,14,9,11,11,8
2391,2391,9,8,7,9,9
2392,2392,68,76,74,77,73
2393,2393,6,7,10,15,15
2394,2394,16,7,9,13,13
2395,2395,12,8,9,10,11
2396,2396,13,9,13,14,7
2397,2397,7,9,11,7,6
2398,2398,7,14,10,8,16
2399,2399,8,7,9,7,8
2400,2400,7,7,13,12,10
2401,2401,6,9,13,12,13
2402,2402,8,7,7,11,15
2403,2403,7,14,10,11,13
2404,2404,8,14,11,15,9
2405,2405,11,8,11,5,6
2406,2406,7,14,13,11,11
2407,2407,10,6,6,11,11
2408,2408,77,71,67,73,76
2409,2409,8,8,8,10,5
2410,2410,9,10,12,13,7
2411,2411,8,14,7,14,7
2412,2412,73,70,69,74,76
2413,2413,10,13,12,14,7
2414,2414,11,16,12,11,14
2415,2415,13,14,6,14,15
2416,2416,14,9,10,15,14
2417,2417,12,9,16,15,16
2418,2418,9,5,9,11,9
2419,2419,14,14,9,13,10
2420,2420,12,14,14,12,5
2421,2421,10,14,7,11,11
2422,2422,10,15,8,14,10
2423,2423,7,13,9,12,9
2424,2424,10,11,12,11,11
2425,2425,13,9,6,12,10
2426,2426,8,15,9,7,13
2427,2427,15,13,13,7,12
2428,2428,13,8,9,10,12
2429,2429,16,9,9,14,13
2430,2430,9,12,13,14,14
2431,2431,7,16,6,9,12
2432,2432,8,6,14,14,12
2433,2433,13,10,6,11,16
2434,2434,7,7,11,11,14
2435,2435,11,8,13,12,15
2436,2436,8,15,15,11,12
2437,2437,76,69,69,74,76
2438,2438,8,6,13,12,11
2439,2439,10,10,6,16,15
2440,2440,11,8,13,9,15
2441,2441,7,10,10,9,9
2442,2442,11,11,10,10,16
2443,2443,11,7,13,15,10
2444,2444,13,8,11,14,6
2445,2445,75,72,69,76,76
2446,2446,6,8,11,8,10
2447,2447,13,12,5,8,15
2448,2448,10,8,14,15,16
2449,2449,7,16,9,8,8
2450,2450,6,14,15,10,16
2451,2451,8,7,14,14,7
2452,2452,15,13,13,14,16
2453,2453,12,10,12,8,9
2454,2454,7,16,6,11,11
2455,2455,5,13,9,8,11
2456,2456,15,10,15,9,11
2457,2457,12,14,9,8,13
2458,2458,10,9,10,15,15
2459,2459,72,68,66,75,78
2460,2460,5,6,6,5,5
2461,2461,78,65,65,72,79
2462,2462,75,62,75,73,81
2463,2463,10,8,10,7,14
2464,2464,15,16,16,9,13
2465,2465,8,6,12,9,13
2466,2466,7,16,14,6,16
2467,2467,7,10,10,10,8
2468,2468,7,13,6,9,15
2469,2469,16,13,14,12,6
2470,2470,9,13,7,14,11
2471,2471,7,11,9,5,9
2472,2472,72,74,69,72,75
2473,2473,73,73,66,72,74
2474,2474,8,11,14,12,7
2475,2475,14,7,15,6,8
2476,2476,76,71,72,70,75
2477,2477,7,7,5,10,7
2478,2478,7,13,14,13,15
2479,2479,13,9,13,10,14
2480,2480,8,7,7,14,13
2481,2481,13,7,5,8,15
2482,2482,9,6,9,12,12
2483,2483,75,72,71,74,77
2484,2484,7,10,8,10,8
2485,2485,13,7,7,14,8
2486,2486,73,70,63,78,76
2487,2487,14,9,11,6,7
2488,2488,9,11,11,9,6
2489,2489,15,13,6,13,9
2490,2490,14,6,13,16,12
2491,2491,9,14,8,10,11
2492,2492,12,16,8,12,7
2493,2493,9,10,8,13,5
2494,2494,13,8,16,10,8
2495,2495,11,11,7,11,11
2496,2496,8,8,9,10,12
2497,2497,13,12,12,6,12
2498,2498,5,7,12,8,5
2499,2499,10,10,14,15,11
2500,2500,12,10,11,15,6
2501,2501,13,14,14,9,14
2502,2502,11,9,10,13,8
2503,2503,13,15,10,15,14
2504,2504,13,9,13,10,6
2505,2505,15,16,13,13,9
2506,2506,12,12,9,15,6
2507,2507,75,68,69,71,78
2508,2508,12,13,7,5,10
2509,2509,12,7,5,6,11
2510,2510,15,12,14,6,15
2511,2511,7,15,13,11,7
2512,2512,16,13,8,12,9
2513,2513,7,8,7,7,5
2514,2514,13,7,12,16,11
2515,2515,15,10,7,14,11
2516,2516,73,70,72,73,79
2517,2517,8,6,11,15,6
2518,2518,11,12,13,15,11
2519,2519,6,11,9,10,5
2520,2520,76,68,70,75,78
2521,2521,13,9,7,13,7
2522,2522,11,11,14,10,7
2523,2523,13,14,10,16,9
2524,2524,6,10,8,12,9
2525,2525,16,14,7,15,8
2526,2526,7,11,14,8,9
2527,2527,9,9,14,7,10
2528,2528,6,10,6,9,7
2529,2529,12,10,7,10,8
2530,2530,5,11,10,14,12
2531,2531,7,7,14,13,13
2532,2532,13,6,8,10,8
2533,2533,14,6,13,11,5
2534,2534,13,8,6,7,6
2535,2535,12,15,11,10,7
2536,2536,14,8,13,10,15
2537,2537,12,11,9,13,10
2538,2538,9,8,16,7,15
2539,2539,9,15,11,6,13
2540,2540,15,8,9,15,9
2541,2541,9,8,6,13,7
2542,2542,6,9,16,15,13
2543,2543,8,15,11,7,15
2544,2544,6,8,6,11,8
2545,2545,13,14,7,12,16
2546,2546,10,6,9,13,11
2547,2547,11,9,13,14,11
2548,2548,11,8,12,11,6
2549,2549,73,74,68,71,75
2550,2550,15,12,12,12,13
2551,2551,14,8,16,6,15
2552,2552,10,7,13,13,7
2553,2553,10,8,5,7,11
2554,2554,8,12,9,8,6
2555,2555,13,15,7,14,9
2556,2556,9,13,11,5,7
2557,2557,10,11,6,13,9
2558,2558,6,8,13,15,7
2559,2559,8,10,12,13,16
2560,2560,13,8,6,9,10
2561,2561,10,8,9,16,9
2562,2562,11,5,13,7,12
2563,2563,73,68,73,74,73
2564,2564,11,15,9,14,7
2565,2565,6,12,13,8,15
2566,2566,15,8,10,14,6
2567,2567,10,12,10,9,15
2568,2568,8,14,12,9,14
2569,2569,6,13,11,13,8
2570,2570,11,12,12,14,13
2571,2571,12,6,8,9,12
2572,2572,14,11,10,11,6
2573,2573,5,12,7,8,9
2574,2574,74,69,66,73,77
2575,2575,14,9,12,12,9
2576,2576,6,15,12,10,6
2577,2577,77,64,79,68,79
2578,2578,76,69,66,74,74
2579,2579,15,15,18,8,7
2580,2580,10,15,6,6,7
2581,2581,14,8,13,10,7
2582,2582,6,15,10,15,6
2583,2583,11,15,6,7,15
2584,2584,14,14,7,11,9
2585,2585,10,14,10,12,10
2586,2586,73,68,68,75,75
2587,2587,77,71,68,73,74
2588,2588,7,12,6,8,10
2589,2589,7,11,7,9,9
2590,2590,10,16,7,11,13
2591,2591,16,11,14,14,15
2592,2592,12,7,8,7,12
2593,2593,13,7,11,14,11
2594,2594,15,8,13,9,9
2595,2595,6,11,12,11,12
2596,2596,73,77,69,76,66
2597,2597,10,8,6,9,11
2598,2598,14,5,10,7,15
2599,2599,7,16,9,14,15
2600,2600,10,12,13,6,14
2601,2601,14,13,10,11,11
2602,2602,13,12,12,10,9
2603,2603,72,71,62,75,75
2604,2604,73,68,66,75,75
2605,2605,10,6,9,11,7
2606,2606,9,15,15,14,6
2607,2607,71,74,67,72,73
2608,2608,9,10,6,12,16
2609,2609,8,14,13,9,6
2610,2610,7,12,13,7,12
2611,2611,11,13,16,8,10
2612,2612,16,11,11,12,8
2613,2613,9,15,10,7,6
2614,2614,9,8,14,12,8
2615,2615,15,15,9,6,9
2616,2616,11,11,7,6,12
2617,2617,10,11,6,9,12
2618,2618,11,7,9,14,10
2619,2619,10,7,16,15,14
2620,2620,6,11,10,8,7
2621,2621,13,7,8,14,7
2622,2622,5,7,11,10,14
2623,2623,6,6,11,13,10
2624,2624,10,12,10,9,7
2625,2625,13,6,8,15,6
2626,2626,16,16,15,15,8
2627,2627,6,5,11,6,8
2628,2628,13,10,8,12,13
2629,2629,14,12,7,9,12
2630,2630,13,14,9,9,7
2631,2631,15,8,6,10,8
2632,2632,11,10,9,8,9
2633,2633,7,6,11,14,12
2634,2634,9,9,13,11,11
2635,2635,12,10,7,8,15
2636,2636,12,14,8,15,11
2637,2637,14,12,15,16,13
2638,2638,14,7,13,9,9
2639,2639,13,7,11,13,7
2640,2640,75,71,63,74,73
2641,2641,10,8,11,15,9
2642,2642,11,14,15,12,16
2643,2643,13,8,10,6,12
2644,2644,14,10,12,8,12
2645,2645,10,9,12,10,8
2646,2646,12,12,11,8,12
2647,2647,74,67,66,72,79
2648,2648,5,14,6,6,9
2649,2649,11,14,6,15,7
2650,2650,12,11,15,12,14
2651,2651,8,13,11,12,13
2652,2652,16,9,10,14,12
2653,2653,12,11,13,12,11
2654,2654,15,16,12,9,15
2655,2655,11,13,16,14,6
2656,2656,10,8,9,14,8
2657,2657,74,71,67,72,75
2658,2658,15,7,14,11,14
2659,2659,6,8,10,16,13
2660,2660,12,6,15,8,8
2661,2661,71,71,68,71,78
2662,2662,11,8,13,16,7
2663,2663,13,10,11,6,10
2664,2664,8,12,14,8,14
2665,2665,13,14,14,12,13
2666,2666,12,9,9,9,13
2667,2667,5,8,5,13,12
2668,2668,11,10,12,10,8
2669,2669,12,13,11,10,7
2670,2670,7,9,7,14,16
2671,2671,13,8,9,8,8
2672,2672,9,15,13,7,13
2673,2673,74,70,67,71,77
2674,2674,15,5,9,13,14
2675,2675,14,14,9,14,14
2676,2676,10,8,11,13,10
2677,2677,7,16,12,11,14
2678,2678,14,6,13,13,7
2679,2679,6,6,13,15,10
2680,2680,8,15,11,11,15
2681,2681,12,13,7,12,9
2682,2682,74,69,76,69,77
2683,2683,15,6,12,8,16
2684,2684,15,12,12,12,8
2685,2685,11,12,12,14,15
2686,2686,11,12,16,12,14
2687,2687,8,16,13,6,13
2688,2688,74,64,63,74,79
2689,2689,5,6,11,14,14
2690,2690,13,13,15,16,7
2691,2691,14,9,13,9,11
2692,2692,11,8,10,10,9
2693,2693,13,16,8,8,16
2694,2694,11,11,7,11,12
2695,2695,12,12,10,9,7
2696,2696,7,12,9,14,11
2697,2697,7,10,13,9,9
2698,2698,11,7,15,15,11
2699,2699,6,15,5,11,9
2700,2700,9,11,8,6,6
2701,2701,10,13,8,15,10
2702,2702,10,9,8,8,14
2703,2703,9,5,11,6,6
2704,2704,6,14,10,12,11
2705,2705,10,9,10,11,7
2706,2706,54,41,43,40,51
2707,2707,11,8,8,7,11
2708,2708,13,12,9,14,9
2709,2709,12,12,11,10,9
2710,2710,14,10,10,14,6
2711,2711,13,6,9,12,6
2712,2712,7,11,9,6,14
2713,2713,13,16,11,6,14
2714,2714,6,9,14,15,10
2715,2715,12,11,11,10,7
2716,2716,9,14,12,12,13
2717,2717,11,9,7,7,9
2718,2718,72,70,77,73,75
2719,2719,8,15,16,11,10
2720,2720,10,9,9,6,10
2721,2721,16,15,13,10,14
2722,2722,73,71,70,69,73
2723,2723,72,70,67,72,74
2724,2724,18,16,13,15,15
2725,2725,13,11,10,10,12
2726,2726,12,9,12,9,13
2727,2727,12,16,7,15,9
2728,2728,12,8,6,11,12
2729,2729,7,12,13,15,14
2730,2730,15,12,6,9,11
2731,2731,11,9,7,12,11
2732,2732,14,7,15,7,10
2733,2733,12,6,10,15,9
2734,2734,12,9,14,15,12
2735,2735,6,8,10,12,10
2736,2736,6,9,9,8,6
2737,2737,8,9,15,16,8
2738,2738,9,6,10,7,8
2739,2739,73,73,66,74,74
2740,2740,10,13,10,11,12
2741,2741,14,8,11,13,9
2742,2742,7,9,15,6,16
2743,2743,7,13,8,12,5
2744,2744,7,10,12,12,6
2745,2745,13,6,11,15,9
2746,2746,16,11,7,15,11
2747,2747,8,15,11,16,14
2748,2748,73,68,66,74,75
2749,2749,6,11,11,13,13
2750,2750,9,15,11,13,16
2751,2751,11,15,8,11,14
2752,2752,10,9,15,9,15
2753,2753,8,11,14,6,8
2754,2754,7,11,6,7,10
2755,2755,11,12,12,13,13
2756,2756,9,15,11,14,7
2757,2757,6,10,14,11,7
2758,2758,13,11,6,14,7
2759,2759,13,14,15,7,14
2760,2760,9,15,5,11,6
2761,2761,12,11,6,15,8
2762,2762,15,15,14,16,8
2763,2763,10,11,6,7,15
2764,2764,14,13,8,16,6
2765,2765,14,8,9,13,10
2766,2766,4,9,12,10,4
2767,2767,6,14,5,7,12
2768,2768,6,8,13,14,12
2769,2769,74,72,68,75,75
2770,2770,14,15,10,11,16
2771,2771,7,13,15,16,7
2772,2772,77,70,63,72,76
2773,2773,5,13,7,8,13
2774,2774,7,11,14,14,8
2775,2775,72,70,70,72,74
2776,2776,12,14,14,14,9
2777,2777,12,16,15,8,8
2778,2778,13,9,7,15,7
2779,2779,7,11,15,10,15
2780,2780,81,62,65,70,82
2781,2781,8,11,14,16,12
2782,2782,5,5,5,5,5
2783,2783,16,9,8,9,7
2784,2784,7,14,8,10,13
2785,2785,13,14,8,10,9
2786,2786,15,12,13,14,15
2787,2787,6,12,14,14,14
2788,2788,16,10,9,13,14
2789,2789,12,9,9,7,16
2790,2790,8,6,6,14,14
2791,2791,12,11,11,11,9
2792,2792,71,69,68,75,73
2793,2793,12,10,7,9,14
2794,2794,10,8,11,14,13
2795,2795,14,12,15,10,7
2796,2796,73,72,66,75,71
2797,2797,16,7,12,16,10
2798,2798,15,12,9,6,11
2799,2799,8,8,11,9,8
2800,2800,9,7,14,9,8
2801,2801,72,70,66,72,75
2802,2802,7,12,9,10,11
2803,2803,8,14,14,6,6
2804,2804,10,14,6,11,8
2805,2805,12,8,9,8,10
2806,2806,6,11,7,16,8
2807,2807,11,6,6,13,7
2808,2808,15,14,7,15,11
2809,2809,14,9,12,10,14
2810,2810,78,67,66,71,73
2811,2811,12,7,12,5,9
2812,2812,71,70,72,73,75
2813,2813,70,71,90,74,73
2814,2814,10,13,13,15,7
2815,2815,6,13,8,13,8
2816,2816,16,15,6,10,15
2817,2817,13,9,10,9,13
2818,2818,8,7,6,15,13
2819,2819,6,11,9,15,9
2820,2820,10,13,15,7,15
2821,2821,6,9,11,7,5
2822,2822,15,8,16,14,12
2823,2823,7,7,13,9,12
2824,2824,12,16,10,6,8
2825,2825,7,11,9,12,9
2826,2826,7,7,13,12,11
2827,2827,12,16,7,9,16
2828,2828,11,10,13,15,14
2829,2829,9,8,8,7,12
2830,2830,16,7,13,12,12
2831,2831,13,10,7,11,11
2832,2832,16,13,12,11,11
2833,2833,10,10,14,14,14
2834,2834,7,9,14,14,9
2835,2835,11,9,9,14,6
2836,2836,11,13,11,8,16
2837,2837,10,9,12,15,15
2838,2838,13,14,11,10,7
2839,2839,11,9,8,11,7
2840,2840,78,67,68,69,78
2841,2841,10,5,5,10,10
2842,2842,10,10,12,14,12
2843,2843,10,14,15,9,8
