int_attacking_id,int_player_id,int_crossing,int_finishing,int_heading_accuracy,int_short_passing,int_volleys
2655,2655,74,53,59,71,60
2656,2656,61,66,33,76,45
2657,2657,13,9,10,16,9
2658,2658,67,67,52,75,58
2659,2659,68,65,47,70,69
2660,2660,65,58,64,77,60
2661,2661,20,18,15,38,13
2662,2662,65,77,65,72,64
2663,2663,73,70,50,67,58
2664,2664,74,60,54,73,58
2665,2665,68,47,72,65,34
2666,2666,74,23,59,69,24
2667,2667,52,26,71,75,41
2668,2668,77,70,55,69,61
2669,2669,71,71,58,69,62
2670,2670,45,35,74,64,27
2671,2671,69,57,61,70,45
2672,2672,67,63,57,71,55
2673,2673,12,6,11,17,6
2674,2674,69,60,70,74,72
2675,2675,47,41,65,73,38
2676,2676,70,64,44,75,62
2677,2677,41,41,76,66,54
2678,2678,39,82,77,66,70
2679,2679,73,55,64,68,59
2680,2680,71,71,64,66,66
2681,2681,69,73,56,66,64
2682,2682,14,12,13,33,12
2683,2683,44,73,77,67,77
2684,2684,44,32,68,71,41
2685,2685,51,75,72,63,65
2686,2686,68,69,61,74,59
2687,2687,66,64,55,74,62
2688,2688,15,14,16,26,12
2689,2689,70,70,45,70,56
2690,2690,52,47,69,73,47
2691,2691,62,72,61,71,64
2692,2692,49,43,73,53,44
2693,2693,72,72,41,75,63
2694,2694,33,21,78,65,24
2695,2695,75,64,53,83,61
2696,2696,66,35,67,71,53
2697,2697,79,55,65,72,59
2698,2698,68,73,73,70,65
2699,2699,64,50,71,64,23
2700,2700,70,65,43,73,66
2701,2701,68,72,56,80,35
2702,2702,55,33,58,77,46
2703,2703,40,42,44,71,48
2704,2704,68,64,77,75,60
2705,2705,57,38,71,64,41
2706,2706,60,36,81,59,28
2707,2707,64,57,69,72,55
2708,2708,59,57,60,74,55
2709,2709,32,25,70,50,35
2710,2710,69,68,46,72,66
2711,2711,67,67,43,76,65
2712,2712,34,42,76,64,24
2713,2713,73,70,69,73,71
2714,2714,68,60,80,73,61
2715,2715,37,30,71,62,30
2716,2716,71,28,72,68,35
2717,2717,71,64,42,75,74
2718,2718,12,11,13,35,14
2719,2719,67,65,65,70,51
2720,2720,72,53,68,70,49
2721,2721,67,69,70,74,67
2722,2722,10,18,18,39,17
2723,2723,16,14,19,30,16
2724,2724,75,72,77,73,61
2725,2725,75,66,45,68,63
2726,2726,61,55,65,77,61
2727,2727,73,62,61,75,72
2728,2728,68,69,58,77,63
2729,2729,66,65,60,65,65
2730,2730,71,71,59,74,76
2731,2731,76,58,48,80,70
2732,2732,59,55,81,75,53
2733,2733,71,34,56,68,45
2734,2734,55,43,75,60,53
2735,2735,74,69,55,74,54
2736,2736,71,70,62,73,68
2737,2737,71,65,72,79,62
2738,2738,60,70,55,73,70
2739,2739,13,18,13,32,19
2740,2740,75,39,49,70,41
2741,2741,51,34,70,73,35
2742,2742,52,56,79,75,47
2743,2743,62,64,58,76,66
2744,2744,54,75,68,64,77
2745,2745,77,58,61,72,54
2746,2746,70,70,55,76,61
2747,2747,74,59,64,75,51
2748,2748,14,10,14,25,12
2749,2749,72,51,64,69,45
2750,2750,62,59,25,77,64
2751,2751,77,74,59,71,66
2752,2752,68,66,58,75,48
2753,2753,69,73,49,76,49
2754,2754,40,32,75,68,32
2755,2755,42,42,73,70,38
2756,2756,78,64,33,72,46
2757,2757,63,68,51,74,48
2758,2758,32,79,75,72,69
2759,2759,69,21,60,70,30
2760,2760,72,70,67,73,72
2761,2761,70,43,55,71,34
2762,2762,85,51,65,75,64
2763,2763,31,76,76,60,59
2764,2764,69,64,63,71,73
2765,2765,65,40,76,73,38
2766,2766,65,77,61,71,75
2767,2767,77,66,58,76,53
2768,2768,57,61,47,78,56
2769,2769,13,7,11,17,6
2770,2770,39,80,70,66,67
2771,2771,79,70,61,79,65
2772,2772,20,16,16,31,12
2773,2773,70,72,68,67,61
2774,2774,80,64,66,76,74
2775,2775,12,10,13,24,12
2776,2776,47,18,75,63,32
2777,2777,72,41,64,70,40
2778,2778,74,60,71,75,66
2779,2779,41,42,80,69,26
2780,2780,12,12,17,22,12
2781,2781,72,59,33,75,74
2782,2782,72,30,63,68,39
2783,2783,57,32,51,71,22
2784,2784,54,79,63,66,77
2785,2785,39,52,78,67,49
2786,2786,30,25,78,59,22
2787,2787,72,65,55,72,74
2788,2788,66,67,46,68,61
2789,2789,56,52,58,74,42
2790,2790,69,75,60,76,78
2791,2791,32,77,71,66,66
2792,2792,18,20,14,23,18
2793,2793,59,76,77,65,64
2794,2794,63,73,47,76,67
2795,2795,66,67,40,73,66
2796,2796,12,11,11,25,13
2797,2797,36,33,79,58,22
2798,2798,66,46,57,71,38
2799,2799,77,63,61,71,69
2800,2800,69,69,49,68,56
2801,2801,12,13,13,21,11
2802,2802,67,71,63,72,60
2803,2803,68,66,51,76,66
2804,2804,61,29,70,66,38
2805,2805,65,73,39,70,70
2806,2806,71,60,43,70,52
2807,2807,51,30,78,62,38
2808,2808,43,40,70,56,36
2809,2809,70,72,70,76,68
2810,2810,13,8,13,21,9
2811,2811,50,61,58,75,46
2812,2812,12,8,14,15,12
2813,2813,20,16,14,31,13
2814,2814,72,71,67,71,69
2815,2815,54,31,71,62,32
2816,2816,83,54,53,65,45
2817,2817,61,67,60,74,59
2818,2818,76,51,39,70,52
2819,2819,69,70,63,68,71
2820,2820,79,48,61,73,63
2821,2821,68,60,50,77,72
2822,2822,54,52,60,69,45
2823,2823,65,68,58,64,52
2824,2824,65,70,62,68,74
2825,2825,59,51,68,73,32
2826,2826,56,45,55,73,26
2827,2827,80,51,64,73,59
2828,2828,66,77,62,66,65
2829,2829,74,57,71,75,55
2830,2830,65,74,62,72,73
2831,2831,65,54,67,66,42
2832,2832,68,73,64,69,64
2833,2833,69,75,64,72,62
2834,2834,67,65,44,75,62
2835,2835,39,30,73,63,33
2836,2836,52,75,76,71,68
2837,2837,38,35,72,65,26
2838,2838,65,69,57,68,69
2839,2839,29,45,73,68,55
2840,2840,10,10,17,35,10
2841,2841,69,45,70,72,33
2842,2842,38,32,73,69,33
2843,2843,36,77,76,63,60
2844,2844,55,36,74,66,38
2845,2845,65,70,51,66,57
2846,2846,71,54,63,69,47
2847,2847,29,38,80,66,28
2848,2848,68,38,57,69,40
2849,2849,71,47,63,83,53
2850,2850,56,52,63,74,52
2851,2851,72,32,62,67,33
2852,2852,73,70,52,73,61
2853,2853,67,66,54,67,63
2854,2854,69,53,65,74,53
2855,2855,71,66,48,65,55
2856,2856,71,68,59,67,57
2857,2857,65,66,56,68,70
2858,2858,60,45,71,65,35
2859,2859,65,70,74,72,72
2860,2860,15,15,16,24,14
2861,2861,73,54,64,70,58
2862,2862,70,68,60,66,60
2863,2863,21,13,15,25,14
2864,2864,62,74,61,69,66
2865,2865,40,73,77,67,76
2866,2866,66,71,47,75,72
2867,2867,64,46,71,75,68
2868,2868,66,69,32,69,55
2869,2869,16,20,18,12,17
2870,2870,74,65,54,75,73
2871,2871,54,77,73,65,69
2872,2872,60,46,51,73,40
2873,2873,77,67,52,77,68
2874,2874,70,53,62,68,58
2875,2875,18,11,12,28,16
2876,2876,66,28,68,73,37
2877,2877,67,30,68,72,31
2878,2878,72,40,59,73,48
2879,2879,69,38,64,68,39
2880,2880,51,40,75,70,44
2881,2881,30,22,79,53,20
2882,2882,67,33,70,66,32
2883,2883,71,56,58,78,62
2884,2884,70,66,77,67,61
2885,2885,75,52,54,70,47
2886,2886,73,46,65,71,53
2887,2887,72,70,32,72,46
2888,2888,70,71,54,72,72
2889,2889,61,32,83,66,39
2890,2890,40,22,72,65,58
2891,2891,68,38,70,65,28
2892,2892,49,25,74,67,30
2893,2893,14,10,14,18,10
2894,2894,62,76,73,65,74
2895,2895,36,34,74,63,56
2896,2896,70,66,60,79,65
2897,2897,11,13,11,31,11
2898,2898,32,23,69,71,28
2899,2899,72,35,61,67,36
2900,2900,69,45,73,71,39
2901,2901,69,53,47,74,64
2902,2902,21,20,18,31,20
2903,2903,40,29,70,71,28
2904,2904,76,61,43,67,63
2905,2905,55,75,76,66,67
2906,2906,71,53,46,75,40
2907,2907,37,23,76,54,26
2908,2908,55,53,63,75,56
2909,2909,71,74,58,69,68
2910,2910,51,79,72,57,63
2911,2911,69,65,61,77,67
2912,2912,72,58,62,64,51
2913,2913,73,61,64,77,59
2914,2914,48,73,69,66,66
2915,2915,43,23,76,70,30
2916,2916,14,15,18,23,16
2917,2917,51,75,76,66,73
2918,2918,70,22,60,66,38
2919,2919,64,55,73,69,60
2920,2920,72,60,28,71,68
2921,2921,67,69,46,71,65
2922,2922,58,39,68,67,58
2923,2923,70,43,54,70,35
2924,2924,68,66,65,76,64
2925,2925,58,56,60,70,44
2926,2926,75,63,65,69,58
2927,2927,71,40,65,70,37
2928,2928,10,9,11,23,6
2929,2929,73,23,64,66,35
2930,2930,64,73,80,66,68
2931,2931,17,27,77,55,23
2932,2932,66,76,57,68,69
2933,2933,65,58,63,75,64
2934,2934,71,75,70,69,72
2935,2935,64,76,73,72,63
2936,2936,73,49,58,74,39
2937,2937,51,75,77,69,76
2938,2938,70,65,57,77,63
2939,2939,70,65,46,74,70
2940,2940,65,71,70,67,64
2941,2941,72,69,64,66,56
2942,2942,17,20,30,36,19
2943,2943,70,56,76,70,54
2944,2944,12,13,21,44,12
2945,2945,73,44,64,69,60
2946,2946,58,65,44,77,60
2947,2947,77,62,51,67,43
2948,2948,66,71,55,74,70
2949,2949,64,73,59,69,72
2950,2950,75,68,62,72,43
2951,2951,60,76,79,66,74
2952,2952,48,24,76,70,66
2953,2953,57,41,55,74,47
2954,2954,70,72,63,75,73
2955,2955,66,41,53,70,41
2956,2956,70,43,67,69,44
2957,2957,71,47,67,71,43
2958,2958,72,40,59,68,49
2959,2959,70,62,65,76,64
2960,2960,20,16,21,27,20
2961,2961,55,73,58,73,53
2962,2962,56,74,77,64,63
2963,2963,70,66,45,72,59
2964,2964,11,10,14,27,15
2965,2965,39,25,74,67,40
2966,2966,57,42,72,75,28
2967,2967,43,39,74,71,35
2968,2968,30,28,77,56,21
2969,2969,74,71,61,77,77
2970,2970,62,75,73,68,69
2971,2971,76,66,56,75,59
2972,2972,68,34,66,66,44
2973,2973,77,59,42,62,59
2974,2974,38,38,64,64,35
2975,2975,67,60,71,80,65
2976,2976,79,54,66,72,60
2977,2977,58,79,82,69,79
2978,2978,70,48,53,66,45
2979,2979,74,57,70,77,65
2980,2980,67,41,67,72,52
2981,2981,72,63,39,72,52
2982,2982,65,76,59,72,59
2983,2983,63,74,74,72,61
2984,2984,11,9,19,33,15
2985,2985,65,68,47,73,70
2986,2986,60,47,52,67,35
2987,2987,75,73,60,76,63
2988,2988,66,54,46,71,48
2989,2989,64,73,59,76,64
2990,2990,60,69,51,79,56
2991,2991,72,57,62,73,51
2992,2992,62,75,70,69,71
2993,2993,60,75,75,64,69
2994,2994,54,42,72,72,29
2995,2995,43,31,79,62,32
2996,2996,20,13,19,12,13
2997,2997,46,36,74,64,42
2998,2998,41,75,73,66,76
2999,2999,67,59,70,71,62
3000,3000,79,67,36,70,70
3001,3001,84,71,56,74,62
3002,3002,13,12,11,52,12
3003,3003,74,47,64,72,50
3004,3004,71,59,50,79,66
3005,3005,46,36,76,68,44
3006,3006,76,45,69,74,55
3007,3007,66,68,67,70,62
3008,3008,63,64,59,74,55
3009,3009,47,49,72,60,55
3010,3010,69,66,49,76,65
3011,3011,39,39,81,52,24
3012,3012,68,75,48,69,71
3013,3013,35,25,76,62,26
3014,3014,68,75,61,71,64
3015,3015,67,51,25,69,64
3016,3016,69,63,58,72,66
3017,3017,64,69,43,70,63
3018,3018,74,41,64,69,34
3019,3019,64,46,64,74,59
3020,3020,69,68,50,73,65
3021,3021,71,68,72,73,56
3022,3022,77,46,75,69,42
3023,3023,50,76,78,63,63
3024,3024,67,38,68,70,51
3025,3025,71,70,56,71,49
3026,3026,11,12,13,24,13
3027,3027,14,17,16,24,17
3028,3028,30,40,79,59,29
3029,3029,63,60,53,76,56
3030,3030,66,45,68,64,41
3031,3031,47,73,62,62,65
3032,3032,36,76,69,65,64
3033,3033,80,62,57,76,66
3034,3034,65,69,54,64,59
3035,3035,46,43,59,73,33
3036,3036,66,62,45,74,54
3037,3037,65,38,54,52,34
3038,3038,58,62,62,76,59
3039,3039,46,30,71,67,26
3040,3040,70,69,43,76,64
3041,3041,49,30,75,60,30
3042,3042,60,38,44,65,40
3043,3043,76,64,38,79,75
3044,3044,76,62,60,78,73
3045,3045,63,81,70,69,65
3046,3046,61,79,76,66,74
3047,3047,75,57,60,74,60
3048,3048,55,48,73,64,53
3049,3049,69,58,44,72,62
3050,3050,24,14,13,34,12
3051,3051,73,65,40,69,51
3052,3052,45,43,69,60,30
3053,3053,65,60,40,68,61
3054,3054,72,73,72,71,68
3055,3055,59,54,65,74,53
3056,3056,64,57,68,71,61
3057,3057,57,58,55,80,62
3058,3058,63,74,74,68,74
3059,3059,30,28,74,65,46
3060,3060,22,35,75,50,37
3061,3061,38,32,73,69,33
3062,3062,56,32,73,70,42
3063,3063,68,68,61,76,67
3064,3064,65,63,66,73,50
3065,3065,68,69,67,71,68
3066,3066,60,20,65,63,14
3067,3067,74,56,42,78,74
3068,3068,42,42,69,71,42
3069,3069,69,50,72,67,24
3070,3070,30,36,70,63,30
3071,3071,71,68,59,77,71
3072,3072,74,64,58,72,56
3073,3073,73,63,36,74,61
3074,3074,67,62,60,72,64
3075,3075,69,58,50,80,48
3076,3076,45,75,72,62,66
3077,3077,79,61,55,76,64
3078,3078,58,52,70,77,47
3079,3079,11,10,10,26,10
3080,3080,58,60,71,76,35
3081,3081,68,28,59,70,31
3082,3082,74,41,69,74,42
3083,3083,70,59,66,70,43
3084,3084,70,58,61,81,57
3085,3085,51,41,74,68,36
3086,3086,9,13,9,38,13
3087,3087,73,31,61,64,35
3088,3088,73,39,62,69,47
3089,3089,62,47,74,68,51
3090,3090,68,63,56,70,51
3091,3091,70,75,68,65,76
3092,3092,71,48,59,67,64
3093,3093,63,71,60,72,68
3094,3094,22,15,14,32,16
3095,3095,67,48,64,67,47
3096,3096,47,35,66,69,40
3097,3097,70,71,53,73,66
3098,3098,66,62,70,77,60
3099,3099,66,44,51,61,39
3100,3100,66,61,44,75,65
3101,3101,68,69,59,69,66
3102,3102,57,47,72,69,50
3103,3103,69,69,52,73,59
3104,3104,43,76,68,70,56
3105,3105,73,66,59,71,69
3106,3106,45,28,82,42,29
3107,3107,73,35,69,72,43
3108,3108,11,14,11,48,14
3109,3109,54,75,74,63,72
3110,3110,15,15,13,29,12
3111,3111,46,72,78,77,74
3112,3112,72,65,42,69,54
3113,3113,57,38,29,80,45
3114,3114,64,65,52,70,51
3115,3115,65,59,62,75,53
3116,3116,72,48,66,69,20
3117,3117,54,44,76,65,51
3118,3118,73,75,52,70,57
3119,3119,65,38,48,76,47
3120,3120,75,57,59,73,53
3121,3121,50,35,72,74,39
3122,3122,65,40,47,68,41
3123,3123,12,10,16,12,10
3124,3124,28,35,74,64,37
3125,3125,58,24,73,59,24
3126,3126,52,39,74,67,44
3127,3127,44,35,71,59,33
3128,3128,12,13,12,28,11
3129,3129,68,37,62,65,38
3130,3130,64,32,71,65,41
3131,3131,68,62,44,68,50
3132,3132,43,48,71,70,43
3133,3133,69,67,39,73,64
3134,3134,69,65,49,77,56
3135,3135,68,64,58,66,58
3136,3136,71,62,62,69,51
3137,3137,69,56,69,76,45
3138,3138,68,68,49,71,57
3139,3139,64,59,45,77,52
3140,3140,72,52,64,69,59
3141,3141,62,69,66,71,63
3142,3142,76,66,56,76,72
3143,3143,69,67,58,68,66
3144,3144,65,65,44,75,57
3145,3145,65,34,75,71,32
3146,3146,45,65,73,71,50
3147,3147,67,46,64,70,44
3148,3148,68,72,64,68,71
3149,3149,71,67,55,67,69
3150,3150,52,74,80,65,69
3151,3151,74,66,22,74,68
3152,3152,67,68,54,63,42
3153,3153,48,80,74,59,67
3154,3154,70,48,54,75,68
3155,3155,65,69,39,68,55
3156,3156,63,70,49,65,58
3157,3157,63,51,43,73,49
3158,3158,58,53,37,72,46
3159,3159,72,49,68,69,36
3160,3160,60,76,73,72,75
3161,3161,73,50,60,68,57
3162,3162,57,58,56,74,60
3163,3163,42,47,73,59,33
3164,3164,63,47,76,75,48
3165,3165,60,75,70,68,72
3166,3166,70,64,55,71,62
3167,3167,58,70,73,66,70
3168,3168,18,18,12,29,15
3169,3169,56,45,55,76,21
3170,3170,48,30,74,69,24
3171,3171,42,40,69,72,38
3172,3172,65,66,67,73,48
3173,3173,59,72,47,75,69
3174,3174,69,60,59,74,50
3175,3175,74,65,32,77,63
3176,3176,18,14,17,16,13
3177,3177,68,73,62,71,69
3178,3178,69,71,62,71,64
3179,3179,69,73,68,75,78
3180,3180,67,55,67,73,44
3181,3181,32,37,76,67,32
3182,3182,67,45,69,71,31
3183,3183,40,48,77,58,46
3184,3184,67,69,59,71,59
3185,3185,12,16,14,27,12
3186,3186,78,30,57,67,33
3187,3187,82,62,49,72,67
3188,3188,48,60,62,75,45
3189,3189,47,74,77,75,70
3190,3190,60,56,54,76,56
3191,3191,74,65,57,75,70
3192,3192,66,68,43,72,55
3193,3193,66,71,46,68,44
3194,3194,76,53,58,73,51
3195,3195,65,67,46,67,67
3196,3196,74,55,54,72,65
3197,3197,14,30,70,60,15
3198,3198,52,74,85,62,81
3199,3199,80,56,30,65,57
3200,3200,49,51,75,65,38
3201,3201,12,14,15,26,13
3202,3202,76,30,60,68,39
3203,3203,68,75,67,65,60
3204,3204,65,66,47,67,45
3205,3205,71,55,69,71,44
3206,3206,73,71,43,69,43
3207,3207,70,65,64,79,69
3208,3208,63,63,52,73,56
3209,3209,64,55,71,69,54
3210,3210,59,59,46,75,42
3211,3211,35,30,68,69,31
3212,3212,52,71,65,60,67
3213,3213,21,13,13,37,12
3214,3214,39,24,73,65,23
3215,3215,66,55,63,73,56
3216,3216,74,30,68,70,36
3217,3217,67,73,74,70,64
3218,3218,65,65,51,72,56
3219,3219,73,67,63,73,67
3220,3220,21,40,72,61,25
3221,3221,69,70,74,73,72
3222,3222,22,32,73,63,23
3223,3223,64,48,57,69,35
3224,3224,14,16,20,26,16
3225,3225,58,55,80,68,60
3226,3226,71,69,60,71,63
3227,3227,66,35,53,67,34
3228,3228,72,44,62,68,48
3229,3229,69,64,46,65,60
3230,3230,51,51,73,72,39
3231,3231,39,20,73,64,30
3232,3232,37,27,73,68,26
3233,3233,57,74,79,66,69
3234,3234,72,62,43,70,38
3235,3235,45,28,74,69,26
3236,3236,64,64,44,66,55
3237,3237,64,64,63,76,69
3238,3238,44,79,69,62,69
3239,3239,63,69,57,71,63
3240,3240,57,56,65,75,48
3241,3241,11,10,13,24,10
3242,3242,69,70,60,69,67
3243,3243,72,70,60,71,61
3244,3244,30,22,72,70,33
3245,3245,7,9,47,24,7
3246,3246,65,37,61,69,39
3247,3247,69,66,47,74,57
3248,3248,25,15,14,29,14
3249,3249,61,67,63,60,59
3250,3250,63,31,69,58,33
3251,3251,62,71,64,66,54
3252,3252,64,75,74,70,66
3253,3253,72,64,69,76,55
3254,3254,13,12,14,43,17
3255,3255,26,23,74,64,29
3256,3256,73,53,42,71,47
3257,3257,69,66,48,67,66
3258,3258,71,67,51,73,62
3259,3259,44,75,75,64,66
3260,3260,66,69,78,74,76
3261,3261,59,71,52,70,60
3262,3262,61,53,74,67,62
3263,3263,52,76,62,62,56
3264,3264,54,73,70,68,69
3265,3265,51,24,71,68,27
3266,3266,68,66,48,75,67
3267,3267,50,40,71,66,44
3268,3268,63,75,72,68,68
3269,3269,52,47,50,74,41
3270,3270,73,72,42,74,73
3271,3271,59,33,53,73,37
3272,3272,55,53,68,72,33
3273,3273,15,20,17,17,18
3274,3274,61,67,42,74,50
3275,3275,30,32,70,58,40
3276,3276,73,35,58,68,24
3277,3277,58,75,73,60,63
3278,3278,36,23,76,56,35
3279,3279,70,33,64,70,57
3280,3280,68,61,36,70,50
3281,3281,65,61,51,76,51
3282,3282,74,70,49,68,58
3283,3283,50,40,76,56,25
3284,3284,26,23,74,71,30
3285,3285,67,45,55,65,45
3286,3286,70,53,48,65,55
3287,3287,61,69,61,63,67
3288,3288,61,39,75,65,35
3289,3289,57,35,65,71,23
3290,3290,19,16,15,35,14
3291,3291,75,60,50,70,72
3292,3292,73,62,56,70,64
3293,3293,63,65,55,74,65
3294,3294,65,68,46,66,65
3295,3295,74,64,58,73,73
3296,3296,68,47,42,66,30
3297,3297,39,33,72,69,46
3298,3298,64,67,55,68,60
3299,3299,66,63,60,65,65
3300,3300,74,27,54,70,41
3301,3301,68,47,55,68,58
3302,3302,72,30,68,71,39
3303,3303,67,70,58,68,64
3304,3304,36,30,77,66,29
3305,3305,67,64,44,67,49
3306,3306,67,32,63,66,30
3307,3307,65,62,54,77,64
3308,3308,67,62,46,76,54
3309,3309,75,21,65,65,33
3310,3310,72,72,69,73,54
3311,3311,63,60,45,78,47
3312,3312,55,43,53,73,47
3313,3313,47,42,72,73,50
3314,3314,72,59,58,72,56
3315,3315,72,67,68,76,64
3316,3316,62,35,61,62,37
3317,3317,59,58,62,72,43
3318,3318,71,54,50,72,52
3319,3319,50,74,75,60,68
3320,3320,67,42,59,69,38
3321,3321,57,42,55,60,29
3322,3322,71,66,41,72,68
3323,3323,68,70,54,66,58
3324,3324,64,61,43,74,53
3325,3325,58,52,61,78,53
3326,3326,52,75,74,68,74
3327,3327,11,7,10,28,8
3328,3328,71,50,58,68,49
3329,3329,62,74,64,67,68
3330,3330,67,50,60,68,56
3331,3331,74,61,51,72,55
3332,3332,72,33,44,69,37
3333,3333,78,55,28,67,54
3334,3334,61,52,63,75,59
3335,3335,62,74,69,73,63
3336,3336,72,65,59,71,71
3337,3337,21,19,23,30,13
3338,3338,64,71,35,66,62
3339,3339,69,37,63,71,43
3340,3340,74,70,60,77,74
3341,3341,64,62,56,62,69
3342,3342,59,44,72,68,46
3343,3343,56,74,78,62,72
3344,3344,58,45,73,67,33
3345,3345,59,33,57,65,43
3346,3346,66,70,43,67,64
3347,3347,67,31,63,68,37
3348,3348,70,24,64,71,31
3349,3349,64,71,59,70,59
3350,3350,52,39,67,69,41
3351,3351,62,54,56,77,52
3352,3352,67,69,27,70,33
3353,3353,58,71,62,62,61
3354,3354,66,71,70,61,76
3355,3355,73,49,65,69,51
3356,3356,67,63,50,74,50
3357,3357,19,20,12,28,16
3358,3358,52,41,59,71,36
3359,3359,67,67,64,75,63
3360,3360,11,19,13,23,15
3361,3361,68,23,66,72,30
3362,3362,63,41,52,76,50
3363,3363,43,46,63,71,42
3364,3364,38,38,78,67,60
3365,3365,42,73,76,71,77
3366,3366,44,30,68,70,30
3367,3367,69,63,34,70,47
3368,3368,72,43,54,71,42
3369,3369,71,65,42,68,60
3370,3370,68,67,42,73,75
3371,3371,39,46,65,75,49
3372,3372,18,11,14,39,11
3373,3373,49,29,74,67,23
3374,3374,62,74,69,59,63
3375,3375,63,19,61,71,25
3376,3376,74,61,52,73,50
3377,3377,64,34,68,65,52
3378,3378,70,36,64,69,31
3379,3379,66,21,73,62,32
3380,3380,65,27,59,66,59
3381,3381,53,75,64,56,77
3382,3382,59,62,68,74,62
3383,3383,72,64,45,74,71
3384,3384,76,58,65,71,60
3385,3385,72,58,50,73,56
3386,3386,51,74,70,67,76
3387,3387,19,17,11,28,11
3388,3388,67,70,70,71,72
3389,3389,52,75,67,64,63
3390,3390,70,44,58,66,23
3391,3391,64,55,67,68,30
3392,3392,72,63,57,64,49
3393,3393,70,58,44,69,39
3394,3394,65,72,37,66,60
3395,3395,37,30,72,59,26
3396,3396,72,72,43,73,72
3397,3397,72,71,68,68,68
3398,3398,79,58,54,75,75
3399,3399,65,67,39,71,42
3400,3400,73,65,40,70,62
3401,3401,51,42,55,70,47
3402,3402,46,26,69,66,26
3403,3403,72,55,68,70,41
3404,3404,63,75,59,70,68
3405,3405,14,9,17,38,9
3406,3406,12,15,16,34,14
3407,3407,65,68,47,73,70
3408,3408,68,73,71,70,73
3409,3409,66,24,52,71,53
3410,3410,50,72,74,64,74
3411,3411,65,55,62,66,25
3412,3412,72,41,55,68,34
3413,3413,42,74,80,53,72
3414,3414,46,41,75,62,21
3415,3415,73,48,56,68,40
3416,3416,47,76,75,61,71
3417,3417,40,31,72,67,23
3418,3418,56,42,69,66,33
3419,3419,71,59,67,67,64
3420,3420,56,69,71,69,64
3421,3421,59,58,69,72,52
3422,3422,64,65,56,76,49
3423,3423,74,42,58,62,36
3424,3424,67,22,60,70,31
3425,3425,70,36,48,71,36
3426,3426,63,64,36,77,54
3427,3427,14,11,17,30,13
3428,3428,66,45,54,64,23
3429,3429,70,63,40,70,72
3430,3430,62,53,75,68,53
3431,3431,71,68,70,68,51
3432,3432,68,71,68,68,71
3433,3433,64,74,84,65,70
3434,3434,66,26,60,66,37
3435,3435,75,66,40,71,61
3436,3436,58,68,36,72,51
3437,3437,30,13,13,34,20
3438,3438,68,62,59,72,76
3439,3439,66,49,69,70,39
3440,3440,70,38,65,68,38
3441,3441,15,12,14,31,16
3442,3442,70,71,68,76,68
3443,3443,22,18,70,62,17
3444,3444,39,28,73,47,26
3445,3445,61,53,55,73,49
3446,3446,68,35,53,71,20
3447,3447,76,70,54,76,67
3448,3448,48,58,60,76,68
3449,3449,65,50,75,79,62
3450,3450,9,9,9,19,8
3451,3451,42,33,74,66,33
3452,3452,65,60,74,62,58
3453,3453,67,72,68,66,66
3454,3454,68,43,71,66,52
3455,3455,24,38,75,65,55
3456,3456,71,57,71,68,53
3457,3457,66,66,57,65,49
3458,3458,73,68,41,69,53
3459,3459,70,35,57,57,34
3460,3460,72,64,43,70,58
3461,3461,73,55,55,68,49
3462,3462,73,60,46,78,56
3463,3463,48,55,70,67,72
3464,3464,75,69,62,77,63
3465,3465,68,71,56,73,62
3466,3466,11,13,13,41,11
3467,3467,72,54,53,72,28
3468,3468,48,55,61,71,60
3469,3469,59,75,72,67,67
3470,3470,56,27,78,60,17
3471,3471,57,75,67,68,61
3472,3472,64,41,66,67,41
3473,3473,9,10,12,24,13
3474,3474,68,65,51,73,52
3475,3475,63,78,63,68,73
3476,3476,64,75,62,76,68
3477,3477,67,67,60,77,55
3478,3478,11,14,13,23,11
3479,3479,60,33,65,68,33
3480,3480,69,48,73,70,46
3481,3481,67,66,69,68,62
3482,3482,12,17,16,25,13
3483,3483,71,66,44,73,66
3484,3484,62,68,56,71,60
3485,3485,75,49,68,73,45
3486,3486,46,59,62,73,57
3487,3487,50,36,63,74,37
3488,3488,68,67,55,68,71
3489,3489,59,40,72,69,44
3490,3490,67,69,34,68,65
3491,3491,64,72,47,76,49
3492,3492,27,27,71,53,16
3493,3493,69,74,71,74,75
3494,3494,50,79,80,65,70
3495,3495,54,49,59,69,42
3496,3496,79,34,54,64,44
3497,3497,32,24,76,58,27
3498,3498,57,75,64,64,73
3499,3499,10,14,10,38,19
3500,3500,59,69,32,62,40
3501,3501,13,12,13,14,19
3502,3502,30,44,77,64,39
3503,3503,71,62,52,74,54
3504,3504,70,50,59,77,62
3505,3505,63,20,59,57,26
3506,3506,60,54,65,73,45
3507,3507,68,49,71,72,44
3508,3508,49,75,72,65,67
3509,3509,13,15,12,37,13
3510,3510,53,27,75,67,28
3511,3511,48,73,68,72,64
3512,3512,69,48,67,72,44
3513,3513,31,23,70,70,30
3514,3514,54,61,53,75,50
3515,3515,70,35,66,69,50
3516,3516,20,20,18,30,20
3517,3517,59,75,71,62,70
3518,3518,34,75,77,63,62
3519,3519,39,75,73,61,67
3520,3520,74,50,60,70,68
3521,3521,72,48,68,67,37
3522,3522,73,73,67,76,77
3523,3523,68,68,64,68,59
3524,3524,72,52,60,70,58
3525,3525,36,21,73,73,31
