int_player_id,str_player_name,str_positions,dt_date_of_birth,int_height,int_weight,int_overall_rating,int_potential_rating,str_best_position,int_best_overall_rating,int_value,int_wage,str_player_image_url,int_team_id,str_nationality
3095,Lucas Alfonso Orbán Alegre,"CB, LB",2/3/1989,179,79,72,72,CB,72,1600000,13000,https://cdn.sofifa.com/players/191/488/21_120.png,82,Argentina
3096,Ben Godfrey,CB,1/15/1998,183,79,72,83,CB,74,4900000,37000,https://cdn.sofifa.com/players/225/793/21_120.png,21,England
3097,Jan Hochscheidt,"LM, ST, CAM",10/4/1987,180,82,72,72,LM,72,1900000,8000,https://cdn.sofifa.com/players/198/914/21_120.png,375,Germany
3098,Bryan Dabo,"CM, CDM",2/18/1992,186,81,72,72,CDM,74,2300000,14000,https://cdn.sofifa.com/players/199/170/21_120.png,154,Burkina Faso
3099,Fouad Chafik,RB,10/16/1986,183,72,72,72,RB,72,1200000,10000,https://cdn.sofifa.com/players/210/434/21_120.png,201,Morocco
3100,Dan Nicolae Nistor,"CM, CAM",5/6/1988,174,74,72,72,CM,72,1800000,9000,https://cdn.sofifa.com/players/212/226/21_120.png,329,Romania
3101,Iván López Álvarez,"LM, RM",6/29/1994,174,70,72,73,LM,72,2800000,6000,https://cdn.sofifa.com/players/222/467/21_120.png,523,Spain
3102,Vukašin Jovanović,CB,5/17/1996,188,86,72,75,CB,74,2900000,17000,https://cdn.sofifa.com/players/233/219/21_120.png,96,Serbia
3103,Roberto Ibáñez Castro,"RM, LM",3/22/1993,177,71,72,72,RM,72,2500000,21000,https://cdn.sofifa.com/players/219/652/21_120.png,117,Spain
3104,David Chidozie Okereke,"ST, RW",8/29/1997,181,77,72,79,ST,74,4800000,17000,https://cdn.sofifa.com/players/233/732/21_120.png,83,Nigeria
3105,Jaromír Zmrhal,"LM, RM",8/2/1993,189,83,72,72,LM,72,2600000,25000,https://cdn.sofifa.com/players/236/548/21_120.png,249,Czech Republic
3106,Neven Subotić,CB,12/10/1988,193,85,72,72,CB,72,1600000,16000,https://cdn.sofifa.com/players/183/556/21_120.png,245,Serbia
3107,David Juncà Reñé,"LB, LWB",11/16/1993,176,67,72,75,LB,72,2800000,15000,https://cdn.sofifa.com/players/202/501/21_120.png,62,Spain
3108,Davy Roef,GK,2/6/1994,189,87,72,75,GK,72,2400000,12000,https://cdn.sofifa.com/players/204/549/21_120.png,131,Belgium
3109,Joel Pohjanpalo,ST,9/13/1994,184,85,72,74,ST,74,3000000,38000,https://cdn.sofifa.com/players/220/165/21_120.png,120,Finland
3110,Gökhan Akkan,GK,1/1/1995,186,80,72,75,GK,72,2400000,8000,https://cdn.sofifa.com/players/229/637/21_120.png,193,Turkey
3111,Miguel Ángel Guerrero Martín,ST,7/12/1990,181,76,72,72,ST,72,2300000,38000,https://cdn.sofifa.com/players/198/150/21_120.png,141,Spain
3112,Farid Boulaya,RW,2/25/1993,179,70,72,72,RW,72,2500000,15000,https://cdn.sofifa.com/players/210/438/21_120.png,149,Algeria
3113,Dennis Geiger,CM,6/10/1998,173,65,72,81,CM,74,5000000,20000,https://cdn.sofifa.com/players/235/526/21_120.png,39,Germany
3114,Abdoul-Kader Bamba,"RM, LM",5/25/1994,176,68,72,73,RM,72,2800000,18000,https://cdn.sofifa.com/players/246/790/21_120.png,99,France
3115,Afriyie Acquah,"CM, CDM",1/5/1992,179,70,72,72,CDM,74,2300000,12000,https://cdn.sofifa.com/players/201/223/21_120.png,183,Ghana
3116,Tommy Smith,RB,4/14/1992,186,84,72,72,RB,72,2100000,20000,https://cdn.sofifa.com/players/203/783/21_120.png,169,England
3117,M. Vanderlei Paulino Kenedy,CB,2/29/2000,180,77,72,72,CB,72,2300000,12000,https://cdn.sofifa.com/players/230/407/21_120.png,119,Brazil
3118,Thembinkosi Lorch,"RW, LW, CAM",7/22/1993,166,60,72,72,RW,72,2600000,850,https://cdn.sofifa.com/players/229/128/21_120.png,335,South Africa
3119,Albert-Mboyo Sambi Lokonga,"CM, CDM",10/22/1999,183,73,72,83,CM,74,5000000,12000,https://cdn.sofifa.com/players/241/928/21_120.png,163,Belgium
3120,Marcelo Nicolás Benítez,"CM, CDM, LB",1/13/1991,178,81,72,72,CM,72,2300000,12000,https://cdn.sofifa.com/players/223/241/21_120.png,181,Argentina
3121,谷口 彰悟,CB,7/15/1991,183,75,72,72,CB,72,2000000,9000,https://cdn.sofifa.com/players/233/225/21_120.png,232,Japan
3122,Ricardo Silas Guerreda Vilela,RB,2/29/1992,170,67,72,72,RB,72,2100000,15000,https://cdn.sofifa.com/players/233/993/21_120.png,429,Brazil
3123,Alex Cordaz,GK,1/1/1983,188,83,72,72,GK,72,250000,5000,https://cdn.sofifa.com/players/149/258/21_120.png,234,Italy
3124,Diego Luis Braghieri,CB,1/7/1987,186,79,72,72,CB,72,1100000,4000,https://cdn.sofifa.com/players/215/050/21_120.png,315,Argentina
3125,Kaio Antonaldo Selva Mota,CB,2/29/2000,183,79,72,72,CB,72,2300000,7000,https://cdn.sofifa.com/players/233/994/21_120.png,207,Brazil
3126,Emir Dilaver,"CB, RB, CDM",5/7/1991,184,82,72,72,CB,72,2000000,11000,https://cdn.sofifa.com/players/204/043/21_120.png,193,Austria
3127,Carlos dos Santos Rodrigues,CB,1/13/1995,183,84,72,77,CB,74,3100000,22000,https://cdn.sofifa.com/players/232/459/21_120.png,60,Cape Verde
3128,Angelo Esmael da Costa Júnior,GK,11/12/1983,186,81,72,72,GK,72,250000,11000,https://cdn.sofifa.com/players/189/707/21_120.png,111,Brazil
3129,Saidy Janko,RB,10/22/1995,181,83,72,77,RB,72,3300000,11000,https://cdn.sofifa.com/players/220/172/21_120.png,81,Switzerland
3130,Matías Ezequiel Zaldivia,CB,1/22/1991,181,79,72,72,CB,72,2000000,7000,https://cdn.sofifa.com/players/215/053/21_120.png,185,Argentina
3131,Igor Paolo Madinha Eustáquio,"RM, CAM",2/29/1996,174,70,72,72,RM,72,2700000,22000,https://cdn.sofifa.com/players/230/414/21_120.png,103,Brazil
3132,Marek Suchý,CB,3/29/1988,183,76,72,72,CB,72,1500000,18000,https://cdn.sofifa.com/players/181/262/21_120.png,95,Czech Republic
3133,Giorgi Chakvetadze,"CAM, LM, CM",8/29/1999,178,75,72,82,CAM,74,5000000,12000,https://cdn.sofifa.com/players/241/168/21_120.png,131,Georgia
3134,Luca Sangalli Fuentes,"CM, CAM, RM",2/10/1995,167,74,72,77,RM,75,3400000,18000,https://cdn.sofifa.com/players/245/520/21_120.png,27,Spain
3135,Sammy Ameobi,"LM, RM",5/1/1992,190,78,72,72,LM,72,2400000,35000,https://cdn.sofifa.com/players/203/537/21_120.png,141,England
3136,Joaquín José Marín Ruiz,"LB, RB",9/24/1989,178,74,72,72,LB,72,2000000,17000,https://cdn.sofifa.com/players/209/937/21_120.png,47,Spain
3137,Robert Andrich,"CM, CDM",9/22/1994,189,83,72,75,CM,74,3100000,20000,https://cdn.sofifa.com/players/212/242/21_120.png,120,Germany
3138,Jesé Rodríguez Ruiz,"RW, ST",2/26/1993,178,78,72,72,RW,72,2500000,48000,https://cdn.sofifa.com/players/202/515/21_120.png,7,Spain
3139,Patrick Berg,"CM, CDM",11/24/1997,178,70,72,80,CM,74,5000000,4000,https://cdn.sofifa.com/players/222/227/21_120.png,405,Norway
3140,Ahmet Oğuz,"RB, RWB",1/16/1993,176,83,72,73,RB,72,2500000,10000,https://cdn.sofifa.com/players/225/555/21_120.png,314,Turkey
3141,Abdul Majeed Waris,"ST, RW",9/19/1991,172,73,72,72,RW,74,2400000,23000,https://cdn.sofifa.com/players/198/420/21_120.png,101,Ghana
3142,Pietro Maurício Mendes Abranches,"CAM, ST",2/29/1996,173,64,72,72,LW,73,2700000,9000,https://cdn.sofifa.com/players/230/420/21_120.png,175,Brazil
3143,Noa Noëll Lang,"LW, RW, CAM",6/17/1999,179,69,72,79,RM,74,4800000,10000,https://cdn.sofifa.com/players/239/380/21_120.png,83,Netherlands
3144,Pelenda Joshua Tunga Dasilva,"CM, CDM",10/23/1998,184,75,72,81,CAM,74,5000000,22000,https://cdn.sofifa.com/players/231/445/21_120.png,186,England
3145,Stanley N'Soki,"LB, CB",4/9/1999,184,83,72,79,CB,74,4500000,15000,https://cdn.sofifa.com/players/241/941/21_120.png,75,France
3146,Jorge Giovani Zarfino Calandria,"CDM, CM",8/10/1991,185,81,72,72,CDM,72,2100000,8000,https://cdn.sofifa.com/players/243/989/21_120.png,212,Uruguay
3147,Norman Theuerkauf,"LB, CDM",1/24/1987,183,80,72,72,LB,72,1200000,16000,https://cdn.sofifa.com/players/183/573/21_120.png,287,Germany
3148,Renaud Ripart,"ST, LM, RB",3/14/1993,181,73,72,73,ST,73,2700000,18000,https://cdn.sofifa.com/players/209/430/21_120.png,161,France
3149,David Junior Hoilett,"LM, RM",6/5/1990,173,70,72,72,RW,73,2300000,21000,https://cdn.sofifa.com/players/189/462/21_120.png,192,Canada
3150,Santiago Martín Silva Olivera,ST,12/9/1980,183,83,72,72,ST,72,800000,8000,https://cdn.sofifa.com/players/139/799/21_120.png,243,Uruguay
3151,Jakup Jimmy Durmaz,"CAM, LM, RM",3/22/1989,180,69,72,72,CAM,72,1900000,40000,https://cdn.sofifa.com/players/189/207/21_120.png,214,Sweden
3152,Tom Barkhuizen,"RM, ST",7/4/1993,175,70,72,72,RM,72,2600000,21000,https://cdn.sofifa.com/players/201/240/21_120.png,167,England
3153,Serdar Dursun,ST,10/19/1991,190,80,72,72,ST,72,2400000,17000,https://cdn.sofifa.com/players/206/104/21_120.png,298,Germany
3154,Ádám Nagy,"CM, CDM",6/17/1995,178,70,72,76,CM,74,3200000,29000,https://cdn.sofifa.com/players/230/936/21_120.png,233,Hungary
3155,Reiss Nelson,"RW, LW, LM",12/10/1999,180,75,72,82,RM,74,5000000,39000,https://cdn.sofifa.com/players/231/448/21_120.png,14,England
3156,Pedro Lomba Neto,"LW, RW",3/9/2000,172,62,72,83,LM,73,5000000,39000,https://cdn.sofifa.com/players/238/616/21_120.png,31,Portugal
3157,Lucas Gabriel Vera,"CM, CAM",4/18/1997,164,60,72,78,CAM,75,3700000,12000,https://cdn.sofifa.com/players/241/176/21_120.png,174,Argentina
3158,Francisco Andrés Silva Gajardo,"CDM, CM, CB",2/11/1986,178,80,72,72,CDM,72,800000,9000,https://cdn.sofifa.com/players/203/801/21_120.png,151,Chile
3159,Giuseppe Pezzella,"LB, LM",11/29/1997,187,85,72,80,LB,72,5000000,17000,https://cdn.sofifa.com/players/230/681/21_120.png,93,Italy
3160,Gustavo Matías Alustiza,"ST, CAM",5/31/1984,165,69,72,72,CF,73,800000,9000,https://cdn.sofifa.com/players/186/650/21_120.png,275,Argentina
3161,Michalis Bakakis,"RB, CB, RWB",3/18/1991,175,65,72,72,RB,72,2100000,900,https://cdn.sofifa.com/players/226/075/21_120.png,142,Greece
3162,Douglas Augusto Soares Gomes,"CM, CDM",1/13/1997,174,68,72,78,CM,74,3700000,900,https://cdn.sofifa.com/players/251/675/21_120.png,129,Brazil
3163,Matej Jonjić,CB,1/29/1991,187,83,72,72,CB,72,2000000,7000,https://cdn.sofifa.com/players/228/124/21_120.png,261,Croatia
3164,José Ignacio Rivero Segade,"CM, RM, CDM",4/10/1992,166,60,72,72,CM,72,2300000,16000,https://cdn.sofifa.com/players/228/892/21_120.png,122,Uruguay
3165,Federico Macheda,"ST, LW",8/22/1991,185,77,72,72,ST,72,2400000,750,https://cdn.sofifa.com/players/186/140/21_120.png,180,Italy
3166,Daniel João Santos Candeias,RM,2/25/1988,177,78,72,72,RM,72,1900000,13000,https://cdn.sofifa.com/players/189/468/21_120.png,296,Portugal
3167,Stanislav Tecl,ST,9/1/1990,181,82,72,72,ST,72,2300000,850,https://cdn.sofifa.com/players/198/429/21_120.png,86,Czech Republic
3168,Rodrigo Francisco Jesús Rey,GK,3/8/1991,190,73,72,73,GK,72,1800000,800,https://cdn.sofifa.com/players/215/069/21_120.png,129,Argentina
3169,Timoteo Samuel Triano Branco,"CDM, CM",2/29/1996,176,76,72,72,CDM,72,2400000,13000,https://cdn.sofifa.com/players/230/429/21_120.png,139,Brazil
3170,Rodrigo Nascimento França,CB,1/19/1996,191,79,72,79,CB,74,4400000,10000,https://cdn.sofifa.com/players/238/621/21_120.png,94,Brazil
3171,Mamadou Loum N'Diaye,"CDM, CM",12/30/1996,188,80,72,81,CB,74,4900000,8000,https://cdn.sofifa.com/players/245/021/21_120.png,34,Senegal
3172,Claudio Andrés Baeza Baeza,"CM, CDM, CB",12/23/1993,171,64,72,75,CM,74,3000000,11000,https://cdn.sofifa.com/players/214/302/21_120.png,322,Chile
3173,Caio Bruno Milaçar Kenedy,CAM,2/29/1996,170,67,72,72,CAM,72,2700000,9000,https://cdn.sofifa.com/players/234/015/21_120.png,307,Brazil
3174,Alper Potuk,"CAM, RM",4/8/1991,177,67,72,72,CAM,72,2300000,20000,https://cdn.sofifa.com/players/194/079/21_120.png,235,Turkey
3175,Xavier Mercier,"CM, CAM, RM",7/25/1989,174,71,72,72,CM,72,2200000,11000,https://cdn.sofifa.com/players/204/320/21_120.png,372,France
3176,Luiz Santiago Sacramento Cruz,GK,2/29/1984,188,77,72,72,GK,72,250000,12000,https://cdn.sofifa.com/players/230/176/21_120.png,103,Brazil
3177,Matúš Bero,"CM, CAM",9/6/1995,181,81,72,75,CM,74,3200000,12000,https://cdn.sofifa.com/players/235/297/21_120.png,286,Slovakia
3178,Dominik Frieser,"LW, RW",9/9/1993,176,76,72,72,LW,72,2600000,12000,https://cdn.sofifa.com/players/239/393/21_120.png,404,Austria
3179,Goran Pandev,"ST, RW",7/27/1983,184,75,72,72,CAM,74,800000,11000,https://cdn.sofifa.com/players/137/506/21_120.png,112,North Macedonia
3180,Miguel Edson Pimenta Baia,"CDM, CM, CAM",2/29/2000,178,75,72,72,CDM,72,2300000,7000,https://cdn.sofifa.com/players/230/434/21_120.png,195,Brazil
3181,Germán Andrés Conti,CB,6/3/1994,193,80,72,77,CB,74,3100000,9000,https://cdn.sofifa.com/players/221/219/21_120.png,255,Argentina
3182,Lutsharel Geertruida,"RB, CB",7/18/2000,185,75,72,82,RB,72,4800000,5000,https://cdn.sofifa.com/players/241/187/21_120.png,84,Netherlands
3183,Óscar Esau Duarte Gaitán,CB,6/3/1989,186,81,72,72,CB,72,1600000,15000,https://cdn.sofifa.com/players/212/772/21_120.png,55,Costa Rica
3184,Lorenzo Abel Faravelli,"CM, CDM",3/29/1993,177,73,72,73,CM,73,2700000,700,https://cdn.sofifa.com/players/215/076/21_120.png,257,Argentina
3185,Leonardo César Jardim,GK,3/20/1995,188,74,72,78,GK,72,2900000,16000,https://cdn.sofifa.com/players/226/085/21_120.png,230,Brazil
3186,Luca Pellegrini,LB,3/7/1999,178,72,72,86,LB,72,5500000,8000,https://cdn.sofifa.com/players/243/237/21_120.png,112,Italy
3187,Lovro Majer,"CAM, CM",1/17/1998,179,75,72,80,LM,75,5500000,600,https://cdn.sofifa.com/players/244/261/21_120.png,160,Croatia
3188,Elvis Sarić,"CM, CDM",7/21/1990,180,71,72,72,CM,72,2300000,27000,https://cdn.sofifa.com/players/244/517/21_120.png,211,Bosnia Herzegovina
3189,Lucas Ezequiel Viatri,ST,3/29/1987,186,86,72,72,ST,72,1500000,11000,https://cdn.sofifa.com/players/188/197/21_120.png,224,Argentina
3190,Nenad Krstičić,"CM, CDM, CAM",7/3/1990,182,73,72,72,CM,72,2300000,1000,https://cdn.sofifa.com/players/190/501/21_120.png,142,Serbia
3191,Salman Mohammed Al Faraj,"CM, CDM, CAM",8/1/1989,181,64,72,72,CM,72,2200000,26000,https://cdn.sofifa.com/players/191/269/21_120.png,124,Saudi Arabia
3192,Bersant Celina,"CAM, LM, LW",9/9/1996,181,66,72,79,CAM,74,4700000,10000,https://cdn.sofifa.com/players/220/198/21_120.png,201,Kosovo
3193,Ángel Emanuel Gonzalez,"RW, ST, RM",5/16/1994,169,70,72,73,RM,73,2800000,14000,https://cdn.sofifa.com/players/226/086/21_120.png,196,Argentina
3194,Pedro López Muñoz,RB,11/1/1983,174,72,72,72,RB,72,525000,11000,https://cdn.sofifa.com/players/157/479/21_120.png,113,Spain
3195,Jonathan Diego Menéndez,"RM, RW, LW",3/5/1994,164,61,72,73,RM,72,2800000,14000,https://cdn.sofifa.com/players/235/047/21_120.png,140,Argentina
3196,João Rodolfo Bardinho Barros,"LB, RB",2/29/1996,177,71,72,72,LB,72,2500000,13000,https://cdn.sofifa.com/players/236/071/21_120.png,139,Brazil
3197,Gian Marco Ferrari,CB,5/15/1992,189,82,72,73,CB,73,2200000,21000,https://cdn.sofifa.com/players/224/808/21_120.png,76,Italy
3198,Oscar René Cardozo Marín,ST,5/20/1983,193,87,72,72,ST,72,800000,750,https://cdn.sofifa.com/players/179/752/21_120.png,191,Paraguay
3199,Niclas Eliasson,"LM, RM, LW",12/7/1995,176,72,72,75,LM,73,3200000,15000,https://cdn.sofifa.com/players/220/969/21_120.png,161,Sweden
3200,Andreas Granqvist,CB,4/16/1985,192,84,72,72,CB,72,625000,2000,https://cdn.sofifa.com/players/156/713/21_120.png,535,Sweden
3201,Túlio Sebastião Changas Tramontino,GK,2/29/1996,180,79,72,72,GK,72,2000000,15000,https://cdn.sofifa.com/players/230/185/21_120.png,77,Brazil
3202,Durval Hélton Vieira Aldair,"CDM, LB",2/29/1992,180,79,72,72,CB,73,2100000,10000,https://cdn.sofifa.com/players/230/441/21_120.png,207,Brazil
3203,Leigh Griffiths,ST,8/20/1990,174,77,72,72,ST,72,2300000,39000,https://cdn.sofifa.com/players/202/539/21_120.png,102,Scotland
3204,Bright Osayi-Samuel,"RM, LM",12/31/1997,180,72,72,80,RM,73,5500000,7000,https://cdn.sofifa.com/players/227/884/21_120.png,324,Nigeria
3205,Alam Cristian Araújo Martins,"LB, LM",2/29/1992,178,78,72,72,LB,72,2100000,19000,https://cdn.sofifa.com/players/230/188/21_120.png,104,Brazil
3206,José Ignacio Peleteiro Ramallo,"RW, RM",6/16/1991,180,70,72,72,RW,72,2300000,19000,https://cdn.sofifa.com/players/202/541/21_120.png,63,Spain
3207,Riechedly Bazoer,"CM, CB, CDM",10/12/1996,184,74,72,78,CAM,75,3700000,12000,https://cdn.sofifa.com/players/212/269/21_120.png,286,Netherlands
3208,Pedro Miguel Amorim Pereira Silva,"CM, CDM",8/31/1988,174,69,72,72,CM,72,1900000,8000,https://cdn.sofifa.com/players/219/181/21_120.png,339,Portugal
3209,Dylan Bronn,"CB, RB",6/19/1995,185,77,72,78,CB,74,3300000,12000,https://cdn.sofifa.com/players/235/565/21_120.png,149,Tunisia
3210,Sebastian Vasiliadis,"CM, CDM",10/4/1997,175,75,72,78,CAM,74,3700000,13000,https://cdn.sofifa.com/players/238/637/21_120.png,267,Greece
3211,Eric García Martret,CB,1/9/2001,182,79,72,85,CB,74,5000000,32000,https://cdn.sofifa.com/players/245/037/21_120.png,2,Spain
3212,Anthony Alfárnez,ST,4/7/1985,182,78,72,72,ST,72,0,0,https://cdn.sofifa.com/players/251/693/21_120.png,,Ecuador
3213,Germán Darío Lux,GK,6/7/1982,185,77,72,72,GK,72,250000,6000,https://cdn.sofifa.com/players/138/798/21_120.png,57,Argentina
3214,Kyle Bartley,CB,5/22/1991,194,94,72,73,CB,73,2200000,48000,https://cdn.sofifa.com/players/186/158/21_120.png,125,England
3215,Omar Gaber,"RB, CDM, RM",1/30/1992,175,71,72,72,RB,72,0,0,https://cdn.sofifa.com/players/212/783/21_120.png,125,Egypt
3216,Filip Stojković,"RB, RWB, CB",1/22/1993,180,76,72,72,RB,72,2300000,19000,https://cdn.sofifa.com/players/235/055/21_120.png,320,Montenegro
3217,Kemar Roofe,ST,1/6/1993,178,65,72,73,ST,73,2700000,38000,https://cdn.sofifa.com/players/205/360/21_120.png,121,Jamaica
3218,原口 元気,"CAM, RM, LM",5/9/1991,177,68,72,72,RM,73,2300000,20000,https://cdn.sofifa.com/players/217/648/21_120.png,199,Japan
3219,Kévin Monnet-Paquet,"LM, RWB, RM",8/19/1988,184,81,72,72,LM,72,1900000,22000,https://cdn.sofifa.com/players/177/712/21_120.png,118,France
3220,Dino Perić,CB,7/12/1994,197,84,72,74,CB,74,2600000,600,https://cdn.sofifa.com/players/244/272/21_120.png,160,Croatia
3221,Guido Burgstaller,ST,4/29/1989,187,80,72,72,ST,72,2000000,15000,https://cdn.sofifa.com/players/193/584/21_120.png,374,Austria
3222,Papiss Mison Djilobodji,CB,12/1/1988,193,82,72,72,CB,72,1600000,10000,https://cdn.sofifa.com/players/197/937/21_120.png,247,Senegal
3223,Keegan Rosenberry,RB,12/11/1993,173,73,72,75,RWB,73,2800000,6000,https://cdn.sofifa.com/players/231/985/21_120.png,350,United States
3224,Freddie Woodman,GK,3/4/1997,190,83,72,82,GK,72,4500000,16000,https://cdn.sofifa.com/players/222/514/21_120.png,239,England
3225,Nicolás Gabriel Sánchez,CB,2/4/1986,182,74,72,72,CB,72,750000,25000,https://cdn.sofifa.com/players/184/626/21_120.png,85,Argentina
3226,Nicolas Benezet,"LM, CAM",2/24/1991,165,60,72,72,LM,72,2300000,7000,https://cdn.sofifa.com/players/202/035/21_120.png,350,France
3227,Jay Dasilva,"LWB, LB",4/22/1998,170,64,72,83,LWB,72,5000000,24000,https://cdn.sofifa.com/players/232/755/21_120.png,233,England
3228,Milan Havel,"RB, RM, LB",8/7/1994,183,77,72,75,RB,72,2900000,700,https://cdn.sofifa.com/players/244/787/21_120.png,128,Czech Republic
3229,Daniele Verde,"RM, LM, CF",6/20/1996,168,64,72,76,CAM,73,3400000,13000,https://cdn.sofifa.com/players/225/844/21_120.png,236,Italy
3230,Alessandro Nuno Vaz Laranjeiras,"CDM, RB, RM",2/29/1996,182,78,72,72,CB,73,2400000,8000,https://cdn.sofifa.com/players/230/452/21_120.png,307,Brazil
3231,Joe Worrall,CB,1/10/1997,190,90,72,79,CB,74,4400000,26000,https://cdn.sofifa.com/players/230/708/21_120.png,141,England
3232,Amos Pieper,CB,1/17/1998,191,84,72,80,CB,74,4900000,14000,https://cdn.sofifa.com/players/246/836/21_120.png,190,Germany
3233,Łukasz Teodorczyk,ST,6/3/1991,188,86,72,72,ST,72,2300000,14000,https://cdn.sofifa.com/players/201/013/21_120.png,189,Poland
3234,Oleksandr Karavaev,"RM, RB",6/2/1992,173,72,72,72,RM,72,2400000,800,https://cdn.sofifa.com/players/237/109/21_120.png,110,Ukraine
3235,Jean-Sylvain Claude Babin,CB,10/14/1986,181,88,72,72,CB,72,1100000,8000,https://cdn.sofifa.com/players/176/693/21_120.png,304,France
3236,Linton Maina,"RM, LM, ST",6/23/1999,173,70,72,83,RM,73,5500000,14000,https://cdn.sofifa.com/players/242/997/21_120.png,199,Germany
3237,Emiliano Gabriel Vecchio,"CM, CAM",11/16/1988,178,80,72,72,CAM,73,1900000,13000,https://cdn.sofifa.com/players/179/765/21_120.png,371,Argentina
3238,Cyriel Dessers,ST,12/8/1994,185,84,72,75,ST,74,3100000,13000,https://cdn.sofifa.com/players/222/262/21_120.png,130,Nigeria
3239,Jonathan Renato Barbosa,"LM, RM",7/10/1991,173,65,72,72,LM,72,2400000,16000,https://cdn.sofifa.com/players/223/543/21_120.png,599,Brazil
3240,Adrian Fein,CDM,3/18/1999,187,78,72,82,CM,73,5000000,27000,https://cdn.sofifa.com/players/244/280/21_120.png,66,Germany
3241,Vid Belec,GK,6/6/1990,192,84,72,73,GK,72,0,0,https://cdn.sofifa.com/players/193/336/21_120.png,,Slovenia
3242,Pedro Henrique Konzen Medina da Silva,"LM, RM",6/16/1990,181,76,72,72,LM,72,2300000,11000,https://cdn.sofifa.com/players/207/929/21_120.png,237,Brazil
3243,Tom Lawrence,"LM, CAM",1/13/1994,180,75,72,73,LM,72,2800000,21000,https://cdn.sofifa.com/players/211/513/21_120.png,227,Wales
3244,Jorge Meré Pérez,CB,4/17/1997,182,80,72,79,CB,74,4400000,15000,https://cdn.sofifa.com/players/223/033/21_120.png,90,Spain
3245,Philipp Tschauner,GK,11/3/1985,196,100,72,72,GK,72,400000,23000,https://cdn.sofifa.com/players/158/777/21_120.png,15,Germany
3246,Facundo Nahuel Tenaglia,"RB, LB",2/21/1996,182,71,72,77,RB,72,3300000,9000,https://cdn.sofifa.com/players/240/953/21_120.png,216,Argentina
3247,Alexandru Cicâldău,"CM, CDM",7/8/1997,178,76,72,81,CM,74,5000000,8000,https://cdn.sofifa.com/players/243/001/21_120.png,329,Romania
3248,Alberto García Cabrera,GK,2/9/1985,182,77,72,72,GK,72,250000,3000,https://cdn.sofifa.com/players/186/681/21_120.png,253,Spain
3249,Samuel Adeniyi Adegbenro,LW,12/3/1995,178,75,72,78,RM,73,3700000,6000,https://cdn.sofifa.com/players/227/642/21_120.png,266,Nigeria
3250,Henrique Martins Gomes,LB,11/30/1995,185,78,72,79,CB,73,4500000,7000,https://cdn.sofifa.com/players/251/450/21_120.png,338,Portugal
3251,Christian Alejandro Tabó Hornos,"RM, LM",11/23/1993,174,75,72,73,RM,72,2800000,7000,https://cdn.sofifa.com/players/229/179/21_120.png,271,Uruguay
3252,Michel Vlap,"CAM, CM",6/2/1997,191,81,72,77,ST,75,3500000,14000,https://cdn.sofifa.com/players/229/435/21_120.png,163,Netherlands
3253,기성용 寄诚庸,"CM, CDM",1/24/1989,189,75,72,72,CM,72,1900000,9000,https://cdn.sofifa.com/players/180/283/21_120.png,357,Korea Republic
3254,Sean Johnson,GK,5/31/1989,190,98,72,72,GK,72,1200000,5000,https://cdn.sofifa.com/players/190/780/21_120.png,248,United States
3255,장현수 张贤秀,CB,9/28/1991,187,77,72,72,CB,72,2000000,25000,https://cdn.sofifa.com/players/211/005/21_120.png,124,Korea Republic
3256,Jean Zimmer,"RB, RM, RWB",12/6/1993,171,74,72,73,RWB,73,2500000,18000,https://cdn.sofifa.com/players/216/381/21_120.png,172,Germany
3257,Ivo Tiago dos Santos Rodrigues,"RM, LM",3/30/1995,182,72,72,74,CAM,73,2900000,15000,https://cdn.sofifa.com/players/226/877/21_120.png,136,Portugal
3258,Manuel Leonardo Conceição Paes,"CAM, LM",2/29/2000,180,69,72,72,CAM,72,2600000,14000,https://cdn.sofifa.com/players/230/461/21_120.png,119,Brazil
3259,Aleksandar Prijović,ST,4/21/1990,191,88,72,72,ST,72,2300000,28000,https://cdn.sofifa.com/players/189/757/21_120.png,276,Serbia
3260,岡崎 慎司,"ST, CAM",4/16/1986,174,70,72,72,ST,72,1100000,18000,https://cdn.sofifa.com/players/194/365/21_120.png,113,Japan
3261,문선민 蒙善民,"RM, LM, ST",6/9/1992,172,68,72,72,RM,72,2400000,9000,https://cdn.sofifa.com/players/229/694/21_120.png,487,Korea Republic
3262,塩谷 司,"CB, LB, CDM",12/5/1988,182,80,72,72,CB,72,1600000,900,https://cdn.sofifa.com/players/232/510/21_120.png,336,Japan
3263,Erick Lardero,ST,3/21/1989,177,79,72,72,ST,72,0,0,https://cdn.sofifa.com/players/251/710/21_120.png,,Ecuador
3264,Lebo Mothiba,ST,1/28/1996,182,76,72,78,ST,74,3700000,19000,https://cdn.sofifa.com/players/237/631/21_120.png,101,South Africa
3265,Dino Arslanagić,CB,4/24/1993,191,87,72,74,CB,74,2500000,15000,https://cdn.sofifa.com/players/204/352/21_120.png,131,Belgium
3266,Marcos Alam Bastos Domingues,CAM,2/29/1992,183,74,72,72,CAM,72,2400000,20000,https://cdn.sofifa.com/players/230/464/21_120.png,119,Brazil
3267,Darragh Lenihan,CB,3/16/1994,188,76,72,76,CB,74,2900000,27000,https://cdn.sofifa.com/players/211/009/21_120.png,210,Republic of Ireland
