int_skill_id,int_player_id,int_dribbling,int_curve,int_fk_accuracy,int_long_passing,int_ball_control
1878,1878,77,69,34,64,76
1879,1879,67,75,32,70,71
1880,1880,52,30,26,58,66
1881,1881,9,8,7,16,21
1882,1882,16,17,15,32,24
1883,1883,69,68,67,74,75
1884,1884,86,74,63,62,83
1885,1885,83,60,49,60,78
1886,1886,77,71,67,81,76
1887,1887,34,26,24,55,50
1888,1888,66,65,59,63,70
1889,1889,74,45,59,76,76
1890,1890,70,45,40,71,72
1891,1891,79,73,51,67,78
1892,1892,78,69,56,59,73
1893,1893,32,61,62,66,51
1894,1894,81,53,63,81,77
1895,1895,74,73,59,67,76
1896,1896,75,60,62,58,76
1897,1897,80,69,59,62,78
1898,1898,62,60,59,68,67
1899,1899,66,68,72,73,72
1900,1900,71,62,46,71,74
1901,1901,10,12,8,21,20
1902,1902,76,79,66,70,74
1903,1903,66,48,69,76,71
1904,1904,79,62,75,73,77
1905,1905,78,82,74,63,79
1906,1906,56,62,61,71,73
1907,1907,75,60,61,66,77
1908,1908,78,70,71,76,78
1909,1909,68,53,37,70,66
1910,1910,73,63,78,74,74
1911,1911,23,17,13,35,20
1912,1912,80,77,77,69,80
1913,1913,71,58,61,74,77
1914,1914,70,66,56,55,70
1915,1915,74,65,74,67,77
1916,1916,63,51,52,61,68
1917,1917,77,68,50,68,75
1918,1918,60,31,56,77,64
1919,1919,79,65,70,67,75
1920,1920,62,33,30,61,65
1921,1921,68,59,68,50,67
1922,1922,52,36,36,66,58
1923,1923,76,68,54,68,73
1924,1924,66,55,58,67,69
1925,1925,77,60,56,72,79
1926,1926,81,69,65,67,70
1927,1927,77,51,45,61,73
1928,1928,74,67,54,76,75
1929,1929,76,77,67,75,78
1930,1930,75,70,50,65,76
1931,1931,84,77,59,75,82
1932,1932,74,75,70,74,78
1933,1933,67,56,53,65,68
1934,1934,50,20,18,54,57
1935,1935,76,68,62,64,77
1936,1936,20,12,20,32,18
1937,1937,75,68,57,68,76
1938,1938,18,17,16,33,28
1939,1939,72,61,70,71,72
1940,1940,11,10,14,32,21
1941,1941,12,19,15,23,18
1942,1942,49,34,31,59,69
1943,1943,71,57,50,68,73
1944,1944,72,75,46,72,73
1945,1945,63,29,28,64,64
1946,1946,75,65,49,67,69
1947,1947,20,12,21,18,20
1948,1948,78,70,68,69,77
1949,1949,71,73,65,75,76
1950,1950,72,66,63,76,75
1951,1951,74,67,23,67,75
1952,1952,18,12,19,26,23
1953,1953,74,60,37,72,78
1954,1954,79,59,57,58,77
1955,1955,73,61,30,61,72
1956,1956,58,45,35,68,69
1957,1957,66,45,56,51,74
1958,1958,73,81,72,77,75
1959,1959,78,77,79,71,77
1960,1960,83,68,60,60,78
1961,1961,86,82,72,67,87
1962,1962,76,36,35,46,72
1963,1963,66,65,36,58,68
1964,1964,78,71,68,55,75
1965,1965,64,55,44,74,72
1966,1966,74,62,49,68,74
1967,1967,74,63,48,63,75
1968,1968,67,43,40,73,73
1969,1969,77,68,63,47,76
1970,1970,79,54,55,77,76
1971,1971,74,83,81,75,77
1972,1972,77,68,74,67,75
1973,1973,79,78,70,50,78
1974,1974,77,69,71,70,76
1975,1975,20,16,12,55,39
1976,1976,72,72,73,60,74
1977,1977,16,14,12,25,16
1978,1978,76,77,71,75,76
1979,1979,49,57,50,55,67
1980,1980,70,68,64,79,80
1981,1981,14,15,14,34,33
1982,1982,13,14,16,18,23
1983,1983,80,64,36,48,74
1984,1984,75,73,64,65,73
1985,1985,85,74,75,65,79
1986,1986,80,87,86,77,80
1987,1987,78,64,66,75,78
1988,1988,58,60,35,64,67
1989,1989,80,65,49,65,81
1990,1990,69,72,62,66,68
1991,1991,54,38,36,72,68
1992,1992,79,56,45,56,72
1993,1993,80,78,84,72,79
1994,1994,64,41,42,71,67
1995,1995,77,71,74,70,77
1996,1996,76,50,50,52,76
1997,1997,67,54,39,57,75
1998,1998,74,64,39,62,76
1999,1999,74,78,80,74,75
2000,2000,75,82,79,80,75
2001,2001,73,71,57,50,79
2002,2002,10,14,13,26,20
2003,2003,28,21,32,57,63
2004,2004,72,74,63,79,76
2005,2005,68,74,78,79,77
2006,2006,11,14,15,26,15
2007,2007,56,43,55,66,62
2008,2008,81,77,67,67,76
2009,2009,60,54,44,76,75
2010,2010,72,70,28,53,73
2011,2011,15,15,12,31,25
2012,2012,63,49,58,62,70
2013,2013,73,45,53,70,71
2014,2014,75,70,34,57,76
2015,2015,52,44,32,64,65
2016,2016,69,51,46,66,75
2017,2017,76,78,75,74,75
2018,2018,78,70,67,69,76
2019,2019,49,38,39,62,54
2020,2020,80,76,57,64,78
2021,2021,64,59,52,74,72
2022,2022,82,76,60,55,78
2023,2023,10,11,13,16,20
2024,2024,73,73,72,73,77
2025,2025,74,68,46,74,75
2026,2026,78,51,42,66,73
2027,2027,78,62,66,76,80
2028,2028,84,65,59,59,77
2029,2029,78,72,78,69,77
2030,2030,70,71,38,66,70
2031,2031,74,52,62,77,77
2032,2032,79,76,57,65,82
2033,2033,16,16,17,35,18
2034,2034,13,14,16,26,19
2035,2035,74,66,51,78,74
2036,2036,13,14,10,33,20
2037,2037,73,51,40,59,72
2038,2038,69,58,56,76,73
2039,2039,74,54,37,49,71
2040,2040,74,65,57,57,70
2041,2041,73,73,78,71,74
2042,2042,56,28,22,57,68
2043,2043,66,55,35,66,70
2044,2044,71,67,68,36,72
2045,2045,20,20,15,41,27
2046,2046,78,62,51,61,76
2047,2047,79,65,53,65,77
2048,2048,31,31,32,51,34
2049,2049,73,76,51,66,75
2050,2050,78,56,49,48,76
2051,2051,39,49,71,61,53
2052,2052,78,75,70,64,79
2053,2053,71,78,77,68,72
2054,2054,70,66,70,75,74
2055,2055,71,72,68,68,74
2056,2056,72,81,76,70,74
2057,2057,76,73,64,65,74
2058,2058,68,76,33,69,72
2059,2059,70,70,71,67,74
2060,2060,68,66,59,64,72
2061,2061,76,69,64,69,78
2062,2062,68,66,63,69,69
2063,2063,10,15,14,35,21
2064,2064,64,53,71,77,70
2065,2065,69,64,49,64,70
2066,2066,52,39,28,47,62
2067,2067,80,75,34,61,77
2068,2068,15,14,17,35,17
2069,2069,73,79,72,71,78
2070,2070,71,68,66,69,69
2071,2071,80,64,63,67,80
2072,2072,70,54,36,54,75
2073,2073,74,56,38,60,76
2074,2074,75,70,40,65,73
2075,2075,68,64,59,73,71
2076,2076,77,70,73,56,74
2077,2077,11,18,13,22,23
2078,2078,11,18,14,50,34
2079,2079,71,67,48,75,74
2080,2080,82,81,71,66,80
2081,2081,80,75,69,67,74
2082,2082,75,72,75,76,76
2083,2083,73,73,64,63,77
2084,2084,64,40,38,69,70
2085,2085,42,39,26,68,58
2086,2086,72,71,71,71,74
2087,2087,74,76,74,77,75
2088,2088,81,67,72,61,79
2089,2089,75,75,73,75,75
2090,2090,78,78,81,75,77
2091,2091,55,36,39,64,63
2092,2092,73,66,58,73,75
2093,2093,78,67,71,63,74
2094,2094,75,70,35,64,75
2095,2095,68,70,54,62,71
2096,2096,16,11,14,41,22
2097,2097,69,63,52,75,75
2098,2098,59,43,66,65,56
2099,2099,40,49,31,64,59
2100,2100,59,31,35,45,67
2101,2101,12,11,10,22,22
2102,2102,75,33,37,71,71
2103,2103,74,74,75,74,75
2104,2104,73,78,76,80,76
2105,2105,70,61,31,66,71
2106,2106,77,72,66,72,78
2107,2107,64,55,33,69,70
2108,2108,69,71,70,74,78
2109,2109,70,67,55,58,75
2110,2110,71,71,70,68,73
2111,2111,77,78,76,63,75
2112,2112,39,33,34,37,49
2113,2113,77,76,72,75,75
2114,2114,13,16,17,13,19
2115,2115,73,64,48,60,71
2116,2116,64,47,42,65,72
2117,2117,74,68,57,50,73
2118,2118,46,36,27,61,60
2119,2119,47,35,43,59,65
2120,2120,72,63,59,53,74
2121,2121,77,69,61,63,76
2122,2122,75,76,71,75,76
2123,2123,22,27,17,27,27
2124,2124,13,14,14,30,19
2125,2125,58,44,36,56,55
2126,2126,76,71,61,64,75
2127,2127,71,71,67,74,75
2128,2128,70,77,76,66,74
2129,2129,75,72,73,77,76
2130,2130,69,73,67,75,73
2131,2131,16,13,14,29,24
2132,2132,12,19,16,28,29
2133,2133,15,11,28,32,20
2134,2134,67,53,42,58,75
2135,2135,77,68,69,64,76
2136,2136,78,74,69,71,78
2137,2137,65,64,70,46,68
2138,2138,77,67,63,69,81
2139,2139,71,54,46,52,62
2140,2140,75,68,68,74,75
2141,2141,72,67,68,72,74
2142,2142,70,73,58,72,72
2143,2143,72,56,45,70,75
2144,2144,78,75,68,76,78
2145,2145,82,72,58,52,79
2146,2146,77,74,65,74,76
2147,2147,75,73,64,51,74
2148,2148,74,48,41,75,76
2149,2149,25,19,15,40,35
2150,2150,75,67,48,59,74
2151,2151,75,49,44,75,78
2152,2152,77,68,56,70,73
2153,2153,68,70,41,70,74
2154,2154,77,72,69,59,76
2155,2155,79,64,46,62,77
2156,2156,73,62,38,59,74
2157,2157,75,68,35,55,75
2158,2158,55,38,24,58,55
2159,2159,81,65,61,64,74
2160,2160,64,59,35,78,72
2161,2161,12,23,12,27,25
2162,2162,70,61,55,69,70
2163,2163,77,56,55,76,77
2164,2164,78,76,72,62,74
2165,2165,78,66,43,38,76
2166,2166,72,58,63,69,75
2167,2167,13,19,19,23,24
2168,2168,58,72,66,44,72
2169,2169,79,69,55,60,76
2170,2170,46,47,48,56,52
2171,2171,72,73,76,76,76
2172,2172,79,77,76,74,76
2173,2173,77,71,75,71,76
2174,2174,73,68,31,66,69
2175,2175,79,78,81,72,78
2176,2176,15,16,11,35,21
2177,2177,78,75,75,74,76
2178,2178,74,81,75,62,75
2179,2179,49,46,41,59,57
2180,2180,74,64,66,60,74
2181,2181,73,70,63,70,75
2182,2182,75,72,60,69,73
2183,2183,77,73,66,75,75
2184,2184,68,51,46,74,70
2185,2185,74,51,38,75,76
2186,2186,74,69,80,66,75
2187,2187,80,72,62,65,78
2188,2188,71,61,59,72,76
2189,2189,73,68,47,74,75
2190,2190,74,70,43,75,75
2191,2191,56,48,34,73,68
2192,2192,59,48,63,51,71
2193,2193,71,68,75,75,75
2194,2194,59,80,79,77,76
2195,2195,72,65,74,63,74
2196,2196,42,28,29,61,53
2197,2197,73,71,69,78,74
2198,2198,68,69,65,73,75
2199,2199,75,83,66,70,74
2200,2200,67,36,25,47,66
2201,2201,69,63,47,52,67
2202,2202,76,60,61,62,73
2203,2203,61,32,23,68,70
2204,2204,77,68,65,68,78
2205,2205,55,59,34,67,65
2206,2206,17,18,18,23,19
2207,2207,61,69,67,57,59
2208,2208,54,57,50,65,63
2209,2209,44,47,55,61,56
2210,2210,74,67,67,73,74
2211,2211,75,68,71,66,74
2212,2212,45,54,48,75,55
2213,2213,62,58,68,75,68
2214,2214,67,38,47,63,69
2215,2215,67,69,80,68,67
2216,2216,54,38,17,54,58
2217,2217,59,39,29,69,69
2218,2218,75,61,56,72,76
2219,2219,76,68,64,67,75
2220,2220,71,57,44,54,70
2221,2221,64,65,49,56,63
2222,2222,66,60,48,69,69
2223,2223,61,79,76,68,66
2224,2224,72,73,69,67,75
2225,2225,81,74,75,62,79
2226,2226,80,63,70,70,76
2227,2227,72,50,45,64,72
2228,2228,78,62,60,65,76
2229,2229,73,55,56,52,71
2230,2230,81,73,55,68,80
2231,2231,79,70,54,59,77
2232,2232,73,55,58,45,72
2233,2233,68,63,41,52,69
2234,2234,82,67,64,65,80
2235,2235,76,70,72,78,78
2236,2236,73,62,31,66,69
2237,2237,68,47,32,58,71
2238,2238,79,75,74,60,79
2239,2239,72,75,59,58,74
2240,2240,20,24,15,36,20
2241,2241,71,54,75,53,73
2242,2242,70,65,72,75,74
2243,2243,80,69,69,44,77
2244,2244,20,20,14,39,29
2245,2245,75,60,52,51,76
2246,2246,50,41,33,62,53
2247,2247,76,68,70,74,81
2248,2248,72,63,59,58,75
2249,2249,76,76,66,70,77
2250,2250,70,68,73,50,71
2251,2251,66,61,70,71,71
2252,2252,72,70,66,69,72
2253,2253,44,35,25,61,62
2254,2254,71,42,65,64,70
2255,2255,12,12,19,17,16
2256,2256,71,62,42,74,73
2257,2257,55,35,25,65,61
2258,2258,77,66,62,66,75
2259,2259,68,66,50,52,69
2260,2260,78,70,68,71,75
2261,2261,75,59,43,66,76
2262,2262,68,62,49,73,74
2263,2263,77,73,61,61,75
2264,2264,69,63,30,69,72
2265,2265,45,33,29,50,52
2266,2266,62,43,60,64,64
2267,2267,77,75,62,62,78
2268,2268,75,45,63,65,75
2269,2269,59,46,25,70,66
2270,2270,59,30,40,69,67
2271,2271,73,67,64,74,75
2272,2272,81,72,58,54,79
2273,2273,76,56,45,62,78
2274,2274,47,28,31,63,64
2275,2275,76,42,39,68,75
2276,2276,75,68,65,67,71
2277,2277,81,75,73,69,79
2278,2278,73,56,40,61,71
2279,2279,70,48,31,46,73
2280,2280,74,62,44,63,73
2281,2281,19,15,14,42,23
2282,2282,79,80,74,72,76
2283,2283,30,30,33,64,33
2284,2284,77,79,64,77,76
2285,2285,77,50,45,56,75
2286,2286,15,16,13,22,11
2287,2287,69,64,35,68,73
2288,2288,75,77,69,67,76
2289,2289,70,60,60,62,72
2290,2290,65,33,32,65,69
2291,2291,63,73,64,63,68
2292,2292,66,68,58,72,74
2293,2293,58,58,49,63,64
2294,2294,35,24,28,42,48
2295,2295,77,75,71,64,80
2296,2296,65,61,42,64,71
2297,2297,68,68,36,35,73
2298,2298,70,70,56,64,71
2299,2299,69,70,55,74,73
2300,2300,70,65,51,76,76
2301,2301,12,12,13,22,22
2302,2302,65,57,33,55,71
2303,2303,66,51,49,74,77
2304,2304,60,52,38,69,68
2305,2305,51,29,33,57,61
2306,2306,52,29,36,73,62
2307,2307,79,76,52,46,77
2308,2308,17,12,11,31,24
2309,2309,70,58,63,73,75
2310,2310,78,72,70,72,77
2311,2311,80,43,42,67,77
2312,2312,76,69,56,62,76
2313,2313,60,58,49,66,70
2314,2314,74,62,67,47,78
2315,2315,68,68,65,68,75
2316,2316,74,69,68,61,73
2317,2317,57,81,75,70,69
2318,2318,60,66,51,67,68
2319,2319,69,73,71,75,74
2320,2320,75,60,74,71,74
2321,2321,71,64,50,76,74
2322,2322,69,32,32,73,74
2323,2323,58,30,34,65,67
2324,2324,44,31,28,68,57
2325,2325,73,67,59,74,76
2326,2326,12,15,12,19,14
2327,2327,74,30,31,61,69
2328,2328,76,76,69,69,75
2329,2329,76,68,64,74,78
2330,2330,76,72,70,66,72
2331,2331,73,70,54,63,76
2332,2332,77,72,68,77,81
2333,2333,12,13,12,46,27
2334,2334,80,80,67,68,79
2335,2335,50,48,35,63,61
2336,2336,62,42,31,68,67
2337,2337,71,73,66,69,75
2338,2338,75,67,68,65,74
2339,2339,76,66,57,76,76
2340,2340,68,51,36,40,70
2341,2341,31,22,27,45,48
2342,2342,77,69,72,57,76
2343,2343,70,68,68,68,72
2344,2344,49,33,48,59,61
2345,2345,67,54,46,69,71
2346,2346,14,13,11,29,15
2347,2347,72,68,59,61,70
2348,2348,77,59,49,59,75
2349,2349,45,41,39,67,65
2350,2350,18,14,16,37,22
2351,2351,63,38,44,40,72
2352,2352,46,23,39,54,50
2353,2353,80,68,59,63,77
2354,2354,72,76,71,73,75
2355,2355,66,67,66,66,80
2356,2356,70,66,69,70,69
2357,2357,70,64,62,70,70
2358,2358,55,42,42,71,58
2359,2359,79,57,39,58,75
2360,2360,71,76,81,73,73
2361,2361,34,35,27,64,59
2362,2362,72,75,52,66,72
2363,2363,72,72,72,72,76
2364,2364,75,72,69,70,75
2365,2365,69,67,40,65,67
2366,2366,78,69,60,60,76
2367,2367,71,87,77,74,74
2368,2368,76,75,64,73,76
2369,2369,75,63,67,74,76
2370,2370,67,68,65,66,71
2371,2371,72,69,62,65,75
2372,2372,73,69,64,64,70
2373,2373,78,81,75,72,76
2374,2374,69,62,41,70,74
2375,2375,80,81,42,60,74
2376,2376,76,70,49,45,75
2377,2377,75,80,73,66,74
2378,2378,75,73,65,50,75
2379,2379,56,69,60,68,55
2380,2380,13,12,13,15,19
2381,2381,75,48,25,66,69
2382,2382,8,8,19,15,21
2383,2383,73,66,68,67,72
2384,2384,66,65,45,66,69
2385,2385,56,71,64,63,64
2386,2386,61,41,39,68,67
2387,2387,73,68,77,53,74
2388,2388,75,62,41,44,73
2389,2389,75,72,68,72,74
2390,2390,75,65,73,73,76
2391,2391,74,62,42,55,72
2392,2392,8,31,22,20,16
2393,2393,73,69,56,71,75
2394,2394,73,64,64,66,73
2395,2395,63,45,55,73,73
2396,2396,72,70,50,72,74
2397,2397,74,71,63,66,74
2398,2398,73,71,67,75,77
2399,2399,75,77,68,74,77
2400,2400,64,74,72,68,69
2401,2401,55,51,47,51,61
2402,2402,75,73,64,63,76
2403,2403,53,25,26,71,71
2404,2404,65,55,38,57,69
2405,2405,46,34,30,66,60
2406,2406,75,74,54,53,73
2407,2407,73,72,71,63,73
2408,2408,19,13,16,15,21
2409,2409,51,35,34,60,58
2410,2410,72,73,77,76,78
2411,2411,49,29,43,44,53
2412,2412,13,13,12,29,25
2413,2413,75,66,68,67,74
2414,2414,71,72,66,72,77
2415,2415,75,69,66,66,76
2416,2416,68,64,47,71,71
2417,2417,80,69,52,67,72
2418,2418,70,71,55,72,74
2419,2419,71,81,83,82,78
2420,2420,74,63,60,71,73
2421,2421,59,55,32,55,69
2422,2422,65,79,70,71,71
2423,2423,73,68,75,64,73
2424,2424,80,63,46,53,77
2425,2425,83,72,62,71,80
2426,2426,72,61,64,75,75
2427,2427,73,69,73,65,75
2428,2428,77,66,56,67,76
2429,2429,46,30,26,62,62
2430,2430,60,48,49,64,67
2431,2431,64,46,29,46,72
2432,2432,78,60,56,58,77
2433,2433,72,65,38,62,73
2434,2434,68,56,49,77,72
2435,2435,74,73,68,72,75
2436,2436,77,70,69,63,77
2437,2437,14,19,13,32,18
2438,2438,74,71,67,69,71
2439,2439,52,45,30,60,60
2440,2440,62,55,57,75,72
2441,2441,67,54,28,66,68
2442,2442,77,69,56,63,74
2443,2443,68,51,32,73,73
2444,2444,74,62,36,74,76
2445,2445,18,10,13,22,11
2446,2446,69,64,51,63,72
2447,2447,80,65,45,43,75
2448,2448,75,73,66,66,79
2449,2449,76,75,66,68,77
2450,2450,73,47,43,39,71
2451,2451,76,74,70,44,73
2452,2452,71,76,71,69,75
2453,2453,74,67,61,66,73
2454,2454,73,74,64,63,75
2455,2455,74,72,72,70,77
2456,2456,65,60,54,65,70
2457,2457,75,71,70,73,73
2458,2458,72,63,29,75,68
2459,2459,25,16,13,33,39
2460,2460,65,65,58,72,71
2461,2461,14,18,11,11,19
2462,2462,13,20,11,39,21
2463,2463,83,78,67,56,77
2464,2464,77,78,76,70,77
2465,2465,47,39,39,64,58
2466,2466,72,54,59,75,76
2467,2467,60,67,48,45,70
2468,2468,68,58,45,52,69
2469,2469,62,53,55,60,66
2470,2470,77,81,67,73,73
2471,2471,81,72,71,75,78
2472,2472,14,15,14,31,15
2473,2473,17,18,15,30,39
2474,2474,71,56,41,68,72
2475,2475,77,68,54,72,78
2476,2476,15,13,17,17,21
2477,2477,82,60,61,54,73
2478,2478,62,52,41,68,68
2479,2479,71,64,60,67,79
2480,2480,44,38,37,52,62
2481,2481,60,49,58,72,74
2482,2482,78,71,68,70,76
2483,2483,16,15,9,21,15
2484,2484,68,73,67,67,66
2485,2485,69,52,44,73,73
2486,2486,11,15,13,12,18
2487,2487,46,31,29,62,66
2488,2488,73,57,68,59,68
2489,2489,76,62,45,60,73
2490,2490,72,77,76,65,70
2491,2491,63,47,54,66,68
2492,2492,75,72,58,66,75
2493,2493,70,63,51,70,72
2494,2494,81,72,67,57,77
2495,2495,67,71,73,72,75
2496,2496,68,52,70,77,70
2497,2497,69,48,39,50,72
2498,2498,77,71,64,72,75
2499,2499,77,85,83,68,82
2500,2500,70,57,60,67,75
2501,2501,66,70,62,67,68
2502,2502,44,31,32,38,59
2503,2503,76,79,69,72,77
2504,2504,82,72,47,50,81
2505,2505,74,69,56,64,73
2506,2506,81,67,51,46,78
2507,2507,12,10,10,22,19
2508,2508,78,60,37,53,77
2509,2509,76,59,48,65,76
2510,2510,75,59,70,67,73
2511,2511,73,75,74,68,72
2512,2512,73,68,65,56,74
2513,2513,57,45,24,62,67
2514,2514,73,72,40,73,72
2515,2515,77,68,55,38,76
2516,2516,14,12,11,17,23
2517,2517,70,58,55,53,75
2518,2518,76,77,63,67,71
2519,2519,73,49,45,75,75
2520,2520,21,10,19,41,24
2521,2521,75,52,45,74,77
2522,2522,70,77,70,77,77
2523,2523,73,77,69,72,78
2524,2524,63,52,39,58,66
2525,2525,74,65,54,74,73
2526,2526,74,64,65,64,72
2527,2527,69,58,42,62,73
2528,2528,75,73,63,77,74
2529,2529,68,73,56,61,70
2530,2530,69,64,56,55,68
2531,2531,68,47,43,71,73
2532,2532,64,65,46,67,67
2533,2533,72,72,72,74,74
2534,2534,75,77,79,67,74
2535,2535,70,66,66,66,72
2536,2536,72,80,69,73,76
2537,2537,78,55,52,68,74
2538,2538,53,24,23,60,61
2539,2539,69,70,59,50,67
2540,2540,67,58,37,68,65
2541,2541,76,62,32,63,74
2542,2542,76,80,68,71,72
2543,2543,77,70,62,74,75
2544,2544,62,67,40,74,70
2545,2545,62,58,52,70,72
2546,2546,63,61,62,49,72
2547,2547,65,64,64,72,72
2548,2548,81,73,68,69,77
2549,2549,15,14,13,39,21
2550,2550,74,74,73,74,75
2551,2551,47,42,43,65,62
2552,2552,74,62,75,65,73
2553,2553,68,66,58,45,75
2554,2554,73,56,62,71,76
2555,2555,81,62,60,57,77
2556,2556,80,53,49,54,74
2557,2557,72,65,81,60,73
2558,2558,72,67,32,43,73
2559,2559,53,49,35,59,55
2560,2560,76,73,80,69,77
2561,2561,75,82,80,65,75
2562,2562,79,66,54,58,80
2563,2563,17,15,19,45,29
2564,2564,64,36,33,70,67
2565,2565,79,45,28,62,75
2566,2566,71,57,41,55,73
2567,2567,53,31,26,64,62
2568,2568,68,46,48,58,74
2569,2569,73,69,34,67,72
2570,2570,60,47,44,61,63
2571,2571,71,72,69,78,76
2572,2572,75,80,80,77,76
2573,2573,75,73,60,73,76
2574,2574,25,13,22,22,30
2575,2575,71,81,71,76,74
2576,2576,60,59,38,60,64
2577,2577,10,14,14,61,17
2578,2578,17,12,21,31,18
2579,2579,61,59,45,71,67
2580,2580,74,71,42,58,71
2581,2581,73,58,60,73,73
2582,2582,59,44,40,68,66
2583,2583,73,64,59,65,76
2584,2584,68,55,44,71,73
2585,2585,68,50,43,45,73
2586,2586,14,13,13,27,19
2587,2587,14,17,14,15,21
2588,2588,72,72,63,74,74
2589,2589,76,68,47,68,74
2590,2590,71,71,62,66,74
2591,2591,63,40,47,70,69
2592,2592,78,66,49,65,77
2593,2593,54,21,23,66,65
2594,2594,75,67,37,52,74
2595,2595,72,72,54,65,72
2596,2596,21,20,12,16,21
2597,2597,73,79,70,72,74
2598,2598,74,69,68,66,73
2599,2599,74,70,50,71,74
2600,2600,68,42,37,42,67
2601,2601,78,51,52,49,73
2602,2602,79,70,58,62,73
2603,2603,16,13,16,23,20
2604,2604,21,12,14,30,36
2605,2605,75,71,66,70,77
2606,2606,69,54,41,47,72
2607,2607,13,14,15,33,18
2608,2608,72,61,62,64,72
2609,2609,71,59,40,72,73
2610,2610,72,59,65,70,73
2611,2611,58,63,54,75,60
2612,2612,61,47,41,60,66
2613,2613,74,68,63,57,72
2614,2614,80,76,56,71,78
2615,2615,76,63,56,62,71
2616,2616,64,48,42,73,74
2617,2617,71,46,36,57,75
2618,2618,70,53,26,58,72
2619,2619,69,68,72,73,75
2620,2620,58,32,31,65,66
2621,2621,67,65,47,50,69
2622,2622,36,35,29,46,57
2623,2623,75,54,67,57,76
2624,2624,74,52,53,53,71
2625,2625,66,44,41,35,72
2626,2626,76,73,70,49,76
2627,2627,76,70,73,68,76
2628,2628,74,74,70,64,75
2629,2629,72,58,47,42,66
2630,2630,61,61,46,70,72
2631,2631,52,44,54,68,60
2632,2632,71,42,43,71,66
2633,2633,76,74,69,62,75
2634,2634,61,31,38,64,67
2635,2635,38,58,66,62,68
2636,2636,65,60,35,58,70
2637,2637,66,82,77,75,76
2638,2638,68,72,67,61,69
2639,2639,71,57,50,64,70
2640,2640,13,11,12,24,23
2641,2641,68,64,68,77,74
2642,2642,71,44,50,70,66
2643,2643,74,68,65,73,76
2644,2644,67,72,71,60,70
2645,2645,74,66,69,73,73
2646,2646,58,50,52,67,71
2647,2647,14,14,18,27,29
2648,2648,76,76,71,74,78
2649,2649,79,75,70,71,76
2650,2650,77,68,42,75,75
2651,2651,65,55,41,65,69
2652,2652,63,63,69,73,67
2653,2653,76,76,62,71,77
2654,2654,57,26,19,65,58
2655,2655,72,72,70,65,71
2656,2656,78,63,66,70,75
2657,2657,18,14,12,29,25
2658,2658,81,66,59,68,79
2659,2659,78,75,66,59,73
2660,2660,75,64,58,75,77
2661,2661,19,29,8,34,31
2662,2662,77,59,47,61,74
2663,2663,77,75,71,61,75
2664,2664,75,67,64,65,74
2665,2665,64,28,48,67,69
2666,2666,72,63,58,68,73
2667,2667,68,45,37,70,72
2668,2668,76,53,54,61,71
2669,2669,74,72,74,67,73
2670,2670,56,32,34,55,62
2671,2671,75,50,35,67,71
2672,2672,75,57,45,63,73
2673,2673,14,13,13,27,16
2674,2674,75,64,50,69,73
2675,2675,64,44,35,70,68
2676,2676,82,71,68,69,76
2677,2677,50,53,40,70,55
2678,2678,68,28,32,51,69
2679,2679,69,67,68,65,73
2680,2680,74,67,73,61,74
2681,2681,77,70,57,49,72
2682,2682,13,15,14,22,19
2683,2683,72,64,56,55,74
2684,2684,65,47,37,69,66
2685,2685,67,61,55,43,71
2686,2686,69,58,65,71,71
2687,2687,74,71,55,72,75
2688,2688,12,17,13,21,20
2689,2689,78,61,55,67,73
2690,2690,56,42,42,70,70
2691,2691,76,56,43,62,74
2692,2692,44,43,45,71,63
2693,2693,72,77,77,73,75
2694,2694,41,34,32,55,56
2695,2695,72,77,74,77,80
2696,2696,67,34,39,61,69
2697,2697,70,75,38,75,71
2698,2698,76,63,45,62,76
2699,2699,64,52,30,58,63
2700,2700,82,83,73,65,81
2701,2701,69,41,43,76,70
2702,2702,59,47,44,74,76
2703,2703,55,52,59,65,78
2704,2704,68,69,65,72,74
2705,2705,48,55,44,64,66
2706,2706,61,60,52,56,63
2707,2707,63,60,34,63,67
2708,2708,73,67,50,80,75
2709,2709,50,26,27,50,52
2710,2710,74,70,41,68,73
2711,2711,74,75,67,71,74
2712,2712,64,27,21,57,64
2713,2713,72,72,43,68,73
2714,2714,65,52,48,73,70
2715,2715,43,32,37,51,52
2716,2716,75,52,34,63,71
2717,2717,75,73,69,60,74
2718,2718,21,13,14,46,23
2719,2719,73,66,59,61,72
2720,2720,67,68,36,67,65
2721,2721,69,49,53,73,73
2722,2722,13,17,14,36,21
2723,2723,17,20,14,30,24
2724,2724,75,79,76,64,75
2725,2725,72,76,75,65,75
2726,2726,71,55,48,72,73
2727,2727,74,71,72,61,75
2728,2728,78,66,56,76,76
2729,2729,74,60,48,57,69
2730,2730,73,75,67,68,75
2731,2731,71,76,78,79,77
2732,2732,75,59,55,73,81
2733,2733,67,61,29,63,67
2734,2734,41,41,53,65,52
2735,2735,75,76,72,63,76
2736,2736,70,69,67,68,74
2737,2737,75,45,48,45,71
2738,2738,78,70,73,65,75
2739,2739,22,19,17,38,13
2740,2740,68,39,32,63,71
2741,2741,69,37,38,66,69
2742,2742,64,55,58,72,71
2743,2743,75,74,77,75,76
2744,2744,69,61,52,48,75
2745,2745,65,75,73,68,69
2746,2746,75,68,61,72,75
2747,2747,72,68,63,71,74
2748,2748,20,18,16,20,17
